gene	log_min	log_max
Hdlbp	-10.540115	-7.0862374
Cox20	-10.972769	-7.518891
Tmem205	-11.600969	-8.147091
Ift122	-13.793495	-10.339617
Fam13c	-10.796919	-7.343041
Eid1	-10.216915	-6.763037
Malt1	-13.581383	-10.127504
Iqgap1	-10.191627	-6.7377486
Gm44946	-16.95897	-13.505092
Gm46633	-17.469795	-14.015917
Hnrnpll	-12.306916	-8.853038
Hk3	-18.162941	-14.709064
Helb	-13.619648	-10.16577
Ccdc152	-13.973288	-10.519409
Got1	-13.689401	-10.235522
Vmn1r90	-18.568407	-15.11453
Phkg1	-12.10382	-8.649941
Ankrd10	-11.665163	-8.211285
Mcmdc2	-15.827568	-12.37369
Serpinb6b	-11.558547	-8.104669
E330020D12Rik	-18.568407	-15.11453
Msmp	-17.652117	-14.198238
Rmrp	-13.890917	-10.437038
Xlr4a	-16.696606	-13.242727
Wdr13	-12.380144	-8.926266
Sord	-12.292705	-8.838826
Gm42699	-16.317116	-12.863237
Pawr	-10.859997	-7.406119
Fgf2os	-15.390354	-11.936476
Dmd	-9.558716	-6.104838
Tsga10	-12.64683	-9.192951
Rerg	-18.162941	-14.709064
Nthl1	-12.790755	-9.336877
Rarres1	-13.339976	-9.886098
Rbm44	-14.068598	-10.614719
Pcnx3	-12.928275	-9.474397
Trappc4	-11.576311	-8.122433
Gm34829	-14.173959	-10.72008
Olfr172	-16.696606	-13.242727
Mtcp1	-14.334301	-10.880423
Rrp9	-12.977421	-9.523542
Tert	-16.776648	-13.32277
Kat14	-13.331965	-9.878087
Col6a2	-10.324731	-6.870853
4930483P17Rik	-19.261555	-15.807677
Sars	-11.475834	-8.0219555
Tsc22d3	-11.835006	-8.381127
Chd8	-11.669693	-8.215815
Gm17399	-19.261555	-15.807677
Map3k19	-18.568407	-15.11453
Cep104	-12.820608	-9.36673
Dbt	-12.236016	-8.782138
Chchd5	-12.94439	-9.490512
4930581F22Rik	-13.595128	-10.14125
Sox5it	-17.652117	-14.198238
Ric8b	-12.883129	-9.429251
Orc2	-12.660325	-9.206447
Zfp385b	-16.0835	-12.629622
Hist1h2bh	-15.291264	-11.837385
Gm42868	-19.261555	-15.807677
Ppp4r1	-13.059019	-9.605141
Dazap1	-11.82848	-8.374601
Gm47767	-14.271122	-10.817244
C1galt1	-12.099157	-8.645279
Gm11808	-11.603328	-8.149449
Racgap1	-16.863659	-13.409781
Aktip	-11.483343	-8.029465
Dact1	-13.689401	-10.235522
Gm50336	-17.87526	-14.421382
Pik3r1	-10.424745	-6.9708667
CT868723.1	-19.261555	-15.807677
Abhd6	-13.163481	-9.709602
Zfp993	-15.523886	-12.070007
Tnpo1	-11.847585	-8.393706
Pigo	-14.666435	-11.212557
Csrnp2	-14.224603	-10.770724
Marc2	-10.937946	-7.4840684
Nedd9	-11.574475	-8.120597
Dhrs9	-16.696606	-13.242727
Art3	-11.570355	-8.116477
Rab5b	-11.345477	-7.891599
Klhl15	-13.450414	-9.996535
Pros1	-11.728931	-8.275053
Nat2	-14.409525	-10.9556465
3010003L21Rik	-15.310311	-11.856433
Gm29237	-18.162941	-14.709064
Mrpl53	-11.29289	-7.8390117
Wdr59	-13.914448	-10.460569
Gm19792	-17.469795	-14.015917
Gm21269	-18.568407	-15.11453
Cldn19	-18.568407	-15.11453
F2rl1	-15.678036	-12.224157
Cdo1	-10.539952	-7.0860744
Fam25c	-15.291264	-11.837385
Gm20743	-19.261555	-15.807677
Mamstr	-15.201112	-11.747233
Lrrn2	-17.652117	-14.198238
Slc38a10	-11.94169	-8.487812
Ankk1	-17.315645	-13.861767
Gm37637	-17.06433	-13.610452
Gm33195	-17.87526	-14.421382
Gm33280	-17.315645	-13.861767
Skil	-10.782895	-7.329017
Ttc25	-17.652117	-14.198238
Fnbp1l	-13.015449	-9.56157
Cntd1	-17.315645	-13.861767
Zdhhc20	-11.766569	-8.312691
Gm15706	-15.167211	-11.713332
Sdf2l1	-13.84102	-10.387141
Gm49970	-15.623969	-12.170091
Yif1b	-11.400213	-7.9463353
Ecsit	-12.700524	-9.246646
Gm11008	-19.261555	-15.807677
Taf6l	-14.131657	-10.677778
Slc35f6	-13.426744	-9.972866
Rp9	-10.884314	-7.4304357
Znhit1	-11.611862	-8.157984
Smo	-12.007377	-8.553498
Haus4	-13.459436	-10.005558
Tyw1	-13.033044	-9.579165
Ogg1	-13.633934	-10.180056
Cep97	-13.420914	-9.967035
Ccnd3	-11.012241	-7.5583634
Ddx21	-12.143538	-8.68966
Gm44190	-16.488966	-13.035088
Slc28a2	-19.261555	-15.807677
Usp45	-12.555916	-9.102037
Kif19a	-19.261555	-15.807677
Bcl7b	-11.409894	-7.956016
Dtl	-15.827568	-12.37369
Scn7a	-17.87526	-14.421382
Polr3b	-14.035809	-10.58193
Rnf187	-10.6324625	-7.1785846
Gfra1	-16.42834	-12.974463
Gm5084	-19.261555	-15.807677
Ttll7	-11.203861	-7.7499833
Zfp114	-14.666435	-11.212557
Zfp7	-14.917749	-11.463871
Impa1	-11.190649	-7.736771
Zfp740	-12.374002	-8.920124
Tpbg	-16.217031	-12.763154
Rrp8	-12.511623	-9.057745
Trappc5	-12.058894	-8.605016
Rtel1	-14.250919	-10.797041
Plin2	-12.480497	-9.026619
Smagp	-17.469795	-14.015917
Tfdp1	-12.883129	-9.429251
Rdh5	-13.128157	-9.674278
Nacad	-12.515142	-9.061264
Procr	-19.261555	-15.807677
Zfyve21	-11.483343	-8.029465
Krt79	-16.863659	-13.409781
Irx3os	-19.261555	-15.807677
Gm48242	-18.568407	-15.11453
Mrps14	-10.624448	-7.17057
Mrps6	-11.741321	-8.287442
Gm20463	-17.315645	-13.861767
Shkbp1	-13.708595	-10.254717
Mapk12	-15.500355	-12.046476
Ppp4r4	-15.827568	-12.37369
4930479D17Rik	-19.261555	-15.807677
Hivep2	-11.902087	-8.448209
2410022M11Rik	-13.602073	-10.148194
Usp43	-18.162941	-14.709064
Sorbs1	-11.76991	-8.316031
Lrrc7	-16.776648	-13.32277
3110006O06Rik	-16.95897	-13.505092
C9orf72	-13.305717	-9.851839
Mast2	-12.3598175	-8.905939
Hist1h4c	-14.161689	-10.70781
Vps35	-11.070092	-7.6162143
Prdx1	-9.432036	-5.978159
Wasf1	-15.827568	-12.37369
Trmt44	-13.768494	-10.314615
Gm26682	-16.95897	-13.505092
Adap2	-18.162941	-14.709064
Paqr6	-12.452516	-8.998637
Plec	-11.270301	-7.816423
Chtop	-11.450797	-7.996919
Hcar1	-16.553505	-13.099627
Lrrc61	-14.401743	-10.947865
Btbd3	-12.864625	-9.410747
Tyms	-13.209466	-9.755588
Rbpms2	-10.6019945	-7.1481166
Hoxc10	-11.394067	-7.940189
Cyp1b1	-11.552695	-8.098817
Pcgf5	-11.085726	-7.631848
Gm10432	-16.003458	-12.54958
A630072M18Rik	-13.858877	-10.404999
Gm31462	-17.87526	-14.421382
Trim32	-12.9265	-9.472622
Zfp607a	-14.378753	-10.924874
Sla2	-18.162941	-14.709064
Insyn2a	-18.568407	-15.11453
Atg4b	-12.490766	-9.036887
Gm49886	-16.553505	-13.099627
Mkrn2os	-17.652117	-14.198238
Polr3h	-12.951636	-9.497758
Psmc3	-10.433794	-6.979916
Zfp873	-14.137591	-10.683713
Fanca	-19.261555	-15.807677
Alas2	-16.265821	-12.811944
Irf2bp1	-12.416739	-8.962861
Rhbdd1	-13.052965	-9.599087
Ibtk	-12.450311	-8.996432
Clca3a1	-17.315645	-13.861767
5330438D12Rik	-14.401743	-10.947865
Camta1	-11.2502	-7.7963223
Tmem259	-11.675259	-8.22138
Ddx51	-13.914448	-10.460569
Entr1	-12.660325	-9.206447
Gm35065	-18.162941	-14.709064
Adgrb1	-17.652117	-14.198238
Gm43387	-15.369735	-11.915856
Ankrd13a	-12.551032	-9.097154
Ppp2r5a	-11.162001	-7.7081227
Plcxd3	-13.145663	-9.691785
Lix1	-15.929351	-12.475472
Zfp280c	-13.551128	-10.09725
1190005I06Rik	-10.5180235	-7.0641456
Pdcd7	-12.320365	-8.866487
1700088E04Rik	-15.254222	-11.8003435
Tceal9	-10.113303	-6.6594253
Atg4a	-12.861298	-9.407419
Fam78b	-15.087168	-11.633289
Klrg2	-15.965718	-12.51184
Cyb5d1	-14.739766	-11.285888
Tecpr1	-12.528153	-9.074275
