gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.43	0.41	0.41	0.58	1.0	-8.674392	-9.290613	-8.883314	-8.920088	0.66096216	0.10670444	-17.483845092831825	4.8354914435490395	0.000376081233546446	1
Hdlbp	0.43	0.3299999999999999	0.3299999999999999	0.63	1.0	-5284.876	-5131.632	-5202.553	-5237.2173	0.0	-20.697906	-8.514406129730762	4.20304807164298	0.8762692741632192	2330
Cox20	0.35	0.46	0.35	0.61	1.0	-3716.414	-3650.3633	-3715.847	-3656.3452	0.0	-26.087568	-9.384773653911392	2.5620887655488715	0.6385859345618654	1698
Tmem205	0.4	0.49	0.4	0.62	1.0	-2935.6428	-2916.6643	-2935.6724	-2920.0762	0.0	-6.7605104	-9.897779250614146	6.093630146084243	0.4731101918014291	1258
Ift122	0.36	0.3299999999999999	0.3299999999999999	0.58	1.0	-871.6273	-865.8748	-866.7453	-873.5062	0.0	0.8159986	-11.888712258099435	5.272700864514783	0.09101165851823995	242
Fam13c	0.0799999999999999	0.48	0.0799999999999999	0.79	0.6299999999999999	-4539.1025	-4548.4014	-4525.445	-4555.46	1.0	7.103938	-8.891379521276555	0.09340825754053839	0.7690861226024821	2045
Eid1	0.39	0.24	0.24	0.59	1.0	-5165.054	-5040.013	-5099.19	-5095.5205	0.0	-30.198097	-8.558108922985632	0.7752991540960608	0.8578412937194434	2281
Malt1	0.38	0.25	0.25	0.57	1.0	-1035.9637	-1021.49335	-1031.0748	-1028.4766	0.0	-3.251642	-11.677107559000534	4.39253493676083	0.10379842045881911	276
Iqgap1	0.4499999999999999	0.44	0.44	0.56	1.0	-5878.928	-5755.1333	-5850.6865	-5790.2383	0.0	-38.51755	-8.194360217305736	1.1689393844223321	0.9221511846558856	2452
Gm44946	0.38	0.36	0.36	0.57	1.0	-98.772835	-97.94254	-97.53119	-99.38351	0.0	0.26521146	-14.847254837671162	4.677337912960242	0.005641218503196691	15
Pard6b	0.32	0.46	0.32	0.61	1.0	-9.654825	-9.373528	-9.789148	-9.215186	0.0	-0.19093283	-17.471972956536636	2.851764800155135	0.000376081233546446	1
Gm46633	0.36	0.2299999999999999	0.2299999999999999	0.68	0.9599999999999996	-29.15359	-28.379456	-28.322033	-28.935635	0.0	-0.0946565	-16.246113356214718	4.3881687994937035	0.001504324934185784	4
Hnrnpll	0.47	0.3	0.3	0.56	1.0	-2008.0182	-1972.0051	-2005.2585	-1983.0085	0.0	-10.86155	-10.595890893413277	4.90107643624627	0.2809326814591952	747
Hk3	0.49	0.1899999999999999	0.1899999999999999	0.61	1.0	-15.778654	-16.56872	-15.766113	-16.353027	1.0	0.24944712	-16.77553965194075	4.798353214759051	0.000752162467092892	2
Helb	0.3199999999999999	0.44	0.3199999999999999	0.61	1.0	-1055.7766	-1038.507	-1051.2324	-1044.6067	0.0	-4.8510356	-11.598419659268687	0.09461748714929996	0.11056788266265513	294
Napsa	0.27	0.5	0.27	0.57	1.0	-9.348139	-9.099239	-9.208642	-9.211494	0.0	-0.059343893	-17.412387586018827	2.95488621360191	0.000376081233546446	1
Ccdc152	0.28	0.27	0.27	0.67	0.9899999999999998	-463.94946	-463.87433	-463.80655	-464.71698	0.0	0.33332843	-12.833096291543379	3.6801862391251103	0.03685596088755171	98
Got1	0.4499999999999999	0.38	0.38	0.58	1.0	-716.66785	-706.20215	-710.3431	-711.8835	0.0	-2.0778224	-12.152813830303694	1.7744987470923208	0.0710793531402783	189
Vmn1r90	0.37	0.49	0.37	0.53	1.0	-9.123793	-8.939288	-9.159067	-8.966902	0.0	-0.06813684	-17.479952451036766	2.851296783023972	0.000376081233546446	1
Phkg1	0.2099999999999999	0.29	0.2099999999999999	0.64	1.0	-2307.5632	-2277.933	-2298.8875	-2285.7136	0.0	-9.489164	-10.335889754225146	0.6561907564711387	0.3121474238435502	830
Ankrd10	0.41	0.4	0.4	0.63	1.0	-2654.0952	-2621.855	-2642.122	-2629.396	0.0	-10.726734	-10.101001154502065	5.392578941844818	0.4159458443023693	1106
Mcmdc2	0.28	0.41	0.28	0.64	1.0	-115.001976	-113.56206	-114.08993	-114.41687	0.0	-0.25410825	-14.521464710788784	0.6253325202185351	0.00752162467092892	20
Serpinb6b	0.34	0.45	0.34	0.54	1.0	-3773.2827	-3751.5105	-3757.15	-3770.8423	0.0	-1.0598651	-9.495558984938532	2.587516179803499	0.5171116961263633	1375
Msmp	0.3	0.39	0.3	0.57	1.0	-17.078321	-17.356663	-17.269192	-17.061695	0.3142581	-0.0072207353	-16.864466030934985	2.906379528681404	0.000752162467092892	2
Rmrp	0.4399999999999999	0.48	0.4399999999999999	0.48	1.0	-289.56137	-286.57617	-289.64233	-285.6446	0.0	-1.7010353	-13.417183647617055	1.1573980666960058	0.022188792779240317	59
Xlr4a	0.28	0.21	0.21	0.59	1.0	-16.154007	-16.75265	-15.835913	-17.151644	1.0	0.43326816	-16.76718868552578	0.9535574739947483	0.000752162467092892	2
Wdr13	0.25	0.43	0.25	0.55	1.0	-1819.3323	-1807.9287	-1816.2877	-1809.6931	0.0	-4.186234	-10.723705047164472	5.973503190036542	0.24896577660774727	662
Sord	0.45	0.36	0.36	0.48	1.0	-2005.9961	-1986.6116	-1999.8531	-1992.8756	0.0	-5.6981535	-10.589249475792663	1.1066696067510229	0.2809326814591952	747
Gm42699	0.42	0.41	0.41	0.51	1.0	-101.505646	-100.123505	-100.12738	-101.540474	0.0	0.015125689	-14.829749650746699	3.5566069622562466	0.006017299736743136	16
Pawr	0.0799999999999999	0.18	0.0799999999999999	0.78	0.6599999999999999	-4537.236	-4515.18	-4524.0264	-4524.775	0.0	-5.4117165	-8.922127881788732	0.575660352703494	0.7487777359909741	1991
Fgf2os	0.2099999999999999	0.27	0.2099999999999999	0.5	1.0	-277.43494	-274.02112	-276.2481	-275.56863	0.0	-0.8105249	-13.42586789490531	0.7686002808898111	0.01993230537796164	53
Dmd	0.39	0.38	0.38	0.53	1.0	-7273.596	-7131.397	-7201.1963	-7188.3633	0.0	-37.016182	-7.54612372702435	0.9213139655624483	0.9759308010530274	2595
Tsga10	0.3299999999999999	0.37	0.3299999999999999	0.66	1.0	-1824.9196	-1785.165	-1801.6559	-1804.8649	0.0	-8.70964	-10.762696261546347	0.8252081333824846	0.2264009025949605	602
Rerg	0.1	0.35	0.1	0.57	1.0	-45.51983	-50.30642	-45.81119	-48.6776	0.93912935	1.371403	-15.816736673180024	2.968602968085789	0.001504324934185784	4
Nthl1	0.39	0.49	0.39	0.58	1.0	-1375.6721	-1362.1917	-1370.2086	-1368.6896	0.0	-3.0324802	-11.195010017622453	5.789042023802529	0.17901466716810832	476
Rarres1	0.46	0.3299999999999999	0.3299999999999999	0.59	1.0	-628.66046	-618.5441	-625.6832	-621.6198	0.0	-3.0577152	-12.381756942286039	5.0143086456991135	0.054155697630688227	144
Rbm44	0.3199999999999999	0.38	0.3199999999999999	0.47	1.0	-416.23257	-404.9303	-411.69794	-408.45856	0.0	-3.3762128	-12.892274220813718	0.862988492149924	0.03008649868371568	80
Pcnx3	0.37	0.4399999999999999	0.37	0.63	1.0	-1299.9727	-1290.7723	-1296.2477	-1295.1172	0.0	-2.1087034	-11.28449323158245	5.508350373522333	0.1594584430236931	424
Trappc4	0.41	0.43	0.41	0.61	1.0	-2711.359	-2679.9976	-2692.0972	-2698.3208	0.0	-5.662369	-9.98600936001107	0.3062158297521478	0.4629559984956751	1231
Gm34829	0.08	0.3	0.08	0.74	0.7799999999999999	-417.86993	-411.79688	-412.62152	-416.89224	0.0	-0.42460608	-13.003029203037471	2.8033910825985138	0.030838661150808574	82
Olfr172	0.26	0.26	0.26	0.68	0.9599999999999996	-16.991438	-16.51279	-16.415325	-16.861551	0.0	-0.056409046	-16.7138617617447	0.752231974081143	0.000752162467092892	2
Mtcp1	0.2299999999999999	0.46	0.2299999999999999	0.71	0.87	-555.1118	-545.1166	-552.9464	-548.0394	0.0	-3.0714989	-12.509971951179125	0.1971343858669199	0.04926664159458443	131
Rrp9	0.12	0.41	0.12	0.69	0.93	-1393.5358	-1384.6354	-1391.3584	-1387.8912	0.0	-2.4513888	-11.219802747144852	3.137702230752401	0.17976682963520121	478
Tert	0.27	0.3	0.27	0.69	0.93	-60.34748	-59.630676	-60.16767	-59.72344	0.0	-0.2710182	-15.294039734622881	0.8608916651088299	0.003384731101918014	9
Kat14	0.45	0.47	0.45	0.59	1.0	-997.45715	-979.70984	-994.4748	-980.9871	0.0	-7.152844	-11.716268046275848	3.2419620307888684	0.10643098909364422	283
Col6a2	0.33	0.34	0.33	0.56	1.0	-4726.5615	-4632.7188	-4651.9814	-4725.8853	0.0	-0.29370013	-8.782513484075539	2.2350050575006977	0.8029334336216623	2135
4930483P17Rik	0.23	0.48	0.23	0.66	1.0	-25.341482	-23.712315	-24.925335	-23.866274	0.0	-0.6406748	-16.4413362972837	3.4271251482830034	0.0011282437006393381	3
Sars	0.47	0.43	0.43	0.68	0.9599999999999996	-3108.7808	-3077.973	-3097.9185	-3088.734	0.0	-8.706247	-9.7679498199502	2.3415437062784843	0.5178638585934562	1377
Tsc22d3	0.31	0.0	0.0	0.93	0.2099999999999998	-2279.2446	-2409.8174	-2300.0815	-2437.2515	0.8404191	68.6215	-10.736698851437833	4.5344982220920755	0.2899586310643099	771
Chd8	0.47	0.35	0.35	0.55	1.0	-3120.522	-3044.8315	-3117.378	-3051.4678	0.0	-29.989857	-9.779468121224529	1.6991994181935315	0.4877773599097405	1297
Gm17399	0.35	0.4	0.35	0.6	1.0	-17.067165	-17.07874	-16.788307	-17.316105	1.0	0.10811306	-16.825611131692213	3.8038768547102566	0.000752162467092892	2
Map3k19	0.39	0.4499999999999999	0.39	0.56	1.0	-24.605722	-23.902847	-24.600735	-23.817028	0.0	-0.3425256	-16.364665399971518	5.258914032061549	0.0011282437006393381	3
Cep104	0.36	0.49	0.36	0.59	1.0	-1607.9955	-1577.9559	-1599.0264	-1583.3573	0.0	-10.700227	-10.9649269174198	3.0371570612711425	0.20684467845054533	550
Dbt	0.48	0.42	0.42	0.5	1.0	-2221.1057	-2163.4336	-2213.3188	-2169.5376	0.0	-22.395748	-10.45829782063574	5.153857416825972	0.3031214742384355	806
Chchd5	0.47	0.4	0.4	0.59	1.0	-1217.946	-1209.4015	-1216.8953	-1210.9177	0.0	-3.0523608	-11.4035215745923	5.3499723956970415	0.14027830011282438	373
4930581F22Rik	0.3199999999999999	0.24	0.24	0.7	0.9	-846.04407	-842.49054	-843.6589	-844.62354	0.0	-0.6169293	-11.920501854165963	1.1704199123764791	0.080105302745393	213
Sox5it	0.5	0.27	0.27	0.59	1.0	-9.733884	-8.900444	-9.620188	-8.953897	0.0	-0.33874378	-17.446481564545607	4.841761720687824	0.000376081233546446	1
Ric8b	0.4	0.45	0.4	0.58	1.0	-1380.0527	-1371.3816	-1379.5017	-1374.7511	0.0	-2.3024712	-11.176585897017494	2.3743022906291698	0.17224520496427229	458
Orc2	0.4399999999999999	0.5	0.4399999999999999	0.52	1.0	-1769.4587	-1742.7537	-1765.6628	-1744.5188	0.0	-10.831279	-10.807995452281634	1.0207608433013649	0.22828130876269273	607
Zfp385b	0.4599999999999999	0.25	0.25	0.63	1.0	-164.1924	-160.56445	-165.08932	-161.32425	0.0	-1.2456212	-14.24257566988955	4.808263829023054	0.010530274539300489	28
Hist1h2bh	0.31	0.3399999999999999	0.31	0.49	1.0	-106.50919	-103.39278	-106.96828	-103.30489	0.0	-1.3916098	-14.75336045630354	3.871289136326576	0.006017299736743136	16
Gm42868	0.48	0.4399999999999999	0.4399999999999999	0.63	1.0	-9.390933	-8.989576	-9.324186	-9.114963	0.0	-0.119852446	-17.473255839772662	4.837330654721187	0.000376081233546446	1
Ppp4r1	0.36	0.43	0.36	0.62	1.0	-1443.1351	-1429.8234	-1434.3787	-1440.3713	0.0	-1.2003005	-11.132757822737918	5.246852413546395	0.17600601729973675	468
1700047M11Rik	0.4499999999999999	0.5	0.4499999999999999	0.59	1.0	-9.005168	-9.221327	-9.155662	-9.028042	0.30378234	0.009933999	-17.49016805659272	0.24589086966454143	0.000376081233546446	1
Dazap1	0.41	0.5	0.41	0.6	1.0	-2664.1367	-2623.321	-2663.7727	-2627.0117	0.0	-16.123182	-10.080964558562647	3.0248182182972245	0.41331327566754417	1099
Gm47767	0.44	0.2299999999999999	0.2299999999999999	0.51	1.0	-550.43054	-538.0241	-539.9999	-546.3352	0.0	-1.7785822	-12.610913110869577	4.6875950417142	0.0473862354268522	126
C1galt1	0.23	0.3399999999999999	0.23	0.58	1.0	-2409.4033	-2403.853	-2407.2866	-2407.7512	0.0	-0.7174977	-10.298438820593631	3.727461141343813	0.3433621662279052	913
Gm11808	0.38	0.43	0.38	0.61	1.0	-1696.4558	-1679.5969	-1691.0983	-1685.7131	0.0	-4.665485	-10.855987014725507	3.0626214027948606	0.23016171493042498	612
Racgap1	0.39	0.42	0.39	0.54	1.0	-120.81377	-119.369736	-120.7605	-119.52938	0.0	-0.5578016	-14.61123020368156	4.171247987335761	0.00752162467092892	20
Aktip	0.27	0.4399999999999999	0.27	0.63	1.0	-3154.8516	-3108.4702	-3136.1929	-3127.5906	0.0	-11.839295	-9.721399333865785	5.910357894761237	0.5306506205340353	1411
Dact1	0.12	0.42	0.12	0.68	0.9599999999999996	-760.7876	-755.2096	-761.11957	-755.698	0.0	-2.210385	-12.08590811522335	6.118443802415198	0.07258367807446409	193
