gene	log_min	log_max
Gap43	-19.104086	-15.650208
Hdlbp	-10.193365	-6.739487
Cox20	-11.097718	-7.6438403
Tmem205	-11.603557	-8.149678
Ift122	-13.535742	-10.081863
Fam13c	-10.603429	-7.149551
Eid1	-10.29154	-6.837662
Malt1	-13.311072	-9.857194
Iqgap1	-9.901274	-6.447396
Gm44946	-16.331497	-12.877619
Pard6b	-19.104086	-15.650208
Gm46633	-17.71779	-14.263913
Hnrnpll	-12.279713	-8.825834
Hk3	-18.410938	-14.957061
Helb	-13.284003	-9.830125
Napsa	-19.104086	-15.650208
Ccdc152	-14.421955	-10.968077
Got1	-13.815819	-10.36194
Vmn1r90	-19.104086	-15.650208
Phkg1	-12.0626745	-8.608796
Ankrd10	-11.781576	-8.327698
Mcmdc2	-16.108353	-12.654475
Serpinb6b	-11.186914	-7.7330365
Msmp	-18.410938	-14.957061
Rmrp	-15.009742	-11.555863
Xlr4a	-18.410938	-14.957061
Wdr13	-12.414487	-8.9606085
Sord	-12.2808	-8.826921
Gm42699	-16.331497	-12.877619
Pawr	-10.660324	-7.206446
Fgf2os	-15.061035	-11.607157
Dmd	-9.261783	-5.807905
Tsga10	-12.473403	-9.019525
Rerg	-17.158176	-13.704298
Nthl1	-12.863811	-9.409932
Rarres1	-14.01649	-10.562612
Rbm44	-14.539738	-11.085859
Pcnx3	-12.944991	-9.491113
Trappc4	-11.696162	-8.242284
Gm34829	-14.529375	-11.075497
Olfr172	-18.410938	-14.957061
Mtcp1	-14.169612	-10.715734
Rrp9	-12.842594	-9.388716
Tert	-16.90686	-13.452983
Kat14	-13.367514	-9.913635
Col6a2	-10.487048	-7.03317
4930483P17Rik	-18.005472	-14.551595
Sars	-11.464444	-8.010566
Tsc22d3	-12.083002	-8.629124
Chd8	-11.478491	-8.024612
Gm17399	-18.410938	-14.957061
Map3k19	-18.005472	-14.551595
Cep104	-12.634836	-9.180958
Dbt	-12.1380625	-8.684184
Chchd5	-13.059081	-9.605203
4930581F22Rik	-13.602828	-10.14895
Sox5it	-19.104086	-15.650208
Ric8b	-12.852182	-9.398304
Orc2	-12.501498	-9.04762
Zfp385b	-15.736791	-12.282912
Hist1h2bh	-16.270872	-12.816995
Gm42868	-19.104086	-15.650208
Ppp4r1	-12.803301	-9.349422
1700047M11Rik	-19.104086	-15.650208
Dazap1	-11.76325	-8.309372
Gm47767	-14.206246	-10.752368
C1galt1	-11.9573145	-8.503436
Gm11808	-12.541642	-9.087764
Racgap1	-16.108353	-12.654475
Aktip	-11.420683	-7.966805
Dact1	-13.728807	-10.274929
Gm50336	-17.71779	-14.263913
Pik3r1	-10.467866	-7.013988
Abhd6	-13.223554	-9.769675
Zfp993	-15.390514	-11.936636
Tnpo1	-11.75357	-8.299691
Pigo	-14.86998	-11.416101
Csrnp2	-14.479114	-11.025235
Marc2	-10.985581	-7.5317035
Nedd9	-11.333863	-7.8799853
Dhrs9	-14.813627	-11.359749
Art3	-11.840756	-8.386878
Rab5b	-11.490762	-8.036883
Klhl15	-13.562822	-10.108944
Pros1	-11.8456745	-8.391796
Nat2	-14.550209	-11.096331
3010003L21Rik	-15.366417	-11.912539
Gm29237	-16.90686	-13.452983
Gm17191	-18.005472	-14.551595
Mrpl53	-11.350463	-7.896585
Wdr59	-13.974188	-10.520309
Gm19792	-18.410938	-14.957061
Gm21269	-17.71779	-14.263913
0610025J13Rik	-18.410938	-14.957061
Cldn19	-19.104086	-15.650208
F2rl1	-16.90686	-13.452983
Cdo1	-10.292285	-6.838407
Fam25c	-14.993213	-11.539334
Mamstr	-14.459696	-11.005817
Lrrn2	-17.71779	-14.263913
Slc38a10	-11.933967	-8.480088
Gm37637	-17.158176	-13.704298
Gm33195	-19.104086	-15.650208
Gm33280	-19.104086	-15.650208
Skil	-10.736321	-7.2824435
Ttc25	-17.71779	-14.263913
Fnbp1l	-12.705491	-9.251613
Cntd1	-16.159647	-12.705769
Zdhhc20	-11.752286	-8.298408
Gm15706	-14.61545	-11.1615715
Sdf2l1	-13.705923	-10.252045
Gm49970	-15.7028885	-12.24901
Dmkn	-19.104086	-15.650208
Yif1b	-11.394778	-7.9409003
Ecsit	-12.628654	-9.174775
Gm11008	-17.71779	-14.263913
Taf6l	-14.236552	-10.782674
Slc35f6	-13.403643	-9.949764
Rp9	-10.847738	-7.3938603
Znhit1	-11.612441	-8.158563
Smo	-11.971589	-8.517711
Haus4	-13.674741	-10.220862
Tyw1	-12.977217	-9.523338
Ogg1	-13.851813	-10.397935
Cep97	-13.1825075	-9.728629
Ccnd3	-11.08975	-7.6358724
Ddx21	-11.816525	-8.362647
Gm44190	-17.024645	-13.570766
Usp45	-12.418225	-8.964347
Bcl7b	-11.282845	-7.8289666
Dtl	-15.771882	-12.318004
Scn7a	-15.968592	-12.514713
Polr3b	-13.986093	-10.532214
Rnf187	-10.621485	-7.167607
Gfra1	-19.104086	-15.650208
Ttll7	-10.763153	-7.309275
Zfp114	-14.431257	-10.977379
Zfp7	-14.747377	-11.293499
Impa1	-11.257888	-7.80401
Zfp740	-12.451223	-8.997345
Tpbg	-16.70619	-13.252313
Rrp8	-11.9518175	-8.497939
Trappc5	-12.009851	-8.555973
Rtel1	-14.244274	-10.790396
Plin2	-12.276457	-8.822578
Smagp	-17.024645	-13.570766
Tfdp1	-12.875575	-9.421697
Rdh5	-13.161287	-9.707409
Nacad	-12.627114	-9.173236
Procr	-18.410938	-14.957061
Zfyve21	-11.550799	-8.096921
Krt79	-16.90686	-13.452983
Gm48242	-18.410938	-14.957061
Mrps14	-10.709287	-7.255409
Mrps6	-11.730084	-8.276206
Gm20463	-17.158176	-13.704298
Shkbp1	-13.867644	-10.413766
Mapk12	-14.800021	-11.346143
Calhm4	-19.104086	-15.650208
Ppp4r4	-15.520567	-12.066689
4930479D17Rik	-19.104086	-15.650208
Hivep2	-11.546091	-8.092213
2410022M11Rik	-13.719591	-10.265713
Sorbs1	-11.574679	-8.120801
Lrrc7	-15.096753	-11.642875
3110006O06Rik	-19.104086	-15.650208
C9orf72	-13.275141	-9.821262
Mast2	-12.230923	-8.777044
Hist1h4c	-14.324963	-10.871084
Vps35	-10.96523	-7.511352
Prdx1	-9.585085	-6.1312075
Wasf1	-14.86998	-11.416101
Trmt44	-13.570697	-10.116818
Gm26682	-16.70619	-13.252313
Adap2	-18.410938	-14.957061
Paqr6	-12.903577	-9.449698
Plec	-10.796874	-7.342996
Chtop	-11.402434	-7.9485564
Hcar1	-16.8015	-13.347623
Lrrc61	-14.412739	-10.95886
Btbd3	-12.7941675	-9.340289
Tyms	-13.535742	-10.081863
Rbpms2	-10.791706	-7.337828
Hoxc10	-11.255543	-7.801665
Cyp1b1	-12.349483	-8.895604
Pcgf5	-10.7435465	-7.2896686
Gm10432	-16.539137	-13.0852585
A630072M18Rik	-14.080206	-10.6263275
Gm31462	-18.005472	-14.551595
Trim32	-12.944991	-9.491113
Zfp607a	-14.184105	-10.7302265
Sla2	-18.410938	-14.957061
Insyn2a	-18.005472	-14.551595
Atg4b	-12.477368	-9.02349
Gm49886	-16.619179	-13.165301
Polr3h	-12.7869215	-9.333043
Psmc3	-10.462907	-7.009029
Zfp873	-14.2288885	-10.77501
Fanca	-19.104086	-15.650208
Alas2	-19.104086	-15.650208
Irf2bp1	-12.252901	-8.799023
Rhbdd1	-13.231969	-9.7780905
Ibtk	-12.211445	-8.757566
Clca3a1	-18.410938	-14.957061
5330438D12Rik	-14.350496	-10.896618
Camta1	-11.345325	-7.8914475
Tmem259	-11.634432	-8.180553
Ddx51	-13.862339	-10.408461
Entr1	-12.522061	-9.068183
Gm35065	-18.410938	-14.957061
Gm43387	-16.213715	-12.759836
Ackr2	-19.104086	-15.650208
Ankrd13a	-12.574667	-9.120789
Ppp2r5a	-11.0306835	-7.5768056
Plcxd3	-12.783318	-9.329439
Lix1	-16.396036	-12.942158
Zfp280c	-13.528137	-10.074259
1190005I06Rik	-10.507897	-7.0540195
Pdcd7	-11.9620495	-8.508171
1700088E04Rik	-15.096753	-11.642875
Tceal9	-10.236377	-6.782499
Atg4a	-13.148249	-9.69437
Skint8	-19.104086	-15.650208
Fam78b	-14.394556	-10.940678
Klrg2	-15.88521	-12.431332
Cyb5d1	-14.560792	-11.106914
Tecpr1	-12.427003	-8.9731245
Usp13	-12.981593	-9.527715
Hist1h3a	-16.8015	-13.347623
Gm26739	-18.410938	-14.957061
Ivd	-11.919457	-8.465579
Dhx57	-12.742784	-9.288905
Atp1b1	-15.1528425	-11.698964
Gm6787	-17.158176	-13.704298
Edem1	-12.424487	-8.970609
Zdbf2	-15.253939	-11.80006
Fhl4	-16.213715	-12.759836
Pex11a	-14.3678875	-10.914009
Snhg5	-12.730766	-9.276888
Swap70	-11.792868	-8.338989
Med31	-11.835863	-8.381985
Hvcn1	-19.104086	-15.650208
Mtss2	-11.483381	-8.029503
Bfar	-11.631585	-8.177707
Loxl3	-12.39113	-8.937252
Gm31812	-17.024645	-13.570766
Hist1h1a	-15.736791	-12.282912
Gm30556	-17.312326	-13.858448
Scfd2	-14.028913	-10.575034
Gemin6	-13.615149	-10.16127
Rnf220	-12.125873	-8.671994
Yme1l1	-11.23392	-7.780042
Cog4	-12.526225	-9.072347
Zfp551	-14.813627	-11.359749
Tsn	-10.577537	-7.1236587
