gene	log_min	log_max
Xkr4	-14.355038	-10.901159
Gm19938	-14.052757	-10.598879
Sox17	-14.415663	-10.961784
Mrpl15	-11.654861	-8.200983
Lypla1	-12.058352	-8.604474
Tcea1	-10.591105	-7.1372275
Atp6v1h	-11.995295	-8.541416
Rb1cc1	-11.103751	-7.6498733
4732440D04Rik	-14.480201	-11.026322
Pcmtd1	-10.726783	-7.272905
Rrs1	-12.831542	-9.377664
Adhfe1	-13.820955	-10.367077
2610203C22Rik	-15.801957	-12.348079
Mybl1	-14.480201	-11.026322
Vcpip1	-12.082306	-8.6284275
Sgk3	-13.217959	-9.764081
Mcmdc2	-16.495104	-13.041225
Snhg6	-11.962504	-8.508626
Cops5	-11.836393	-8.382515
Cspp1	-12.204644	-8.750766
Arfgef1	-11.889934	-8.436055
Prex2	-12.211517	-8.757639
Sulf1	-10.53281	-7.0789323
Slco5a1	-16.495104	-13.041225
Ncoa2	-12.478721	-9.024842
Gm29570	-17.188251	-13.734373
Tram1	-11.002043	-7.548165
Lactb2	-12.496903	-9.043025
Eya1	-15.801957	-12.348079
Gm9947	-17.188251	-13.734373
Msc	-16.495104	-13.041225
Terf1	-13.045116	-9.591238
Sbspon	-14.549193	-11.095315
Rpl7	-8.49509	-5.0412116
Rdh10	-13.217959	-9.764081
Stau2	-13.787054	-10.333176
Ube2w	-12.113077	-8.659199
Eloc	-10.70209	-7.2482123
Tmem70	-12.170971	-8.7170925
Ly96	-13.450582	-9.996703
Jph1	-13.550665	-10.0967865
Gdap1	-16.495104	-13.041225
Pi15	-10.072669	-6.618791
Gm28154	-16.089638	-12.63576
Gm16070	-16.089638	-12.63576
Crispld1	-12.232424	-8.778545
Tfap2b	-13.930155	-10.476276
Mcm3	-13.722515	-10.268637
Paqr8	-14.415663	-10.961784
Efhc1	-14.703344	-11.249466
Tram2	-12.61354	-9.159661
Tmem14a	-12.655652	-9.201774
Gsta3	-12.434661	-8.9807825
Gm28836	-16.495104	-13.041225
Kcnq5	-14.052757	-10.598879
Rims1	-15.396492	-11.942614
4933415F23Rik	-17.188251	-13.734373
Gm29107	-15.396492	-11.942614
Ogfrl1	-12.583081	-9.129203
B3gat2	-15.578814	-12.124935
Smap1	-10.53024	-7.076362
Sdhaf4	-11.951809	-8.497931
Fam135a	-12.50612	-9.052241
Col9a1	-14.703344	-11.249466
Col19a1	-13.856047	-10.402168
Lmbrd1	-11.398291	-7.9444127
Adgrb3	-16.089638	-12.63576
Gm9898	-15.801957	-12.348079
Phf3	-11.31332	-7.859442
Ptp4a1	-15.396492	-11.942614
Ptp4a1-1	-15.578814	-12.124935
Prim2	-13.754264	-10.300385
Rab23	-12.197819	-8.74394
Bag2	-12.409127	-8.955249
Zfp451	-11.946504	-8.492625
Bend6	-14.991027	-11.537148
Dst	-9.3650055	-5.9111276
Gm26788	-17.188251	-13.734373
Gm37233	-14.790356	-11.336477
Ccdc115	-12.655652	-9.201774
Imp4	-12.61354	-9.159661
Ptpn18	-14.243813	-10.789934
Gm28417	-16.495104	-13.041225
Arhgef4	-15.242341	-11.788463
Fam168b	-11.646988	-8.1931095
Plekhb2	-12.818803	-9.364924
1110002O04Rik	-15.578814	-12.124935
Hs6st1	-13.296431	-9.842552
Uggt1	-11.935978	-8.4821
Neurl3	-16.089638	-12.63576
Arid5a	-11.650917	-8.197039
4930403P22Rik	-14.480201	-11.026322
Kansl3	-12.232424	-8.778545
Lman2l	-13.029368	-9.57549
Cnnm4	-14.010198	-10.556319
Cnnm3	-12.818803	-9.364924
Gm38033	-16.495104	-13.041225
Ankrd23	-14.192519	-10.738641
Ankrd39	-12.469752	-9.015874
Sema4c	-13.296431	-9.842552
D430040D24Rik	-14.790356	-11.336477
Fam178b	-14.790356	-11.336477
Cox5b	-9.588348	-6.134471
Actr1b	-11.695189	-8.241311
Tmem131	-11.946504	-8.492625
Gm38115	-15.578814	-12.124935
Vwa3b	-15.578814	-12.124935
Inpp4a	-12.2537775	-8.799899
Coa5	-12.487771	-9.033893
Unc50	-11.383116	-7.929238
Mgat4a	-11.608521	-8.154643
2010300C02Rik	-14.192519	-10.738641
Tsga10	-13.162899	-9.709021
Lipt1	-14.549193	-11.095315
Mitd1	-12.204644	-8.750766
Mrpl30	-10.675021	-7.2211432
Txndc9	-11.464666	-8.010788
Eif5b	-9.912387	-6.458509
Rev1	-12.688441	-9.234563
Aff3	-12.177616	-8.723738
Gm16152	-15.396492	-11.942614
Lonrf2	-13.930155	-10.476276
