gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Hdlbp	0.47	0.38	0.38	0.54	1.0	-7570.507	-7392.4414	-7522.9795	-7434.4844	0.0	-59.073803	-8.372804791920224	4.063559215371336	0.9113888099971599	3209
Cox20	0.34	0.34	0.34	0.56	1.0	-5269.654	-5199.0835	-5237.4976	-5226.7173	0.0	-18.647095	-9.380811659401378	2.4509020942778017	0.6989491621698382	2461
Tmem205	0.36	0.31	0.31	0.56	1.0	-4268.9946	-4217.0117	-4249.443	-4232.2793	0.0	-15.945266	-9.884599642404858	5.155672654370605	0.5347912524850894	1883
Ift122	0.3	0.43	0.3	0.51	1.0	-1418.4242	-1393.5369	-1404.049	-1406.0658	0.0	-5.367184	-11.73889320007147	6.074606787397614	0.1187162737858563	418
Serpina3g	0.27	0.46	0.27	0.55	1.0	-8.113724	-8.708403	-8.289925	-8.524165	0.7037042	0.17825243	-17.89763349129894	0.14924623741222032	0.00028401022436807724	1
Fam13c	0.06	0.44	0.06	0.84	0.4800000000000001	-6499.6533	-6425.962	-6418.3105	-6493.2617	0.0	-2.7758372	-8.851162553211063	0.056998463342201156	0.8134052825901732	2864
Eid1	0.4399999999999999	0.45	0.4399999999999999	0.61	1.0	-7704.2773	-7573.047	-7604.193	-7674.6455	0.0	-12.868942	-8.321010885714205	0.7175927302247302	0.9324055666003976	3283
Malt1	0.16	0.18	0.16	0.64	1.0	-2808.1372	-2784.8364	-2795.0645	-2790.8142	0.0	-7.5232825	-10.82833537420176	3.763895244473388	0.24453280318091453	861
Iqgap1	0.45	0.4399999999999999	0.4399999999999999	0.5	1.0	-8342.084	-8294.221	-8355.159	-8274.045	0.0	-29.548988	-8.095929653484067	4.048320976012274	0.9537063334280034	3358
Gm44946	0.3	0.15	0.15	0.62	1.0	-48.49282	-50.586052	-49.61912	-49.636955	0.46193197	0.4968913	-16.04436710743499	1.1858406513666244	0.0019880715705765406	7
Pard6b	0.43	0.49	0.43	0.66	1.0	-24.397041	-23.271046	-24.36334	-23.487177	0.0	-0.39514908	-16.85633946906762	3.1991696315451477	0.0008520306731042318	3
Gm46633	0.44	0.27	0.27	0.55	1.0	-17.04322	-17.852415	-17.15954	-17.590755	0.85625255	0.2377914	-17.34717006976767	4.902380243655635	0.00028401022436807724	1
Hnrnpll	0.33	0.3399999999999999	0.33	0.58	1.0	-2917.6743	-2887.72	-2905.9194	-2898.5552	0.0	-8.303337	-10.614899600943398	3.737035809809529	0.3172394206191423	1117
Hk3	0.46	0.4499999999999999	0.4499999999999999	0.57	1.0	-9.246917	-9.076986	-9.323935	-9.031	0.0	-0.0937714	-17.948801257696022	4.9014983317931	0.00028401022436807724	1
Helb	0.46	0.49	0.46	0.5	1.0	-1408.4846	-1390.782	-1410.5974	-1390.7546	0.0	-7.7000327	-11.755697604880789	2.1776597534487117	0.1147401306447032	404
Ccdc152	0.48	0.3199999999999999	0.3199999999999999	0.55	1.0	-557.4745	-547.0625	-553.6249	-552.6537	0.0	-2.0936472	-13.13736547583224	4.909153148741278	0.033797216699801194	119
Got1	0.26	0.42	0.26	0.66	1.0	-1402.0437	-1388.3914	-1397.3431	-1392.4719	0.0	-4.15697	-11.745643595970472	0.023271502084575957	0.11814825333712013	416
Vmn1r90	0.16	0.4399999999999999	0.16	0.49	1.0	-26.47723	-25.912638	-26.663273	-25.664646	0.0	-0.3529007	-16.923233268013863	3.1958317639422016	0.0008520306731042318	3
Phkg1	0.4599999999999999	0.35	0.35	0.59	1.0	-3499.196	-3451.5442	-3475.625	-3470.2573	0.0	-12.567926	-10.305262637283903	1.7014601632607107	0.37517750639023006	1321
Ankrd10	0.37	0.29	0.29	0.58	1.0	-3917.5515	-3876.438	-3902.871	-3891.1477	0.0	-11.467029	-10.01889091098804	0.9837850378017281	0.4805452996307867	1692
Mcmdc2	0.3199999999999999	0.07	0.07	0.78	0.6599999999999999	-117.08215	-115.841934	-114.83309	-118.196754	0.0	0.48406512	-15.075843824898095	1.1873674402999272	0.005396194262993468	19
Serpinb6b	0.17	0.2199999999999999	0.17	0.67	0.9899999999999998	-6231.656	-6214.8423	-6196.5166	-6261.782	0.0	13.083757	-9.138793869958324	5.533594994682375	0.6921329167850042	2437
Msmp	0.49	0.24	0.24	0.56	1.0	-44.23897	-43.126232	-43.526173	-43.66546	0.0	-0.24907354	-16.209474491034822	1.6558055752854237	0.0017040613462084636	6
Rmrp	0.49	0.43	0.43	0.65	1.0	-294.41708	-289.20343	-291.07828	-292.55478	0.0	-0.80878866	-13.95730709974209	1.2410460135027837	0.015904572564612324	56
Xlr4a	0.42	0.35	0.35	0.56	1.0	-155.18013	-157.00699	-155.83334	-155.5391	0.64243895	0.15589565	-14.885467096648867	4.265609981085918	0.005396194262993468	19
Wdr13	0.43	0.32	0.32	0.51	1.0	-2646.0854	-2613.1775	-2632.3828	-2622.1475	0.0	-10.396136	-10.788796658282358	2.9265081592263402	0.28145413234876454	991
Sord	0.3	0.36	0.3	0.65	1.0	-3347.9585	-3321.2349	-3335.011	-3329.9849	0.0	-7.8058496	-10.361231714980676	3.4858658560659057	0.3868219255893212	1362
Gm42699	0.24	0.3299999999999999	0.24	0.66	1.0	-131.13547	-128.5345	-129.50726	-129.28085	0.0	-0.8054487	-15.077181171227595	3.5464757230086392	0.005964214711729622	21
Pawr	0.0799999999999999	0.28	0.0799999999999999	0.82	0.54	-6644.758	-6641.242	-6603.4233	-6680.585	0.0	15.559533	-8.777485560061843	0.4448297529013532	0.8327179778472025	2932
Fgf2os	0.37	0.41	0.37	0.45	1.0	-371.699	-368.24353	-369.23053	-371.21823	0.0	-0.20879745	-13.629031630310779	2.4358503288589426	0.020448736154501563	72
Dmd	0.47	0.31	0.31	0.55	1.0	-10067.953	-9795.999	-10009.73	-9823.789	0.0	-106.0391	-7.519040521491026	1.9913045442011494	0.9843794376597558	3466
Tsga10	0.49	0.38	0.38	0.5	1.0	-2372.3035	-2343.7776	-2357.653	-2354.3723	0.0	-7.7874002	-10.989836433753744	5.567359307383915	0.22522010792388525	793
Rerg	0.37	0.47	0.37	0.55	1.0	-9.4224205	-9.3298435	-9.325796	-9.352308	0.0	-0.030449353	-17.89793319886038	2.9969868868006078	0.00028401022436807724	1
Nthl1	0.27	0.37	0.27	0.62	1.0	-2155.549	-2118.3535	-2133.8699	-2141.3257	0.0	-6.1771393	-11.096010619540326	0.3170949866209991	0.2172678216415791	765
Rarres1	0.45	0.48	0.45	0.51	1.0	-1393.6262	-1363.373	-1379.8264	-1368.623	0.0	-10.85874	-11.849184831780303	3.928901345875733	0.09997159897756319	352
Rbm44	0.06	0.2	0.06	0.76	0.72	-258.24634	-256.38718	-256.87018	-258.00726	0.0	-0.103828825	-14.120735466518326	0.48362054053239856	0.012780460096563476	45
Pcnx3	0.43	0.45	0.43	0.57	1.0	-1970.891	-1951.9792	-1970.8684	-1952.4824	0.0	-7.99474	-11.217200890896674	1.9288617370369172	0.19483101391650098	686
Trappc4	0.4599999999999999	0.4499999999999999	0.4499999999999999	0.66	1.0	-3960.9023	-3910.343	-3946.687	-3921.4116	0.0	-17.150602	-9.986880289668703	4.324533432103414	0.525702925305311	1851
