gene	log_min	log_max
Gap43	-18.510942	-15.057065
Hdlbp	-10.2209015	-6.7670236
Cox20	-11.02405	-7.570172
Tmem205	-11.680069	-8.226191
Ift122	-13.53421	-10.080332
Fam13c	-10.535207	-7.081329
Eid1	-10.244393	-6.7905154
Malt1	-13.21013	-9.756251
Iqgap1	-9.903544	-6.4496665
Gm44946	-16.159569	-12.70569
Gm46633	-17.25818	-13.804302
Hnrnpll	-12.393949	-8.94007
Hk3	-18.510942	-15.057065
Helb	-13.39295	-9.939072
Ccdc152	-15.045208	-11.59133
Got1	-13.605669	-10.151791
Vmn1r90	-19.20409	-15.750213
Phkg1	-12.292343	-8.838465
Ankrd10	-11.739581	-8.285703
Mcmdc2	-16.313719	-12.85984
Serpinb6b	-11.333161	-7.8792834
Msmp	-19.20409	-15.750213
Rmrp	-15.029703	-11.575825
Xlr4a	-17.12465	-13.670771
Wdr13	-12.439052	-8.985173
Sord	-12.352906	-8.899028
Gm42699	-16.431501	-12.977624
Pawr	-10.668076	-7.2141976
Fgf2os	-15.196757	-11.742879
Dmd	-9.322133	-5.868255
Tsga10	-12.514491	-9.060613
Rerg	-19.20409	-15.750213
Nthl1	-12.888733	-9.4348545
Rarres1	-13.212626	-9.758748
Rbm44	-14.4505005	-10.996622
Pcnx3	-12.987485	-9.533607
Trappc4	-11.71133	-8.257452
Gm34829	-14.424967	-10.971088
Olfr172	-17.41233	-13.958453
Mtcp1	-14.367809	-10.913931
Rrp9	-12.967721	-9.513843
Tert	-16.901505	-13.447627
Kat14	-13.408033	-9.954155
Col6a2	-10.48363	-7.0297523
4930483P17Rik	-18.510942	-15.057065
Sars	-11.471722	-8.017843
Tsc22d3	-12.229611	-8.775733
Chd8	-11.575573	-8.121695
Gm17399	-18.510942	-15.057065
Map3k19	-16.806194	-13.352317
Cep104	-12.771151	-9.317272
Dbt	-12.060473	-8.606595
Chchd5	-13.059905	-9.606027
4930581F22Rik	-13.576469	-10.122591
Sox5it	-18.105478	-14.651601
Ric8b	-12.934995	-9.481116
Orc2	-12.593394	-9.139516
Zfp385b	-16.159569	-12.70569
Hist1h2bh	-15.871886	-12.418008
Ppp4r1	-12.954116	-9.500237
1700047M11Rik	-18.105478	-14.651601
Dazap1	-11.896889	-8.44301
Gm47767	-14.1868105	-10.732932
C1galt1	-12.123222	-8.669344
Gm11808	-12.498451	-9.044573
Racgap1	-16.719183	-13.2653055
Ska1	-19.20409	-15.750213
Aktip	-11.464731	-8.010853
Dact1	-13.694702	-10.240824
Gm50336	-18.105478	-14.651601
Pik3r1	-10.682109	-7.228231
Abhd6	-13.149652	-9.695773
Zfp993	-15.738355	-12.284476
Tnpo1	-11.768653	-8.3147745
Pigo	-14.969984	-11.516106
Csrnp2	-14.704281	-11.250402
Marc2	-11.004352	-7.5504737
Nedd9	-11.313883	-7.860005
Dhrs9	-17.817795	-14.363917
Art3	-11.618302	-8.164424
Rab5b	-11.527154	-8.073276
S1pr5	-19.20409	-15.750213
Klhl15	-13.647263	-10.193384
Pros1	-11.858726	-8.404847
Nat2	-14.704281	-11.250402
3010003L21Rik	-15.252847	-11.798968
Gm29237	-17.006866	-13.552988
Mrpl53	-11.355547	-7.901669
Wdr59	-14.033607	-10.579728
Gm19792	-18.105478	-14.651601
Gm21269	-17.817795	-14.363917
F2rl1	-17.006866	-13.552988
Cdo1	-10.735248	-7.2813697
Fam25c	-15.093217	-11.6393385
Gm20743	-18.510942	-15.057065
Mamstr	-14.503611	-11.049732
Lrrn2	-17.817795	-14.363917
Slc38a10	-12.014169	-8.56029
Gm37637	-17.25818	-13.804302
Gm33280	-18.105478	-14.651601
Skil	-10.746435	-7.2925572
Ttc25	-17.817795	-14.363917
Fnbp1l	-12.722513	-9.268635
Cntd1	-17.12465	-13.670771
Zdhhc20	-11.8503685	-8.39649
Gm15706	-14.58897	-11.135092
Sdf2l1	-13.628141	-10.174263
Gm49970	-16.313719	-12.85984
Yif1b	-11.373665	-7.919787
Ecsit	-12.636013	-9.182135
Gm11008	-17.25818	-13.804302
Taf6l	-14.375777	-10.921899
Slc35f6	-13.448349	-9.994471
Rp9	-10.867701	-7.4138227
Znhit1	-11.578983	-8.125105
Smo	-12.095846	-8.641968
Haus4	-13.783556	-10.329678
Tyw1	-13.0492325	-9.595354
Ogg1	-14.0624275	-10.608549
Cep97	-13.4389	-9.985022
Ccnd3	-11.20542	-7.7515416
Ddx21	-11.920643	-8.466764
Gm44190	-16.431501	-12.977624
Usp45	-12.507056	-9.053178
Kif19a	-19.20409	-15.750213
Bcl7b	-11.366931	-7.913053
Dtl	-16.313719	-12.85984
Scn7a	-16.49604	-13.042162
Polr3b	-14.011134	-10.557256
Rnf187	-10.726262	-7.272384
Gfra1	-18.105478	-14.651601
Ttll7	-10.87927	-7.4253917
Zfp114	-14.512743	-11.058865
Zfp7	-14.941411	-11.487533
Impa1	-11.23197	-7.778092
Zfp740	-12.566833	-9.112954
Tpbg	-16.113049	-12.65917
Rrp8	-12.004413	-8.550534
Trappc5	-12.0692	-8.615321
Rtel1	-14.18021	-10.726332
Plin2	-12.457679	-9.0038
Smagp	-17.41233	-13.958453
Tfdp1	-12.886926	-9.433047
Rdh5	-12.987485	-9.533607
Nacad	-12.540958	-9.08708
Procr	-18.105478	-14.651601
Zfyve21	-11.606193	-8.152314
Krt79	-16.313719	-12.85984
Irx3os	-19.20409	-15.750213
Gm48242	-19.20409	-15.750213
Mrps14	-10.705062	-7.251184
Mrps6	-11.66666	-8.212782
Gm20463	-18.105478	-14.651601
Nrxn3	-19.20409	-15.750213
Shkbp1	-13.715153	-10.261274
Mapk12	-14.969984	-11.516106
Calhm4	-19.20409	-15.750213
Ppp4r4	-15.871886	-12.418008
Hivep2	-11.600692	-8.146813
2410022M11Rik	-13.706923	-10.253044
Usp43	-19.20409	-15.750213
Sorbs1	-11.637779	-8.183901
Lrrc7	-15.272265	-11.818387
3110006O06Rik	-17.817795	-14.363917
C9orf72	-13.26392	-9.810041
Mast2	-12.317559	-8.863681
Hist1h4c	-14.569362	-11.115483
Vps35	-11.050165	-7.5962873
Prdx1	-9.612646	-6.158768
Wasf1	-15.126554	-11.672675
Trmt44	-13.690662	-10.236784
Gm26682	-16.639141	-13.185263
Adap2	-18.105478	-14.651601
Paqr6	-12.724046	-9.270167
Plec	-10.8579235	-7.4040456
Chtop	-11.467347	-8.013469
Hcar1	-16.806194	-13.352317
Lrrc61	-14.715454	-11.261576
Btbd3	-12.758371	-9.304493
Tyms	-13.666757	-10.212878
Rbpms2	-10.691307	-7.237429
Hoxc10	-11.307166	-7.853288
Cyp1b1	-12.45299	-8.999111
Pcgf5	-10.793815	-7.3399367
Gm10432	-16.208359	-12.75448
A630072M18Rik	-14.022307	-10.568429
Gm31462	-17.594652	-14.140775
Trim32	-13.077222	-9.623343
Zfp607a	-14.476703	-11.022824
Insyn2a	-18.510942	-15.057065
Atg4b	-12.60286	-9.148982
Gm49886	-16.719183	-13.2653055
Mkrn2os	-18.105478	-14.651601
Polr3h	-12.792273	-9.338394
Psmc3	-10.472916	-7.0190377
Zfp873	-14.359903	-10.906025
Irf2bp1	-12.366758	-8.91288
Rhbdd1	-13.290587	-9.836709
Ibtk	-12.319604	-8.8657255
Clca3a1	-19.20409	-15.750213
5330438D12Rik	-14.416599	-10.962721
Camta1	-11.258535	-7.8046575
Tmem259	-11.761598	-8.307719
Ddx51	-13.876215	-10.422337
Entr1	-12.73484	-9.280962
Gm35065	-19.20409	-15.750213
Adgrb1	-17.594652	-14.140775
Gm43387	-15.836795	-12.382916
Ackr2	-19.20409	-15.750213
Ankrd13a	-12.59609	-9.142212
Ppp2r5a	-11.059992	-7.606114
Plcxd3	-12.908825	-9.4549465
Lix1	-15.945994	-12.492116
Zfp280c	-13.558644	-10.104766
1190005I06Rik	-10.427615	-6.9737372
