gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.23	0.44	0.23	0.49	1.0	-17.672667	-17.66809	-17.616848	-17.548422	0.0	-0.05395878	-16.89190892526094	3.1714130199386625	0.00035855145213338117	1
Hdlbp	0.39	0.43	0.39	0.55	1.0	-5667.279	-5488.7266	-5647.941	-5512.1416	0.0	-67.37523	-8.514559358436122	4.791371991158277	0.8694872714234493	2425
Cox20	0.43	0.23	0.23	0.63	1.0	-4114.617	-4075.9421	-4104.872	-4082.4656	0.0	-13.963267	-9.330078690096526	2.310794728058325	0.6844747221226246	1909
Tmem205	0.2199999999999999	0.45	0.2199999999999999	0.56	1.0	-2962.36	-2955.726	-2960.0356	-2959.4395	0.0	-1.268424	-9.961834642539213	0.3767828814994232	0.4718537110075296	1316
Ift122	0.36	0.28	0.28	0.61	1.0	-945.661	-940.6965	-943.8211	-942.99207	0.0	-1.1591082	-11.855210806739173	5.527894060812336	0.09394048045894586	262
Fam13c	0.36	0.24	0.24	0.57	1.0	-4998.0234	-4934.772	-4967.2124	-4958.0483	0.0	-17.360964	-8.84119478432737	5.328821758682813	0.7988526353531732	2228
Eid1	0.4	0.32	0.32	0.6	1.0	-5565.2896	-5447.673	-5523.7256	-5490.9854	0.0	-32.269905	-8.526801763064885	1.973639128110305	0.882395123700251	2461
Malt1	0.4	0.42	0.4	0.63	1.0	-1198.6208	-1182.1783	-1192.5043	-1189.5986	0.0	-3.918299	-11.560782112047441	3.963405402954301	0.11509501613481535	321
Iqgap1	0.3	0.4	0.3	0.57	1.0	-6284.171	-6243.718	-6273.6123	-6254.3003	0.0	-12.972639	-8.218378999500121	2.57000146106005	0.9193259232699893	2564
Gm44946	0.25	0.1899999999999999	0.1899999999999999	0.49	1.0	-124.35249	-124.112755	-124.72011	-123.2877	0.0	-0.46243522	-14.759256732705014	5.347469770626787	0.006812477590534241	19
Gm46633	0.19	0.48	0.19	0.68	0.9599999999999996	-49.229767	-49.34556	-48.93017	-49.568336	1.0	0.14703892	-15.75425446213151	3.0261468200996013	0.002509860164933668	7
Hnrnpll	0.5	0.37	0.37	0.67	0.9899999999999998	-2034.116	-2007.2854	-2025.6667	-2012.7112	0.0	-9.2959795	-10.698334662255606	4.554456495387381	0.2631767658659018	734
Hk3	0.4499999999999999	0.48	0.4499999999999999	0.58	1.0	-16.817455	-17.02691	-17.253338	-16.50823	0.0	-0.13429475	-16.897578569951676	0.6799965869064764	0.0007171029042667623	2
