pathway,num_genes,member_genes,max_lrt,peak_bin,circ_mean_hour,circ_std_hour,peak_hour
REACTOME_CHOLESTEROL_BIOSYNTHESIS,6,Msmo1;Idi1;Sqle;Hmgcs1;Pmvk;Mvd,12.0,9,19.07560876485839,0.3636268231467313,19.0
REACTOME_METABOLISM_OF_STEROIDS,7,Msmo1;Idi1;Sqle;Hmgcs1;Stard3;Pmvk;Mvd,10.285714285714286,9,18.64665954057585,2.9524959894490657,19.0
REACTOME_METABOLISM_OF_CARBOHYDRATES,6,Vcan;Ogn;Ust;Ubc;Acan;Ndst3,6.0,8,17.769017237453983,3.9518465320203706,17.0
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,6,Wnt5a;Rspo3;Ubc;Leo1;Sost;Fzd4,6.0,11,18.623048446377464,7.68596223797087,23.0
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,7,Dbp;Bhlhe41;Arntl;Bhlhe40;Clock;Klf15;Npas2,5.142857142857143,0,7.336973697616973,5.785570361607637,1.0
REACTOME_NEUTROPHIL_DEGRANULATION,7,Enpp4;Hebp2;Cmtm6;Stbd1;Tlr2;Pdxk;Lrg1,5.142857142857143,5,11.231012086413552,4.248829962018582,11.0
REACTOME_SIGNALING_BY_WNT,8,Wnt16;Pfn1;Wnt5a;Rspo3;Ubc;Leo1;Sost;Fzd4,4.5,11,2.535118371533165,8.625353876482588,23.0
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,8,Hmgcs1;Nr1d1;Arntl;Clock;Rgl1;Tnfrsf21;Ankrd1;Npas2,4.5,0,22.22508098837492,5.917481191053283,1.0
REACTOME_APOPTOSIS,6,Fas;Dapk2;Stk26;Nmt1;Ubc;Dapk1,4.0,0,22.43671204955041,4.146479729720646,1.0
REACTOME_MUSCLE_CONTRACTION,9,Camk2b;Actn2;Tnni3;Atp1b1;Casq1;Cacnb2;Kcnd3;Tcap;Asph,4.0,4,5.912788839609327,4.504395179893971,9.0
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,6,Gabra3;Camk2b;Actn2;Adcy7;Grip2;Akap5,4.0,10,22.776274172490844,4.066665312632634,21.0
REACTOME_CIRCADIAN_CLOCK,12,Dbp;Bhlhe41;Nr1d1;Per2;Arntl;Bhlhe40;Clock;Ubc;Klf15;Nfil3;Npas2;Per1,4.0,5,8.33773323578322,7.030360120839811,11.0
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,6,Slc4a8;Slc6a6;Slc24a4;Slc16a1;Slc50a1;Slc22a4,4.0,5,12.274748530327352,3.7649712158856428,11.0
REACTOME_ION_CHANNEL_TRANSPORT,6,Camk2b;Atp1b1;Casq1;Ubc;Tsc22d3;Asph,4.0,1,6.55671611874876,5.265319210080346,3.0
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,6,Ptgs2;Mthfd1;Mthfd1l;Gsto1;Pdxk;Mthfr,4.0,6,14.98993012202341,4.617699626756961,13.0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,6,Eln;Scube3;Adamts1;Mmp14;Acan;Adamts9,4.0,8,20.478937384777282,6.087503807117853,17.0
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,10,Hspa5;Asb2;Zbtb16;Tlr2;Asb10;Ubc;Lonrf1;Asb5;Spsb1;Fbxl22,3.6,5,8.093847268941136,7.765833516041734,11.0
REACTOME_SIGNALING_BY_INTERLEUKINS,10,Ptgs2;Ptprz1;Cdkn1a;Il33;Gsto1;Pdcd4;Ubc;Hsp90b1;Il16;Peli1,3.6,5,10.732707192524066,7.525796973910925,11.0
REACTOME_NEDDYLATION,7,Asb2;Zbtb16;Asb10;Ubc;Asb5;Spsb1;Fbxl22,3.4285714285714284,0,5.749454740799469,5.917901797236095,1.0
REACTOME_PROGRAMMED_CELL_DEATH,7,Fas;Dapk2;Stk26;Nmt1;Ubc;Dapk1;Peli1,3.4285714285714284,0,22.006438184009948,5.610559527316342,1.0
REACTOME_CARDIAC_CONDUCTION,7,Camk2b;Tnni3;Atp1b1;Casq1;Cacnb2;Kcnd3;Asph,3.4285714285714284,1,5.959503820924779,3.6726566738939797,3.0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,7,Camk2b;Fgfr2;Actn2;Cdc14a;Pdgfb;Rgl1;Ubc,3.4285714285714284,10,22.98213960892169,6.68695956148728,21.0
REACTOME_RHOA_GTPASE_CYCLE,7,Anln;Ngef;Stbd1;Plekhg3;Fam13a;Net1;Maco1,3.4285714285714284,6,13.866651344103213,5.064414246630436,13.0
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,8,Asb2;Zbtb16;Asb10;Ubc;Lonrf1;Asb5;Spsb1;Fbxl22,3.0,0,7.4726076026672175,6.985012701660995,1.0
REACTOME_RAC1_GTPASE_CYCLE,8,Ngef;Fermt2;Dock8;Wasf1;Plekhg3;Dock10;Fam13a;Dock5,3.0,6,15.269835557841523,4.778630234951152,13.0
REACTOME_RHO_GTPASE_CYCLE,20,Anln;Ngef;Rhobtb1;Fermt2;Dock8;Wasf1;Steap3;Rnd3;Stbd1;Plekhg3;Dock10;Fam13a;Gfod1;Dock5;Dst;Rhoc;Ckb;Stip1;Net1;Maco1,3.0,7,16.280962002375205,5.765609661566109,15.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,8,Fas;Rgcc;Steap3;Cdkn1a;Rpa1;Pip4k2a;Ubc;Banp,3.0,11,20.021284986704032,5.746270240415637,23.0
REACTOME_BIOLOGICAL_OXIDATIONS,8,Fmo3;Fmo1;Fmo2;Cyp1b1;Ephx1;Gsto1;Oplah;Gstt1,3.0,7,15.961885652484757,3.0318929780561925,15.0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,8,Ptgs2;Mthfd1;Mthfd1l;Ldlr;Gsto1;Pdxk;Lpl;Mthfr,3.0,6,16.073673167807925,4.164357983783725,13.0
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,9,Gabra3;Camk2b;Actn2;Adcy7;Glul;Ppfia4;Grip2;Cacnb2;Akap5,2.6666666666666665,0,23.912856790337507,5.63129605120027,1.0
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,9,Cd9;Hspa5;Actn2;Tgfb2;Pdgfb;Pfn1;Manf;Tagln2;Vegfd,2.6666666666666665,3,23.713430686743138,6.927722849149166,7.0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,9,Camk2b;Fgfr2;Mecom;Pdgfb;Adcy7;Cdkn1a;Il33;Pip4k2a;Ubc,2.6666666666666665,7,20.64378589804766,6.183292092418106,15.0
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,9,Cd9;Hspa5;Actn2;Tgfb2;Pdgfb;Pfn1;Manf;Tagln2;Vegfd,2.6666666666666665,3,23.713430686743138,6.927722849149166,7.0
