gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.49	0.43	0.43	0.68	0.9599999999999996	-9.226776	-9.299196	-9.157232	-9.388652	1.0	0.070301734	-18.142509706629973	4.861659623411695	0.0001889287738522577	1
Hdlbp	0.27	0.42	0.27	0.47	1.0	-10000.835	-9910.291	-9952.002	-9967.944	0.0	-14.284217	-8.635939748566553	5.859496760262388	0.8361987530700926	4426
Cox20	0.48	0.34	0.34	0.75	0.75	-7823.5483	-7613.7734	-7765.4307	-7647.6797	0.0	-76.378784	-9.301855691641777	1.2971466136512797	0.6725864349140374	3560
Tmem205	0.3299999999999999	0.27	0.27	0.59	1.0	-5565.6475	-5520.5	-5555.222	-5537.974	0.0	-12.018378	-9.998654632829354	5.421133170527053	0.4528622709238617	2397
Ift122	0.2199999999999999	0.43	0.2199999999999999	0.56	1.0	-1794.5859	-1776.4528	-1787.9797	-1783.3119	0.0	-4.896257	-11.828650353489813	6.049269477201981	0.0933308142830153	494
Serpina3g	0.42	0.32	0.32	0.56	1.0	-8.843129	-9.346687	-8.881404	-9.14337	0.9239914	0.1303928	-18.147722466498053	1.4550017717875487	0.0001889287738522577	1
Fam13c	0.16	0.12	0.12	0.67	0.9899999999999998	-9047.422	-8973.25	-8941.014	-9072.825	0.0	11.032521	-8.971928217772922	5.543938083002615	0.7513697336104289	3977
Eid1	0.49	0.22	0.22	0.59	1.0	-10010.371	-9906.787	-9961.044	-9951.138	0.0	-25.724737	-8.585605616069781	1.3736282677103917	0.860003778575477	4552
Malt1	0.36	0.41	0.36	0.47	1.0	-1982.9714	-1971.6364	-1979.5457	-1974.6133	0.0	-3.6299002	-11.740524871732392	3.385642047150714	0.09522010202153788	504
Iqgap1	0.4499999999999999	0.37	0.37	0.64	1.0	-11462.332	-11351.379	-11383.95	-11431.823	0.0	-13.249799	-8.318424994526712	0.8329397947486754	0.890043453617986	4711
Gm44946	0.28	0.4	0.28	0.55	1.0	-149.54361	-144.75836	-147.14229	-145.72021	0.0	-1.6604792	-15.170094294840466	3.409882809569993	0.0041564330247496695	22
Pard6b	0.46	0.37	0.37	0.58	1.0	-9.798582	-9.7226925	-9.554445	-9.859267	0.0	0.02635523	-18.20254932287427	4.905631250762472	0.0001889287738522577	1
Gm46633	0.25	0.49	0.25	0.52	1.0	-120.02472	-118.34617	-120.22915	-118.48269	0.0	-0.66969526	-15.53807046404205	6.131157203801125	0.0028339316077838654	15
Hnrnpll	0.41	0.27	0.27	0.58	1.0	-3858.7258	-3813.959	-3844.64	-3824.7844	0.0	-14.740565	-10.665710880528678	4.438956350276485	0.2662006423578311	1409
Hk3	0.37	0.45	0.37	0.53	1.0	-8.8738	-9.156957	-8.783923	-9.190172	1.0	0.13739857	-18.18983595770062	3.09615864951759	0.0001889287738522577	1
Helb	0.5	0.47	0.47	0.56	1.0	-1804.6549	-1788.9711	-1803.1683	-1791.1621	0.0	-5.8598475	-11.832653360325885	5.975157983628656	0.09427545815227659	499
Ccdc152	0.4499999999999999	0.4	0.4	0.58	1.0	-951.6672	-941.134	-951.5348	-941.7617	0.0	-4.301885	-12.790174440318538	2.269171545530706	0.03948611373512186	209
Got1	0.33	0.18	0.18	0.6	1.0	-1519.8356	-1507.4011	-1517.6641	-1509.8234	0.0	-4.348246	-12.122253275267347	4.053256859638683	0.07689401095786888	407
Vmn1r90	0.35	0.3399999999999999	0.3399999999999999	0.62	1.0	-42.734108	-41.429432	-42.349174	-41.872032	0.0	-0.37439477	-16.72807753208208	3.737021861680778	0.0009446438692612885	5
Phkg1	0.45	0.27	0.27	0.69	0.93	-4152.162	-4126.037	-4127.079	-4155.0464	0.0	1.2526257	-10.56894709632871	4.6561887359337035	0.27848101265822783	1474
