gene,acrophase_hour,acrophase_rad,bf_log10,expected_mesor
Mafb,4.27,1.1181,7.32,-11.3032
Magt1,20.71,5.421,46.63,-10.0677
Mamdc2,14.97,3.9188,4.97,-11.7182
Maml3,8.5,2.2247,28.02,-12.2312
Manba,11.76,3.0777,8.06,-11.3345
Manf,19.39,5.0768,456.81,-8.9234
Map1a,0.27,0.0704,326.69,-8.9418
Map3k6,13.1,3.43,9.61,-12.0484
Map7d2,14.53,3.8042,4.18,-10.5208
Mapk12,10.95,2.8656,13.78,-12.5598
Mapkapk3,13.23,3.4635,21.54,-13.579
Mapre2,14.89,3.8979,107.27,-9.8789
March5,12.7,3.3247,13.12,-9.4682
Marcksl1,5.19,1.359,7.57,-12.5688
Mast4,0.93,0.2443,146.11,-9.1243
Mcm5,14.05,3.6785,4.06,-13.2837
Mcoln1,16.86,4.4141,5.93,-11.8042
Mdc1,21.77,5.6996,2.2,-11.6423
Mdk,7.31,1.9134,9.13,-11.7014
Mdn1,23.87,6.2491,3.67,-11.2961
Mecom,18.94,4.9577,82.14,-9.6131
Mettl24,14.72,3.8544,28.22,-10.263
Mettl7a1,14.55,3.8082,121.53,-10.2148
Mfsd10,10.23,2.6783,46.4,-10.267
Mgp,15.68,4.1046,2350.48,-4.6762
Mid1,16.92,4.4302,8.93,-12.1669
Mirg,14.35,3.7564,6.5,-13.3595
Mitd1,0.04,0.0106,9.37,-10.7726
Mknk2,13.22,3.4598,396.64,-9.976
Mlf1,12.23,3.2011,111.16,-11.5912
Mmab,19.4,5.0787,6.15,-12.3802
Mmp14,2.4,0.6278,17.82,-10.6739
Mmp15,17.6,4.6083,7.14,-13.0689
Mob1b,6.26,1.6386,7.06,-10.3876
Mpc1,13.94,3.6486,319.33,-8.2333
Mpp2,15.08,3.948,32.68,-11.6846
Mpp6,18.5,4.8441,8.26,-10.1613
Mpzl1,5.5,1.4402,8.85,-11.4948
Mri1,9.24,2.4188,30.04,-11.126
Mrnip,7.88,2.0636,4.8,-13.3885
Mrpl27,11.57,3.0302,5.18,-9.82
Mrpl43,10.54,2.7584,12.14,-9.7399
Mrps26,10.27,2.6892,6.76,-10.0388
Mrps6,20.11,5.2653,43.78,-9.9128
Mrtfb,14.79,3.8711,15.5,-10.7983
Msmo1,19.84,5.1938,201.77,-10.0812
Mt1,11.44,2.9951,1931.15,-7.1936
Mt2,10.1,2.6453,484.41,-9.2834
Mthfd1,1.76,0.46,2.31,-10.9101
Mthfd1l,14.0,3.6639,261.41,-12.8731
Mthfd2,22.29,5.836,26.34,-11.1055
Mthfr,19.75,5.1699,32.55,-11.6124
Mturn,19.38,5.0749,13.39,-11.5759
Mvd,20.09,5.2594,14.94,-12.4695
Myadml2,4.8,1.2568,6.48,-13.4474
Myc,3.51,0.9182,2.76,-13.2909
Myef2,20.78,5.441,16.47,-10.622
Myh10,1.28,0.334,106.7,-7.8165
Mylk4,15.9,4.1615,750.59,-7.8764
Myo10,1.46,0.3822,14.73,-11.3711
Myoz2,14.9,3.9014,245.52,-10.0317
Naa20,12.33,3.2279,18.11,-10.0038
Naa60,15.39,4.0304,73.42,-11.0095
Nabp1,1.91,0.5013,57.23,-11.0081
Nampt,13.76,3.6017,21.36,-10.0864
Nanp,14.38,3.7641,40.98,-11.7798
Nav2,2.76,0.7218,183.39,-9.4956
Ncald,6.73,1.7617,72.49,-10.0885
Nceh1,8.66,2.2666,12.61,-12.0981
Ndfip1,12.35,3.2328,138.75,-8.6183
Ndp,12.32,3.2243,21.67,-12.7296
Ndrg1,20.5,5.3664,90.56,-9.819
Ndrg4,11.03,2.8874,5.1,-11.2274
Ndst3,15.89,4.159,18.05,-12.304
Ndufaf8,2.82,0.7392,11.57,-9.4137
Ndufv3,2.57,0.6733,116.62,-8.2558
Necap2,11.4,2.9848,20.43,-11.0726
Net1,13.73,3.5954,562.56,-8.5245
Neu2,15.79,4.1325,4.58,-13.4559
Nexn,23.2,6.0726,242.05,-7.6187
Nfatc1,10.26,2.6852,3.26,-11.4826
Nfil3,23.19,6.0714,1852.34,-10.082
Nfkbia,10.78,2.821,307.95,-9.0602
Ngef,11.06,2.8961,45.11,-11.0602
Nipal4,1.95,0.5101,2.81,-13.639
Nkx6-1,22.44,5.8753,78.68,-11.2674
Nmnat2,15.31,4.0074,3.71,-13.5515
Nmt1,17.3,4.5281,59.79,-9.1409
Nol3,7.92,2.0745,10.78,-12.7477
Notch3,16.71,4.3754,10.31,-10.539
Nox4,15.58,4.0788,125.69,-8.0409
Npas2,2.01,0.5254,704.85,-12.0419
Npas4,23.77,6.2241,3.64,-12.227
Npr3,18.36,4.8061,61.41,-10.9417
Nptn,14.99,3.9242,64.79,-8.1462
Npy1r,14.41,3.7729,185.56,-8.8891
Nqo1,13.27,3.4745,28.23,-10.8333
Nr1d1,8.38,2.1926,4449.64,-10.3352
Nr1d2,10.49,2.7451,2369.56,-10.3821
Nr4a1,4.68,1.2244,535.05,-8.6445
Nrgn,15.13,3.9602,47.4,-10.9095
Nrn1,11.92,3.1197,6.04,-13.1694
Nrp1,16.41,4.2959,15.85,-10.3939
Nt5c,14.51,3.7983,6.79,-9.8851
Ntn4,18.19,4.7626,25.79,-10.7323
Ntrk3,0.42,0.1108,74.13,-9.2198
Nudt10,12.31,3.223,7.73,-13.2552
Nudt4,9.53,2.4958,114.11,-7.6382
Nutf2-ps1,14.05,3.6789,24.7,-12.9925
Nxph3,4.85,1.2707,3.94,-13.5181
Ogn,22.84,5.9791,222.48,-6.6691
Olfml2a,6.81,1.783,13.5,-11.1381
Olfr1033,20.23,5.2971,4.53,-9.0692
Olfr1034,7.5,1.9634,54.49,-11.0695
Olfr224,13.43,3.5153,37.3,-11.2507
Oplah,16.07,4.2064,26.55,-11.9041
Osbpl3,1.31,0.3436,23.46,-9.4403
P2rx5,15.64,4.0951,14.86,-10.9801
Pacsin2,18.7,4.8952,9.98,-9.4926
Pakap,4.2,1.0999,4.76,-13.0005
Palld,20.75,5.4323,163.03,-8.7299
Papss2,11.37,2.9765,4.75,-11.8844
Parl,11.33,2.9669,25.1,-10.1437
Pawr,0.8,0.2103,185.45,-9.091
Pclo,23.06,6.0361,10.59,-12.8554
Pcyt2,19.76,5.173,27.78,-10.9832
Pdcd10,11.87,3.1086,29.47,-8.9331
Pdcd4,8.74,2.2884,8.55,-9.8561
Pde3a,4.77,1.2499,14.93,-8.3744
Pde4b,2.51,0.6573,87.1,-10.1849
Pdgfb,7.42,1.9413,97.63,-12.5038
Pdgfc,12.76,3.3394,38.07,-10.7969
Pdia5,18.4,4.8177,25.37,-11.4746
Pdia6,21.38,5.5978,137.35,-8.96
Pdk4,11.99,3.1394,130.49,-11.8091
Pdlim4,1.28,0.334,48.74,-9.0755
Pdxk,16.13,4.2236,71.84,-11.0643
Pdzd2,1.69,0.4413,136.21,-10.4201
Peli1,11.47,3.0031,141.94,-9.7897
Per1,11.34,2.9699,581.16,-10.8216
Per2,14.71,3.8502,689.18,-10.5302
Per3,13.52,3.5386,2254.74,-10.6668
Perp,13.07,3.4225,56.67,-9.5964
Pex11a,7.63,1.9974,3.02,-12.7336
Pf4,15.95,4.1756,28.84,-13.6935
Pfn1,9.82,2.57,557.41,-7.1057
Pgam1,12.63,3.3054,11.63,-8.8455
Pgm2l1,14.72,3.8525,26.6,-11.745
Phactr3,9.41,2.4632,23.35,-12.4843
Phf19,15.72,4.1147,14.16,-13.2167
Phgdh,14.35,3.7556,28.35,-11.0252
Pianp,9.46,2.4776,5.55,-13.5023
Piezo2,11.11,2.9096,10.93,-12.2914
Pik3ip1,11.98,3.1376,134.97,-10.5637
Pik3r1,19.73,5.1653,14.05,-9.4589
Pik3r3,2.43,0.635,19.76,-11.4664
Pim1,1.38,0.3625,7.59,-11.6081
Pim3,9.56,2.5018,115.25,-10.722
Pip4k2a,19.76,5.1726,24.09,-10.5134
Pir,14.27,3.7351,30.69,-12.2517
Pitpnm2,14.41,3.7732,93.76,-10.3068
Pkd1,15.67,4.1017,39.03,-8.5956
Pkdcc,22.43,5.8726,156.71,-8.7175
Pkig,11.87,3.1083,197.87,-9.0645
Pknox1,22.98,6.0163,3.53,-11.2273
Plat,12.25,3.2058,35.78,-10.2722
Plcb1,18.33,4.8001,51.44,-9.8898
Plcl1,18.09,4.7353,28.69,-10.681
Plekhg3,0.84,0.2193,30.41,-9.392
Plk2,4.18,1.0954,16.95,-12.1019
Plk3,3.31,0.8657,13.91,-12.2804
Plvap,3.11,0.8143,125.74,-11.4
Plxnd1,1.52,0.397,3.89,-11.5846
Pmvk,19.07,4.9915,21.99,-10.255
Pnpla2,11.09,2.9025,37.09,-9.7819
Podn,17.9,4.6857,7.71,-12.7645
Polr3h,11.87,3.1064,21.7,-11.3262
Ppef1,17.98,4.7064,140.73,-10.4714
Ppfia4,7.62,1.9962,2.76,-12.812
Ppp1r10,1.55,0.407,6.11,-9.6028
Ppp1r15a,2.16,0.5663,39.42,-9.5982
Ppp1r1b,10.92,2.8589,28.81,-12.1812
Ppp1r36,10.12,2.6488,8.13,-11.9474
Ppp1r3b,20.95,5.4857,212.16,-11.0908
Pqlc3,11.91,3.1186,26.59,-11.7957
Prc1,16.12,4.2199,14.05,-13.4681
Prdm16,0.97,0.2539,78.43,-9.6001
Prdm16os,22.74,5.9523,56.96,-10.386
Prdm6,23.36,6.115,17.81,-9.4727
Prelid2,2.98,0.7802,46.19,-11.9923
Prex2,15.98,4.1845,103.53,-10.736
Prnp,18.13,4.7454,13.52,-9.8139
Proca1,21.87,5.7257,6.12,-12.7319
Prr15,14.77,3.8675,5.31,-11.4173
Prr7,8.33,2.1803,6.04,-12.7169
Prss12,6.61,1.7301,17.2,-12.4897
Psd,9.18,2.4043,2.95,-11.9047
Psmd9,11.07,2.8982,10.95,-10.6696
Ptgs2,12.3,3.2202,5.61,-10.5279
Pthlh,11.75,3.0769,3.15,-13.5555
Ptn,11.08,2.8999,5.32,-13.3228
Ptprf,20.23,5.297,6.8,-11.1407
Ptprm,14.78,3.8698,4.87,-10.9306
Ptprz1,22.94,6.0049,373.75,-8.548
Pusl1,9.44,2.471,35.26,-11.5559
Pxmp2,14.31,3.7462,4.63,-11.6036
R3hdm2,23.75,6.2182,9.47,-9.2964
Rab6b,18.02,4.7171,151.67,-10.9258
Ramac,12.1,3.1665,25.65,-9.57
Rapgef5,13.49,3.5325,126.4,-10.5101
Rara,5.68,1.4878,16.55,-11.672
Rarres1,15.26,3.9946,2.18,-11.6744
Rasd1,6.34,1.6594,22.63,-11.9534
Rasd2,11.98,3.1375,146.79,-13.0964
Rasl10b,16.59,4.3435,34.34,-12.2132
Rasl11a,0.02,0.0041,750.25,-9.7832
Rassf3,1.52,0.3968,577.07,-8.54
Rbbp4,14.94,3.9118,73.8,-9.2225
Rbm28,22.11,5.7886,41.06,-10.0963
Rbm3,10.8,2.8287,3012.81,-8.5223
Rbm44,2.72,0.7111,48.69,-13.342
Resf1,11.92,3.1211,236.01,-9.0957
Rfx2,5.77,1.5112,51.62,-11.5868
Rgcc,11.6,3.0363,286.59,-11.8352
Rgl1,16.31,4.2706,9.71,-12.3598
Rgs7bp,14.4,3.7699,116.28,-8.8201
Rhebl1,11.89,3.1134,29.7,-12.582
Rhobtb1,14.4,3.7711,523.81,-9.2265
Rhoc,5.33,1.3956,74.21,-8.1706
Rhou,12.98,3.3991,28.94,-11.4078
Rin3,16.46,4.31,35.91,-11.4206
Rmdn2,23.1,6.0465,3.23,-12.0476
Rmrp,3.49,0.9144,14.81,-12.8781
Rnaseh2b,12.96,3.3927,198.08,-11.3141
Rnaset2a,13.23,3.4637,53.0,-11.7482
Rnaset2b,13.85,3.6258,25.88,-11.6924
Rnd3,23.02,6.0261,1019.73,-8.6749
Rnf145,14.32,3.7502,62.36,-10.9983
Rnf152,12.94,3.3882,89.71,-11.6456
Rnpepl1,17.97,4.7037,10.5,-10.1229
Rpa1,15.52,4.0623,3.35,-10.9133
Rpa3,10.69,2.7979,14.3,-10.9614
Rpgrip1,15.7,4.109,24.87,-11.4628
Rps21,0.42,0.1092,149.91,-5.7636
Rrad,2.56,0.6696,500.17,-8.5462
Rsad1,9.36,2.4501,19.29,-12.6284
Rspo3,12.01,3.144,65.97,-11.1932
S100a7a,21.32,5.5813,9.28,-13.3509
Sacs,1.15,0.3018,48.41,-9.6743
Samd1,18.04,4.7218,4.33,-11.4201
Sat1,14.78,3.8686,175.28,-8.2156
Sbsn,9.89,2.589,8.06,-12.2036
Sc5d,20.61,5.3945,13.75,-10.8157
Scaf4,2.11,0.5512,3.41,-11.1054
Scarb2,17.13,4.4845,11.76,-9.2479
Scd2,21.98,5.7541,330.8,-9.72
Scn2b,17.75,4.6472,13.47,-13.2866
Scube3,0.5,0.132,3.43,-8.9448
Scx,2.95,0.7715,12.71,-10.8251
Sdcbp,13.07,3.4208,26.18,-8.8747
Sdf2l1,20.97,5.4887,174.02,-11.8459
Sec14l1,0.42,0.1099,21.46,-10.7614
Sel1l3,16.04,4.1998,8.66,-10.928
Selenbp1,14.43,3.7768,97.47,-10.2708
Sema5a,8.84,2.315,40.47,-9.0467
Serinc1,13.88,3.6326,2.5,-8.5191
Serinc3,15.27,3.9967,290.64,-8.1703
Serp2,7.74,2.0264,5.01,-12.0411
Serpine1,6.42,1.6814,126.77,-8.0083
Serpini1,15.17,3.9727,518.21,-9.3446
Sertad4,21.28,5.5703,3.99,-12.7872
Sfi1,17.58,4.6035,10.03,-11.802
Sfpq,19.46,5.0956,7.1,-9.1004
Sfrp2,9.42,2.4669,59.53,-8.7784
Sgk1,9.66,2.5293,60.29,-9.1209
Sh3pxd2a,0.86,0.2248,373.37,-8.7228
Sh3rf1,11.14,2.9172,2.82,-11.5851
Shd,8.81,2.3072,6.12,-12.8148
Sik1,5.56,1.4544,22.45,-12.1068
Sin3b,11.21,2.9354,25.73,-9.5127
Slc16a1,13.21,3.4582,9.42,-13.2018
Slc16a11,8.78,2.2999,18.81,-12.0732
Slc16a4,15.06,3.9419,2.45,-13.2088
Slc16a9,2.91,0.7622,27.13,-12.2085
Slc1a4,12.54,3.2822,14.64,-11.4588
Slc22a4,3.22,0.844,8.2,-13.6577
Slc24a4,15.18,3.9729,12.05,-13.0308
Slc25a14,11.83,3.0981,3.47,-11.8816
Slc25a17,12.1,3.1667,25.04,-10.312
Slc25a33,11.69,3.0603,253.03,-11.4751
Slc25a34,0.93,0.2437,357.24,-11.8083
Slc25a53,11.08,2.9014,4.36,-13.0258
Slc2a4,9.22,2.415,23.65,-11.5575
Slc38a1,3.12,0.8181,26.21,-10.3523
Slc46a3,15.41,4.0355,56.43,-13.3092
Slc4a8,15.5,4.0582,15.35,-11.9677
Slc50a1,11.11,2.9078,3.31,-9.6568
Slc6a6,11.51,3.0134,108.37,-9.413
Slc6a7,9.95,2.6053,7.01,-12.4778
Slc8a1,2.58,0.676,112.03,-9.7068
Slc8a3,10.45,2.735,17.9,-13.2739
Slc9a3r1,10.5,2.7499,9.27,-11.4622
Slco3a1,20.34,5.3253,43.77,-9.6558
Smad7,9.19,2.4063,28.75,-9.2659
Smarcd2,13.54,3.5449,2.33,-11.2109
Smc2,16.37,4.286,11.66,-11.3563
Smim10l1,16.19,4.2387,41.29,-9.0431
Smim27,23.24,6.0848,16.29,-9.2859
Smim3,10.56,2.7643,107.94,-12.1167
Smim5,9.17,2.4004,562.97,-9.8498
Smoc1,18.81,4.9255,19.42,-8.6593
Smpdl3b,14.96,3.917,148.94,-13.7471
Sncaip,22.48,5.8862,7.74,-11.3017
Sncg,13.21,3.4587,43.74,-9.7612
Snhg9,14.54,3.8055,44.51,-11.3937
Snorc,8.74,2.2878,6.14,-12.0411
Snrpn,12.9,3.3774,16.71,-10.6555
Snx18,23.38,6.1214,18.71,-9.2563
Snx7,14.43,3.7774,8.79,-10.6334
Socs2,13.11,3.4312,591.61,-9.9528
Sost,23.88,6.2522,32.64,-7.028
Sox9,6.85,1.7927,46.02,-11.4417
Spata24,8.36,2.1875,16.25,-11.9799
Sphk1,8.32,2.1775,11.74,-12.9002
Spry1,0.14,0.0372,42.33,-11.9867
Spry2,12.91,3.3789,78.57,-11.0963
Spsb1,9.72,2.5451,40.31,-9.9245
Spty2d1,23.94,6.2679,16.34,-10.1089
Sqle,19.89,5.2079,120.16,-10.785
Srebf1,21.66,5.6693,64.45,-10.4093
Srgap3,22.86,5.9844,26.39,-11.2365
St3gal5,0.46,0.1217,292.0,-10.0956
Stac,0.13,0.0352,2.64,-12.0437
Stard3,10.37,2.7147,48.93,-11.1744
Stard4,21.17,5.5414,36.25,-11.705
Stbd1,12.02,3.1467,127.79,-8.8477
Stc2,12.28,3.2162,63.47,-12.8451
Steap3,14.12,3.6963,53.53,-11.0433
Stil,22.65,5.9305,26.95,-13.524
Stip1,19.29,5.0492,12.11,-9.378
Stk26,16.27,4.2589,72.79,-11.4043
Stk35,12.39,3.2448,19.89,-11.3449
Stox2,22.8,5.9699,23.77,-10.5588
Strbp,21.4,5.6018,12.22,-9.8903
Sulf1,16.51,4.323,70.12,-8.8806
Sult1a1,15.02,3.9324,206.85,-10.7784
Sv2a,10.58,2.7702,15.06,-11.8741
Syne1,22.01,5.7625,18.3,-8.4791
Synpo2l,12.33,3.2287,46.8,-11.8144
Sytl5,23.34,6.1117,46.45,-11.9251
Tagln2,3.26,0.8532,209.56,-7.6439
Tal2,12.59,3.2953,26.91,-13.7923
Tcap,9.85,2.5777,16722.68,-8.3916
Tcim,12.58,3.293,55.47,-12.4497
Tctex1d2,8.87,2.321,13.34,-11.0057
Tead1,21.84,5.718,25.27,-9.6262
Tef,12.47,3.2653,2422.3,-10.0263
Tent5a,20.33,5.3229,184.76,-8.3242
Tent5b,12.71,3.3264,35.13,-11.6805
Tex30,11.65,3.0508,4.07,-11.8092
Tfap2b,9.85,2.58,26.51,-13.4821
Tfap4,12.14,3.1774,20.7,-13.4356
Tgfb1,9.99,2.6144,26.44,-10.3238
Tgfb2,19.0,4.9741,63.75,-8.7475
Tgfbr2,11.77,3.0823,24.25,-9.7591
Tgm2,20.51,5.3685,10.33,-8.5897
Thra,3.12,0.8177,1124.51,-8.5132
Thsd7a,3.88,1.0167,7.08,-13.7274
Timp1,16.78,4.3934,70.68,-10.8689
Timp3,20.1,5.2614,67.58,-6.8688
Tle1,12.67,3.3179,100.04,-10.2428
Tle6,18.61,4.8722,15.77,-12.5568
Tlr2,12.74,3.3343,2.72,-12.8044
Tm4sf1,0.87,0.2285,298.54,-6.6467
Tm9sf1,11.45,2.9983,41.86,-10.6021
Tmeff2,23.99,6.2817,35.56,-11.8448
Tmem108,23.17,6.0654,44.21,-12.2584
Tmem131l,14.29,3.7424,4.82,-11.2671
Tmem136,0.65,0.1706,17.29,-10.8588
Tmem140,11.89,3.1118,21.89,-11.0045
Tmem165,11.85,3.1021,40.63,-9.564
Tmem200b,17.08,4.4709,31.48,-13.3115
Tmem229b,15.33,4.0144,217.5,-11.4696
Tmem243,13.36,3.4986,30.6,-11.1788
Tmem38b,13.42,3.5146,165.34,-9.2112
Tmem50b,19.31,5.0562,30.93,-10.3875
Tmem82,0.76,0.1988,169.37,-11.9627
Tmem86a,8.62,2.2563,169.18,-11.5318
Tmem97,16.95,4.4378,3.64,-11.546
Tmsb10,2.55,0.6681,101.81,-8.335
Tmtc1,15.92,4.1669,62.09,-9.5242
Tnfrsf21,11.6,3.0365,143.22,-13.0948
Tnni3,8.63,2.2601,22.5,-12.9715
Tnnt2,12.8,3.3523,43.75,-10.5544
Tnrc18,22.53,5.8986,38.84,-9.1836
Tob2,10.49,2.747,291.26,-8.8142
Tpd52l1,7.85,2.0562,9.41,-10.9283
Tppp3,8.57,2.2446,447.22,-9.0538
Trib2,15.84,4.1472,25.04,-11.4899
Trim58,13.0,3.4033,6.72,-13.0445
Trip10,15.58,4.0787,38.45,-9.7361
Trp53bp1,0.76,0.1993,29.13,-10.8842
Trp53inp1,11.16,2.9205,327.82,-9.7893
Tsc22d3,13.48,3.5293,634.73,-11.1859
Tshr,12.0,3.142,5.05,-13.7661
Tspan15,11.79,3.087,21.92,-13.0395
Tspan4,13.37,3.4997,2262.48,-9.7222
Tspan9,1.36,0.3558,230.57,-10.8939
Tspyl5,22.05,5.7738,5.17,-11.6623
Ttpal,14.51,3.8,12.64,-11.4397
Tub,0.98,0.2574,11.55,-10.5128
Tuba1b,16.98,4.4454,104.32,-8.8332
Tulp1,6.27,1.6427,2.36,-11.8885
Tvp23bos,6.4,1.6764,14.88,-13.6859
Twist2,0.91,0.2377,31.06,-12.9249
Txnip,11.01,2.8823,473.23,-8.7677
Uap1l1,10.52,2.754,5.77,-11.5785
Ubc,0.4,0.106,154.26,-6.4876
Ube2g1,11.19,2.9302,25.78,-10.1393
Ubxn1,11.03,2.8865,14.87,-8.5434
Ubxn2b,14.73,3.857,29.3,-10.8509
Umps,15.37,4.0231,3.55,-11.5883
Unc119,2.55,0.6683,39.24,-10.2368
Unc5d,7.44,1.9485,25.04,-12.6555
Upb1,5.02,1.3147,85.73,-11.6218
Upf1,19.28,5.0484,20.01,-10.1471
Upp2,21.0,5.4971,31.72,-10.9065
Usp53,12.74,3.3355,100.27,-9.7838
Ust,15.09,3.9514,2.1,-10.8578
Utp14b,0.94,0.2458,6.37,-12.1965
Vbp1,12.54,3.2819,21.34,-9.9793
Vcan,13.15,3.4417,346.12,-8.7869
Vegfd,16.94,4.4346,17.72,-10.4451
Vgll3,22.67,5.9347,72.51,-9.856
Vgll4,3.38,0.886,18.55,-10.2537
Vps13a,17.03,4.4586,154.22,-10.1015
Vps26a,12.93,3.3863,46.77,-10.3634
Vstm2b,22.05,5.7737,11.35,-10.8239
Vstm4,12.4,3.2473,18.17,-11.0247
Vwa3b,8.42,2.2051,22.82,-13.5688
Vwc2,13.5,3.5349,123.78,-9.8069
Wasf1,12.48,3.2678,42.3,-13.4783
Wdr95,22.87,5.9886,49.16,-11.7071
Wee1,13.14,3.4389,788.55,-11.1454
Wif1,7.49,1.9596,10.22,-9.2969
Wnt16,1.08,0.2823,151.19,-9.7128
Wnt4,2.53,0.6613,4.31,-13.4552
Wnt5a,13.78,3.6087,27.09,-11.7755
Wtip,19.51,5.1084,283.83,-8.6076
Yipf4,13.0,3.4031,128.12,-9.1439
Ypel2,0.51,0.1331,80.48,-10.4461
Ythdf2,14.3,3.7438,6.63,-10.1047
Zbtb14,13.89,3.637,6.52,-11.6139
Zbtb16,11.82,3.0954,1729.53,-10.2659
Zcchc24,2.52,0.6587,62.03,-9.6536
Zdhhc23,13.01,3.4069,323.53,-11.6096
Zeb2os,16.4,4.2923,10.29,-12.5815
Zfp146,1.04,0.2714,11.86,-11.8957
Zfp365,15.18,3.9751,51.02,-10.8791
Zfp36l1,0.48,0.1253,308.01,-8.0383
Zfp36l2,11.98,3.1359,320.03,-9.1638
Zfp560,10.27,2.6876,16.68,-10.2695
Zfr,21.0,5.497,63.95,-8.9746
Zmat1,22.93,6.0035,2.3,-10.8913
mt-Nd6,15.97,4.1797,20.11,-10.1007
