bf_threshold,Aligned,Misaligned,Unique aligned,Unique misaligned,Shared
0.5,626,689,534,597,92
0.5095095095095095,620,680,532,592,88
0.519019019019019,615,675,529,589,86
0.5285285285285285,606,665,522,581,84
0.5380380380380381,600,654,516,570,84
0.5475475475475475,586,646,502,562,84
0.5570570570570571,580,634,499,553,81
0.5665665665665666,568,626,488,546,80
0.5760760760760761,560,621,481,542,79
0.5855855855855856,552,614,474,536,78
0.5950950950950951,548,607,472,531,76
0.6046046046046046,539,605,463,529,76
0.6141141141141141,531,595,459,523,72
0.6236236236236237,516,586,445,515,71
0.6331331331331331,510,575,441,506,69
0.6426426426426426,504,567,437,500,67
0.6521521521521522,493,560,427,494,66
0.6616616616616617,489,551,424,486,65
0.6711711711711712,480,542,420,482,60
0.6806806806806807,473,536,415,478,58
0.6901901901901902,468,530,411,473,57
0.6996996996996997,465,526,410,471,55
0.7092092092092093,460,516,406,462,54
0.7187187187187187,459,508,405,454,54
0.7282282282282282,458,504,404,450,54
0.7377377377377378,450,492,398,440,52
0.7472472472472473,443,485,392,434,51
0.7567567567567568,438,479,388,429,50
0.7662662662662663,432,470,382,420,50
0.7757757757757757,429,467,379,417,50
0.7852852852852853,423,464,374,415,49
0.7947947947947949,416,456,369,409,47
0.8043043043043043,404,452,361,409,43
0.8138138138138138,402,446,359,403,43
0.8233233233233234,397,442,354,399,43
0.8328328328328329,391,441,348,398,43
0.8423423423423424,389,432,347,390,42
0.8518518518518519,386,429,344,387,42
0.8613613613613613,380,424,338,382,42
0.8708708708708709,378,417,336,375,42
0.8803803803803805,371,412,330,371,41
0.8898898898898899,367,411,327,371,40
0.8993993993993994,362,403,322,363,40
0.908908908908909,357,400,318,361,39
0.9184184184184184,356,394,317,355,39
0.927927927927928,354,390,315,351,39
0.9374374374374375,350,384,313,347,37
0.9469469469469469,345,379,309,343,36
0.9564564564564565,339,379,304,344,35
0.9659659659659661,333,374,299,340,34
0.9754754754754755,328,371,295,338,33
0.984984984984985,326,368,293,335,33
0.9944944944944946,323,362,291,330,32
1.004004004004004,320,356,288,324,32
1.0135135135135136,315,352,284,321,31
1.023023023023023,312,347,281,316,31
1.0325325325325325,306,343,275,312,31
1.0420420420420422,305,339,275,309,30
1.0515515515515514,303,336,275,308,28
1.0610610610610611,302,333,275,306,27
1.0705705705705706,298,324,271,297,27
1.08008008008008,294,323,267,296,27
1.0895895895895897,289,318,262,291,27
1.0990990990990992,286,313,259,286,27
1.1086086086086087,284,309,257,282,27
1.1181181181181181,282,303,255,276,27
1.1276276276276276,282,295,255,268,27
1.1371371371371373,280,290,254,264,26
1.1466466466466467,277,285,251,259,26
1.1561561561561562,274,280,249,255,25
1.1656656656656659,271,274,247,250,24
1.1751751751751751,268,269,244,245,24
1.1846846846846848,267,261,243,237,24
1.1941941941941943,267,259,243,235,24
1.2037037037037037,263,258,241,236,22
1.2132132132132134,259,257,237,235,22
1.2227227227227226,257,253,235,231,22
1.2322322322322323,254,251,232,229,22
1.2417417417417418,253,248,232,227,21
1.2512512512512513,250,246,229,225,21
1.260760760760761,250,243,229,222,21
1.2702702702702702,247,240,227,220,20
1.2797797797797799,247,237,227,217,20
1.2892892892892893,245,233,226,214,19
1.2987987987987988,244,229,226,211,18
1.3083083083083085,242,225,224,207,18
1.317817817817818,239,223,221,205,18
1.3273273273273274,236,216,219,199,17
1.3368368368368369,235,214,218,197,17
1.3463463463463463,233,211,216,194,17
1.355855855855856,227,209,210,192,17
1.3653653653653655,225,208,208,191,17
1.374874874874875,222,208,205,191,17
1.3843843843843846,219,205,203,189,16
1.3938938938938938,218,203,202,187,16
1.4034034034034035,214,202,199,187,15
1.412912912912913,213,202,198,187,15
1.4224224224224224,208,200,193,185,15
1.4319319319319321,205,195,190,180,15
1.4414414414414414,203,193,188,178,15
1.450950950950951,201,193,186,178,15
1.4604604604604605,199,188,184,173,15
1.46996996996997,194,187,179,172,15
1.4794794794794797,194,184,179,169,15
1.4889889889889891,190,180,175,165,15
1.4984984984984986,185,178,170,163,15
1.508008008008008,182,176,167,161,15
1.5175175175175175,182,175,167,160,15
1.5270270270270272,181,174,166,159,15
1.5365365365365367,178,173,163,158,15
1.5460460460460461,178,172,163,157,15
1.5555555555555556,178,169,163,154,15
1.565065065065065,176,169,161,154,15
1.5745745745745747,175,164,160,149,15
1.5840840840840842,173,163,158,148,15
1.5935935935935936,170,161,155,146,15
1.603103103103103,168,161,153,146,15
1.6126126126126128,167,158,152,143,15
1.6221221221221223,166,157,151,142,15
1.6316316316316317,163,154,148,139,15
1.6411411411411412,161,153,146,138,15
1.6506506506506506,159,152,144,137,15
1.6601601601601603,158,150,143,135,15
1.6696696696696698,155,150,140,135,15
1.6791791791791792,152,150,137,135,15
1.6886886886886887,150,148,135,133,15
1.6981981981981984,149,147,134,132,15
1.7077077077077079,149,147,134,132,15
1.7172172172172173,147,143,132,128,15
1.7267267267267268,145,141,130,126,15
1.7362362362362362,142,140,127,125,15
1.745745745745746,141,139,126,124,15
1.7552552552552554,137,138,122,123,15
1.7647647647647648,136,136,121,121,15
1.7742742742742743,135,136,120,121,15
1.783783783783784,131,134,116,119,15
1.7932932932932935,129,133,114,118,15
1.802802802802803,129,132,114,117,15
1.8123123123123124,128,130,113,115,15
1.8218218218218218,128,130,113,115,15
1.8313313313313315,126,129,111,114,15
1.840840840840841,125,129,110,114,15
1.8503503503503504,123,127,108,112,15
1.85985985985986,123,125,108,110,15
1.8693693693693696,122,124,107,109,15
1.878878878878879,121,124,106,109,15
1.8883883883883885,120,124,105,109,15
1.897897897897898,119,124,104,109,15
1.9074074074074074,118,124,103,109,15
1.9169169169169171,118,122,103,107,15
1.9264264264264266,117,121,103,107,14
1.935935935935936,117,120,103,106,14
1.9454454454454455,116,120,102,106,14
