bf_threshold,Aligned,Misaligned,Unique aligned,Unique misaligned,Shared
0.5,427,362,320,255,107
0.5095095095095095,427,362,320,255,107
0.519019019019019,421,360,315,254,106
0.5285285285285285,418,357,312,251,106
0.5380380380380381,414,355,310,251,104
0.5475475475475475,412,354,308,250,104
0.5570570570570571,405,351,301,247,104
0.5665665665665666,404,347,300,243,104
0.5760760760760761,403,346,299,242,104
0.5855855855855856,399,343,297,241,102
0.5950950950950951,399,340,297,238,102
0.6046046046046046,398,339,296,237,102
0.6141141141141141,394,336,293,235,101
0.6236236236236237,392,335,291,234,101
0.6331331331331331,389,332,289,232,100
0.6426426426426426,384,330,284,230,100
0.6521521521521522,383,327,283,227,100
0.6616616616616617,382,325,282,225,100
0.6711711711711712,376,322,276,222,100
0.6806806806806807,375,318,275,218,100
0.6901901901901902,375,316,275,216,100
0.6996996996996997,372,315,272,215,100
0.7092092092092093,369,315,269,215,100
0.7187187187187187,365,313,266,214,99
0.7282282282282282,363,309,265,211,98
0.7377377377377378,362,307,264,209,98
0.7472472472472473,360,305,262,207,98
0.7567567567567568,359,303,261,205,98
0.7662662662662663,356,301,258,203,98
0.7757757757757757,356,301,258,203,98
0.7852852852852853,354,297,257,200,97
0.7947947947947949,353,296,256,199,97
0.8043043043043043,351,293,255,197,96
0.8138138138138138,349,291,253,195,96
0.8233233233233234,348,290,252,194,96
0.8328328328328329,344,287,248,191,96
0.8423423423423424,343,285,247,189,96
0.8518518518518519,341,283,246,188,95
0.8613613613613613,336,282,241,187,95
0.8708708708708709,336,281,242,187,94
0.8803803803803805,334,279,242,187,92
0.8898898898898899,334,277,243,186,91
0.8993993993993994,334,277,243,186,91
0.908908908908909,331,276,240,185,91
0.9184184184184184,330,275,239,184,91
0.927927927927928,327,275,236,184,91
0.9374374374374375,325,275,234,184,91
0.9469469469469469,321,273,230,182,91
0.9564564564564565,320,273,229,182,91
0.9659659659659661,320,269,229,178,91
0.9754754754754755,320,269,229,178,91
0.984984984984985,319,268,229,178,90
0.9944944944944946,318,267,229,178,89
1.004004004004004,316,265,228,177,88
1.0135135135135136,314,265,226,177,88
1.023023023023023,312,264,225,177,87
1.0325325325325325,309,263,222,176,87
1.0420420420420422,307,260,220,173,87
1.0515515515515514,306,259,219,172,87
1.0610610610610611,306,259,219,172,87
1.0705705705705706,305,258,218,171,87
1.08008008008008,302,258,216,172,86
1.0895895895895897,302,255,217,170,85
1.0990990990990992,302,253,218,169,84
1.1086086086086087,300,250,217,167,83
1.1181181181181181,300,250,217,167,83
1.1276276276276276,297,250,214,167,83
1.1371371371371373,295,250,212,167,83
1.1466466466466467,292,250,209,167,83
1.1561561561561562,289,250,206,167,83
1.1656656656656659,288,250,205,167,83
1.1751751751751751,285,246,204,165,81
1.1846846846846848,284,242,203,161,81
1.1941941941941943,282,241,201,160,81
1.2037037037037037,281,241,200,160,81
1.2132132132132134,280,240,199,159,81
1.2227227227227226,280,237,199,156,81
1.2322322322322323,279,237,198,156,81
1.2417417417417418,279,236,198,155,81
1.2512512512512513,278,235,198,155,80
1.260760760760761,278,235,198,155,80
1.2702702702702702,277,232,198,153,79
1.2797797797797799,274,231,196,153,78
1.2892892892892893,273,230,196,153,77
1.2987987987987988,270,230,193,153,77
1.3083083083083085,267,228,192,153,75
1.317817817817818,266,223,191,148,75
1.3273273273273274,266,222,191,147,75
1.3368368368368369,265,222,190,147,75
1.3463463463463463,265,220,191,146,74
1.355855855855856,264,219,191,146,73
1.3653653653653655,260,218,187,145,73
1.374874874874875,259,214,186,141,73
1.3843843843843846,259,212,186,139,73
1.3938938938938938,258,212,185,139,73
1.4034034034034035,258,212,185,139,73
1.412912912912913,256,212,183,139,73
1.4224224224224224,255,209,182,136,73
1.4319319319319321,255,209,182,136,73
1.4414414414414414,254,207,181,134,73
1.450950950950951,252,206,180,134,72
1.4604604604604605,250,206,178,134,72
1.46996996996997,248,206,176,134,72
1.4794794794794797,247,205,175,133,72
1.4889889889889891,245,202,173,130,72
1.4984984984984986,244,199,172,127,72
1.508008008008008,243,199,171,127,72
1.5175175175175175,243,199,171,127,72
1.5270270270270272,242,199,170,127,72
1.5365365365365367,241,199,169,127,72
1.5460460460460461,241,198,169,126,72
1.5555555555555556,241,197,169,125,72
1.565065065065065,240,197,168,125,72
1.5745745745745747,240,197,168,125,72
1.5840840840840842,239,197,168,126,71
1.5935935935935936,239,196,168,125,71
1.603103103103103,239,195,168,124,71
1.6126126126126128,239,194,168,123,71
1.6221221221221223,238,194,168,124,70
1.6316316316316317,238,192,168,122,70
1.6411411411411412,237,189,167,119,70
1.6506506506506506,235,189,166,120,69
1.6601601601601603,235,189,166,120,69
1.6696696696696698,233,188,165,120,68
1.6791791791791792,233,188,165,120,68
1.6886886886886887,233,186,165,118,68
1.6981981981981984,231,186,163,118,68
1.7077077077077079,230,186,162,118,68
1.7172172172172173,225,185,158,118,67
1.7267267267267268,225,183,158,116,67
1.7362362362362362,225,182,159,116,66
1.745745745745746,225,182,159,116,66
1.7552552552552554,224,181,158,115,66
1.7647647647647648,223,181,157,115,66
1.7742742742742743,221,178,155,112,66
1.783783783783784,221,178,155,112,66
1.7932932932932935,219,178,153,112,66
1.802802802802803,219,178,153,112,66
1.8123123123123124,219,177,153,111,66
1.8218218218218218,219,177,153,111,66
1.8313313313313315,215,177,150,112,65
1.840840840840841,215,175,150,110,65
1.8503503503503504,213,174,148,109,65
1.85985985985986,213,171,149,107,64
1.8693693693693696,213,171,149,107,64
1.878878878878879,213,171,149,107,64
1.8883883883883885,212,171,148,107,64
1.897897897897898,211,170,147,106,64
1.9074074074074074,211,169,147,105,64
1.9169169169169171,211,169,147,105,64
1.9264264264264266,211,167,147,103,64
1.935935935935936,211,165,148,102,63
1.9454454454454455,210,164,147,101,63
1.954954954954955,209,163,146,100,63
1.9644644644644647,209,161,146,98,63
1.9739739739739741,209,161,146,98,63
1.9834834834834836,208,161,146,99,62
1.992992992992993,207,161,145,99,62
2.0025025025025025,206,160,145,99,61
2.012012012012012,205,160,144,99,61
2.021521521521522,204,158,144,98,60
2.031031031031031,204,157,144,97,60
2.0405405405405403,202,157,142,97,60
2.05005005005005,201,156,143,98,58
2.0595595595595597,201,156,143,98,58
2.0690690690690694,199,156,142,99,57
2.0785785785785786,197,156,140,99,57
2.0880880880880883,196,155,139,98,57
2.0975975975975976,196,154,139,97,57
2.1071071071071072,196,153,140,97,56
2.116616616616617,194,153,138,97,56
2.126126126126126,194,152,138,96,56
2.135635635635636,193,151,137,95,56
2.145145145145145,193,151,137,95,56
2.1546546546546548,193,151,137,95,56
2.1641641641641645,193,151,137,95,56
2.1736736736736737,193,150,137,94,56
2.1831831831831834,193,149,137,93,56
2.1926926926926926,193,149,137,93,56
2.2022022022022023,192,149,136,93,56
2.211711711711712,192,148,136,92,56
2.2212212212212217,191,148,135,92,56
2.230730730730731,191,147,135,91,56
2.24024024024024,190,147,134,91,56
2.24974974974975,190,146,134,90,56
2.2592592592592595,190,146,134,90,56
2.268768768768769,190,146,134,90,56
2.2782782782782784,190,146,134,90,56
2.2877877877877877,190,145,134,89,56
2.2972972972972974,189,145,133,89,56
2.306806806806807,188,144,132,88,56
2.3163163163163167,188,142,133,87,55
2.325825825825826,188,141,133,86,55
2.335335335335335,188,141,133,86,55
2.344844844844845,187,141,133,87,54
2.3543543543543546,187,141,133,87,54
2.3638638638638643,186,140,132,86,54
2.3733733733733735,185,140,131,86,54
2.3828828828828827,185,140,131,86,54
2.3923923923923924,184,140,130,86,54
2.401901901901902,184,140,130,86,54
2.411411411411412,184,140,130,86,54
2.420920920920921,184,140,130,86,54
2.4304304304304303,183,140,129,86,54
2.43993993993994,183,139,129,85,54
2.4494494494494496,183,138,129,84,54
2.4589589589589593,183,138,129,84,54
2.4684684684684686,182,138,128,84,54
2.4779779779779783,182,137,128,83,54
2.4874874874874875,182,137,128,83,54
2.496996996996997,181,137,127,83,54
2.506506506506507,180,137,126,83,54
2.516016016016016,179,137,125,83,54
2.525525525525526,179,137,125,83,54
2.535035035035035,178,137,124,83,54
2.5445445445445447,178,136,124,82,54
2.5540540540540544,177,135,123,81,54
2.5635635635635636,177,133,124,80,53
2.5730730730730733,176,132,124,80,52
2.5825825825825826,175,132,123,80,52
2.5920920920920922,175,132,123,80,52
2.601601601601602,175,131,124,80,51
2.611111111111111,174,131,123,80,51
2.620620620620621,174,131,123,80,51
2.63013013013013,174,131,123,80,51
2.6396396396396398,173,130,122,79,51
2.6491491491491495,173,130,122,79,51
2.6586586586586587,173,130,122,79,51
2.6681681681681684,173,129,122,78,51
2.677677677677678,173,129,122,78,51
2.6871871871871873,173,129,122,78,51
2.696696696696697,170,129,120,79,50
2.706206206206206,170,129,120,79,50
2.715715715715716,170,129,120,79,50
2.7252252252252256,167,129,118,80,49
2.734734734734735,166,129,117,80,49
2.7442442442442445,166,129,117,80,49
2.7537537537537538,165,129,116,80,49
2.7632632632632634,163,128,114,79,49
2.772772772772773,163,128,114,79,49
2.7822822822822824,163,127,114,78,49
2.791791791791792,163,127,114,78,49
2.8013013013013013,163,127,114,78,49
2.810810810810811,163,126,114,77,49
2.8203203203203207,163,126,114,77,49
2.82982982982983,162,126,113,77,49
2.8393393393393396,160,125,111,76,49
2.8488488488488493,160,124,111,75,49
2.8583583583583585,160,124,111,75,49
2.867867867867868,160,124,111,75,49
2.8773773773773774,159,124,110,75,49
2.886886886886887,159,124,110,75,49
2.896396396396397,159,124,110,75,49
2.905905905905906,159,123,110,74,49
2.9154154154154157,159,121,110,72,49
2.924924924924925,158,120,110,72,48
2.9344344344344346,158,120,110,72,48
2.9439439439439443,158,120,110,72,48
2.9534534534534536,158,120,110,72,48
2.9629629629629632,157,120,109,72,48
2.9724724724724725,156,120,108,72,48
2.981981981981982,156,120,108,72,48
2.991491491491492,156,120,108,72,48
3.001001001001001,156,120,108,72,48
3.0105105105105108,156,120,108,72,48
3.02002002002002,156,120,108,72,48
3.0295295295295297,156,119,108,71,48
3.0390390390390394,156,118,108,70,48
3.0485485485485486,155,118,107,70,48
3.0580580580580583,155,118,107,70,48
3.067567567567568,155,117,107,69,48
3.0770770770770772,155,116,107,68,48
3.086586586586587,154,116,107,69,47
3.096096096096096,154,116,107,69,47
3.105605605605606,154,116,107,69,47
3.1151151151151155,154,116,107,69,47
3.1246246246246248,154,116,107,69,47
3.1341341341341344,154,115,107,68,47
3.1436436436436437,153,115,106,68,47
3.1531531531531534,153,115,106,68,47
3.162662662662663,152,115,105,68,47
3.1721721721721723,151,115,104,68,47
3.181681681681682,151,115,104,68,47
3.191191191191191,151,115,104,68,47
3.200700700700701,151,115,104,68,47
3.2102102102102106,151,115,104,68,47
3.21971971971972,151,114,104,67,47
3.2292292292292295,151,114,104,67,47
3.238738738738739,151,114,104,67,47
3.2482482482482484,150,114,103,67,47
3.257757757757758,150,114,103,67,47
3.2672672672672673,150,114,103,67,47
3.276776776776777,149,113,102,66,47
3.2862862862862867,149,113,102,66,47
3.295795795795796,149,113,102,66,47
3.3053053053053056,148,113,101,66,47
3.314814814814815,148,113,101,66,47
3.3243243243243246,148,113,101,66,47
3.3338338338338342,148,113,101,66,47
3.3433433433433435,148,113,101,66,47
3.352852852852853,148,113,101,66,47
3.3623623623623624,148,113,101,66,47
3.371871871871872,147,112,101,66,46
3.381381381381382,147,111,101,65,46
3.390890890890891,146,111,100,65,46
3.4004004004004007,145,111,99,65,46
3.40990990990991,145,111,99,65,46
3.4194194194194196,144,110,98,64,46
3.4289289289289293,144,110,98,64,46
3.4384384384384385,144,110,98,64,46
3.4479479479479482,143,110,97,64,46
3.457457457457458,143,110,97,64,46
3.466966966966967,143,109,97,63,46
3.476476476476477,143,109,97,63,46
3.485985985985986,143,109,97,63,46
