bf_threshold,Aligned,Misaligned,Unique aligned,Unique misaligned,Shared
0.5,441,312,307,178,134
0.5095095095095095,440,311,306,177,134
0.519019019019019,439,310,305,176,134
0.5285285285285285,438,310,304,176,134
0.5380380380380381,437,309,303,175,134
0.5475475475475475,435,308,301,174,134
0.5570570570570571,432,307,299,174,133
0.5665665665665666,430,306,297,173,133
0.5760760760760761,430,306,297,173,133
0.5855855855855856,429,305,297,173,132
0.5950950950950951,427,303,296,172,131
0.6046046046046046,427,301,298,172,129
0.6141141141141141,427,298,298,169,129
0.6236236236236237,425,298,296,169,129
0.6331331331331331,422,298,294,170,128
0.6426426426426426,418,298,290,170,128
0.6521521521521522,415,297,287,169,128
0.6616616616616617,415,297,287,169,128
0.6711711711711712,415,296,288,169,127
0.6806806806806807,412,296,285,169,127
0.6901901901901902,411,296,284,169,127
0.6996996996996997,409,296,282,169,127
0.7092092092092093,408,296,281,169,127
0.7187187187187187,406,296,279,169,127
0.7282282282282282,405,296,278,169,127
0.7377377377377378,405,296,278,169,127
0.7472472472472473,405,296,278,169,127
0.7567567567567568,404,295,279,170,125
0.7662662662662663,403,294,279,170,124
0.7757757757757757,399,294,275,170,124
0.7852852852852853,399,293,275,169,124
0.7947947947947949,397,293,273,169,124
0.8043043043043043,397,293,273,169,124
0.8138138138138138,394,289,272,167,122
0.8233233233233234,392,288,270,166,122
0.8328328328328329,390,287,268,165,122
0.8423423423423424,389,286,267,164,122
0.8518518518518519,387,286,265,164,122
0.8613613613613613,386,286,264,164,122
0.8708708708708709,384,286,262,164,122
0.8803803803803805,382,284,260,162,122
0.8898898898898899,381,283,259,161,122
0.8993993993993994,380,283,258,161,122
0.908908908908909,378,281,257,160,121
0.9184184184184184,375,281,255,161,120
0.927927927927928,373,279,254,160,119
0.9374374374374375,372,279,253,160,119
0.9469469469469469,371,279,252,160,119
0.9564564564564565,371,279,252,160,119
0.9659659659659661,371,279,252,160,119
0.9754754754754755,370,279,251,160,119
0.984984984984985,368,278,249,159,119
0.9944944944944946,367,276,248,157,119
1.004004004004004,365,276,247,158,118
1.0135135135135136,363,276,245,158,118
1.023023023023023,360,276,242,158,118
1.0325325325325325,360,275,243,158,117
1.0420420420420422,359,275,242,158,117
1.0515515515515514,358,274,241,157,117
1.0610610610610611,358,274,241,157,117
1.0705705705705706,355,274,238,157,117
1.08008008008008,353,274,237,158,116
1.0895895895895897,352,272,236,156,116
1.0990990990990992,351,272,235,156,116
1.1086086086086087,351,272,235,156,116
1.1181181181181181,347,272,232,157,115
1.1276276276276276,345,271,230,156,115
1.1371371371371373,345,271,230,156,115
1.1466466466466467,345,270,230,155,115
1.1561561561561562,344,270,229,155,115
1.1656656656656659,343,270,228,155,115
1.1751751751751751,343,270,228,155,115
1.1846846846846848,343,269,228,154,115
1.1941941941941943,343,267,229,153,114
1.2037037037037037,342,267,228,153,114
1.2132132132132134,341,267,227,153,114
1.2227227227227226,341,265,227,151,114
1.2322322322322323,341,265,227,151,114
1.2417417417417418,340,264,226,150,114
1.2512512512512513,338,263,225,150,113
1.260760760760761,337,263,224,150,113
1.2702702702702702,334,263,221,150,113
1.2797797797797799,334,260,221,147,113
1.2892892892892893,334,259,221,146,113
1.2987987987987988,334,259,221,146,113
1.3083083083083085,334,259,221,146,113
1.317817817817818,332,258,220,146,112
1.3273273273273274,332,258,220,146,112
1.3368368368368369,331,257,219,145,112
1.3463463463463463,331,255,220,144,111
1.355855855855856,331,255,220,144,111
1.3653653653653655,331,254,220,143,111
1.374874874874875,331,252,220,141,111
1.3843843843843846,330,252,219,141,111
1.3938938938938938,329,250,219,140,110
1.4034034034034035,328,249,219,140,109
1.412912912912913,328,247,219,138,109
1.4224224224224224,327,247,218,138,109
1.4319319319319321,327,247,218,138,109
1.4414414414414414,326,246,218,138,108
1.450950950950951,325,243,217,135,108
1.4604604604604605,325,243,217,135,108
1.46996996996997,325,242,217,134,108
1.4794794794794797,323,241,215,133,108
1.4889889889889891,323,240,215,132,108
1.4984984984984986,322,236,215,129,107
1.508008008008008,321,236,214,129,107
1.5175175175175175,321,236,214,129,107
1.5270270270270272,320,236,213,129,107
1.5365365365365367,319,235,212,128,107
1.5460460460460461,317,235,210,128,107
1.5555555555555556,316,234,209,127,107
1.565065065065065,316,233,209,126,107
1.5745745745745747,315,232,208,125,107
1.5840840840840842,314,232,208,126,106
1.5935935935935936,314,232,208,126,106
1.603103103103103,314,232,208,126,106
1.6126126126126128,313,232,207,126,106
1.6221221221221223,310,230,204,124,106
1.6316316316316317,308,230,202,124,106
1.6411411411411412,308,230,202,124,106
1.6506506506506506,307,230,201,124,106
1.6601601601601603,307,230,201,124,106
1.6696696696696698,307,230,201,124,106
1.6791791791791792,307,230,201,124,106
1.6886886886886887,306,228,200,122,106
1.6981981981981984,305,227,199,121,106
1.7077077077077079,304,226,199,121,105
1.7172172172172173,302,225,198,121,104
1.7267267267267268,300,224,198,122,102
1.7362362362362362,300,223,198,121,102
1.745745745745746,300,222,198,120,102
1.7552552552552554,300,222,198,120,102
1.7647647647647648,299,221,198,120,101
1.7742742742742743,299,221,198,120,101
1.783783783783784,298,221,198,121,100
1.7932932932932935,298,221,198,121,100
1.802802802802803,295,220,196,121,99
1.8123123123123124,294,220,195,121,99
1.8218218218218218,294,220,195,121,99
1.8313313313313315,294,219,195,120,99
1.840840840840841,293,219,194,120,99
1.8503503503503504,293,219,194,120,99
1.85985985985986,292,219,193,120,99
1.8693693693693696,292,219,193,120,99
1.878878878878879,292,219,193,120,99
1.8883883883883885,291,219,192,120,99
1.897897897897898,291,219,192,120,99
1.9074074074074074,290,217,192,119,98
1.9169169169169171,290,216,193,119,97
1.9264264264264266,289,214,192,117,97
1.935935935935936,289,214,192,117,97
1.9454454454454455,288,214,192,118,96
1.954954954954955,288,213,192,117,96
1.9644644644644647,288,213,192,117,96
1.9739739739739741,287,213,191,117,96
1.9834834834834836,286,213,190,117,96
1.992992992992993,286,213,190,117,96
2.0025025025025025,285,212,189,116,96
2.012012012012012,285,212,189,116,96
2.021521521521522,284,211,188,115,96
2.031031031031031,283,211,187,115,96
2.0405405405405403,283,211,187,115,96
2.05005005005005,283,210,187,114,96
2.0595595595595597,283,210,187,114,96
2.0690690690690694,283,210,187,114,96
2.0785785785785786,282,210,186,114,96
2.0880880880880883,282,209,186,113,96
2.0975975975975976,281,209,185,113,96
2.1071071071071072,281,209,185,113,96
2.116616616616617,281,207,185,111,96
2.126126126126126,281,207,185,111,96
2.135635635635636,281,207,185,111,96
2.145145145145145,277,206,181,110,96
2.1546546546546548,277,205,181,109,96
2.1641641641641645,277,205,181,109,96
2.1736736736736737,277,205,181,109,96
2.1831831831831834,277,205,181,109,96
2.1926926926926926,277,204,181,108,96
2.2022022022022023,276,203,180,107,96
2.211711711711712,275,203,179,107,96
2.2212212212212217,273,203,178,108,95
2.230730730730731,273,202,178,107,95
2.24024024024024,273,202,178,107,95
2.24974974974975,269,202,176,109,93
2.2592592592592595,268,201,176,109,92
2.268768768768769,266,201,174,109,92
2.2782782782782784,266,201,174,109,92
2.2877877877877877,265,200,173,108,92
2.2972972972972974,264,200,172,108,92
2.306806806806807,263,200,171,108,92
2.3163163163163167,262,200,171,109,91
2.325825825825826,262,199,171,108,91
2.335335335335335,262,199,171,108,91
2.344844844844845,260,198,169,107,91
2.3543543543543546,259,198,168,107,91
2.3638638638638643,257,198,166,107,91
2.3733733733733735,256,198,165,107,91
2.3828828828828827,256,198,165,107,91
2.3923923923923924,255,198,164,107,91
2.401901901901902,255,198,164,107,91
2.411411411411412,255,198,164,107,91
2.420920920920921,255,198,164,107,91
2.4304304304304303,255,198,164,107,91
2.43993993993994,255,197,164,106,91
2.4494494494494496,255,196,164,105,91
2.4589589589589593,255,195,165,105,90
2.4684684684684686,255,195,165,105,90
2.4779779779779783,255,194,165,104,90
2.4874874874874875,255,194,165,104,90
2.496996996996997,254,193,165,104,89
2.506506506506507,253,193,164,104,89
2.516016016016016,253,193,164,104,89
2.525525525525526,253,193,164,104,89
2.535035035035035,252,192,163,103,89
2.5445445445445447,252,192,163,103,89
2.5540540540540544,252,192,163,103,89
2.5635635635635636,252,192,163,103,89
2.5730730730730733,252,191,163,102,89
2.5825825825825826,252,191,163,102,89
2.5920920920920922,250,191,161,102,89
2.601601601601602,249,191,160,102,89
2.611111111111111,249,191,160,102,89
2.620620620620621,248,191,159,102,89
2.63013013013013,248,191,159,102,89
2.6396396396396398,248,191,159,102,89
2.6491491491491495,247,190,158,101,89
2.6586586586586587,247,189,158,100,89
2.6681681681681684,246,189,157,100,89
2.677677677677678,246,189,157,100,89
2.6871871871871873,246,189,157,100,89
2.696696696696697,246,189,157,100,89
2.706206206206206,246,189,157,100,89
2.715715715715716,245,189,156,100,89
2.7252252252252256,245,189,156,100,89
2.734734734734735,245,189,156,100,89
2.7442442442442445,242,189,153,100,89
2.7537537537537538,242,189,153,100,89
2.7632632632632634,242,189,153,100,89
2.772772772772773,242,189,153,100,89
2.7822822822822824,242,189,153,100,89
2.791791791791792,241,189,152,100,89
2.8013013013013013,240,188,151,99,89
2.810810810810811,240,187,151,98,89
2.8203203203203207,238,187,149,98,89
2.82982982982983,238,187,149,98,89
2.8393393393393396,237,187,148,98,89
2.8488488488488493,237,187,148,98,89
2.8583583583583585,236,186,147,97,89
2.867867867867868,236,186,147,97,89
2.8773773773773774,236,186,147,97,89
2.886886886886887,236,186,147,97,89
2.896396396396397,236,186,147,97,89
2.905905905905906,236,186,147,97,89
2.9154154154154157,236,185,147,96,89
2.924924924924925,235,185,146,96,89
2.9344344344344346,235,185,146,96,89
2.9439439439439443,235,185,146,96,89
2.9534534534534536,235,184,146,95,89
2.9629629629629632,235,183,147,95,88
2.9724724724724725,235,183,147,95,88
2.981981981981982,233,183,146,96,87
2.991491491491492,233,181,147,95,86
3.001001001001001,233,181,147,95,86
3.0105105105105108,233,181,147,95,86
3.02002002002002,233,181,147,95,86
3.0295295295295297,233,181,147,95,86
3.0390390390390394,233,181,147,95,86
3.0485485485485486,233,180,147,94,86
3.0580580580580583,231,180,145,94,86
3.067567567567568,231,180,145,94,86
3.0770770770770772,231,180,145,94,86
3.086586586586587,231,180,145,94,86
3.096096096096096,231,179,145,93,86
3.105605605605606,230,178,145,93,85
3.1151151151151155,230,178,145,93,85
3.1246246246246248,230,178,145,93,85
3.1341341341341344,229,178,144,93,85
3.1436436436436437,229,176,144,91,85
3.1531531531531534,229,175,144,90,85
3.162662662662663,229,171,144,86,85
3.1721721721721723,229,171,144,86,85
3.181681681681682,229,171,144,86,85
3.191191191191191,229,170,144,85,85
3.200700700700701,228,170,143,85,85
3.2102102102102106,228,170,143,85,85
3.21971971971972,228,170,143,85,85
3.2292292292292295,228,170,143,85,85
3.238738738738739,228,170,143,85,85
3.2482482482482484,228,170,143,85,85
3.257757757757758,228,170,143,85,85
3.2672672672672673,227,170,142,85,85
3.276776776776777,227,170,142,85,85
3.2862862862862867,227,169,142,84,85
3.295795795795796,226,168,141,83,85
3.3053053053053056,226,168,141,83,85
3.314814814814815,226,168,141,83,85
3.3243243243243246,225,167,140,82,85
3.3338338338338342,224,167,139,82,85
3.3433433433433435,224,167,139,82,85
3.352852852852853,224,167,139,82,85
3.3623623623623624,224,167,139,82,85
3.371871871871872,222,167,138,83,84
3.381381381381382,221,167,137,83,84
3.390890890890891,221,167,137,83,84
3.4004004004004007,221,167,137,83,84
3.40990990990991,221,167,137,83,84
3.4194194194194196,221,167,137,83,84
3.4289289289289293,220,167,137,84,83
3.4384384384384385,220,167,137,84,83
3.4479479479479482,219,167,136,84,83
3.457457457457458,219,166,137,84,82
3.466966966966967,219,166,137,84,82
3.476476476476477,218,166,136,84,82
3.485985985985986,218,166,136,84,82
3.4954954954954958,216,165,135,84,81
