bf_threshold,Aligned,Misaligned,Unique aligned,Unique misaligned,Shared
0.5,667,644,590,567,77
0.5095095095095095,653,635,577,559,76
0.519019019019019,641,625,567,551,74
0.5285285285285285,632,616,561,545,71
0.5380380380380381,624,602,555,533,69
0.5475475475475475,610,592,542,524,68
0.5570570570570571,598,587,535,524,63
0.5665665665665666,587,578,525,516,62
0.5760760760760761,578,571,516,509,62
0.5855855855855856,569,559,508,498,61
0.5950950950950951,561,551,501,491,60
0.6046046046046046,554,543,495,484,59
0.6141141141141141,550,535,492,477,58
0.6236236236236237,545,527,488,470,57
0.6331331331331331,537,515,482,460,55
0.6426426426426426,529,507,479,457,50
0.6521521521521522,516,500,466,450,50
0.6616616616616617,510,495,462,447,48
0.6711711711711712,500,480,455,435,45
0.6806806806806807,489,470,445,426,44
0.6901901901901902,476,463,432,419,44
0.6996996996996997,466,456,424,414,42
0.7092092092092093,459,445,418,404,41
0.7187187187187187,456,432,416,392,40
0.7282282282282282,446,424,409,387,37
0.7377377377377378,438,415,403,380,35
0.7472472472472473,432,410,397,375,35
0.7567567567567568,422,403,388,369,34
0.7662662662662663,415,398,382,365,33
0.7757757757757757,407,391,375,359,32
0.7852852852852853,403,379,371,347,32
0.7947947947947949,397,375,365,343,32
0.8043043043043043,388,367,356,335,32
0.8138138138138138,379,359,349,329,30
0.8233233233233234,373,354,344,325,29
0.8328328328328329,364,348,335,319,29
0.8423423423423424,356,335,328,307,28
0.8518518518518519,349,330,321,302,28
0.8613613613613613,345,326,319,300,26
0.8708708708708709,337,317,312,292,25
0.8803803803803805,334,312,309,287,25
0.8898898898898899,334,307,309,282,25
0.8993993993993994,326,302,301,277,25
0.908908908908909,324,301,299,276,25
0.9184184184184184,323,295,298,270,25
0.927927927927928,319,289,294,264,25
0.9374374374374375,313,285,289,261,24
0.9469469469469469,308,281,284,257,24
0.9564564564564565,307,276,283,252,24
0.9659659659659661,303,274,279,250,24
0.9754754754754755,299,271,275,247,24
0.984984984984985,296,267,272,243,24
0.9944944944944946,292,260,268,236,24
1.004004004004004,291,256,267,232,24
1.0135135135135136,282,252,259,229,23
1.023023023023023,280,248,257,225,23
1.0325325325325325,276,242,254,220,22
1.0420420420420422,274,242,252,220,22
1.0515515515515514,271,240,249,218,22
1.0610610610610611,269,234,247,212,22
1.0705705705705706,266,230,244,208,22
1.08008008008008,261,229,240,208,21
1.0895895895895897,257,224,236,203,21
1.0990990990990992,252,216,232,196,20
1.1086086086086087,249,212,229,192,20
1.1181181181181181,247,208,227,188,20
1.1276276276276276,244,204,224,184,20
1.1371371371371373,239,202,220,183,19
1.1466466466466467,238,198,220,180,18
1.1561561561561562,234,194,216,176,18
1.1656656656656659,233,192,215,174,18
1.1751751751751751,228,191,210,173,18
1.1846846846846848,226,189,208,171,18
1.1941941941941943,223,188,205,170,18
1.2037037037037037,220,186,202,168,18
1.2132132132132134,218,181,200,163,18
1.2227227227227226,214,180,196,162,18
1.2322322322322323,209,178,192,161,17
1.2417417417417418,205,178,189,162,16
1.2512512512512513,203,177,187,161,16
1.260760760760761,200,173,184,157,16
1.2702702702702702,196,171,180,155,16
1.2797797797797799,195,165,179,149,16
1.2892892892892893,192,163,176,147,16
1.2987987987987988,191,160,175,144,16
1.3083083083083085,188,157,172,141,16
1.317817817817818,188,153,172,137,16
1.3273273273273274,186,151,170,135,16
1.3368368368368369,182,148,167,133,15
1.3463463463463463,179,146,164,131,15
1.355855855855856,177,145,162,130,15
1.3653653653653655,177,138,163,124,14
1.374874874874875,175,137,161,123,14
1.3843843843843846,170,137,156,123,14
1.3938938938938938,167,133,153,119,14
1.4034034034034035,167,133,153,119,14
1.412912912912913,159,133,145,119,14
1.4224224224224224,156,131,142,117,14
1.4319319319319321,156,129,142,115,14
1.4414414414414414,156,126,142,112,14
1.450950950950951,155,126,141,112,14
1.4604604604604605,155,125,141,111,14
1.46996996996997,150,125,137,112,13
1.4794794794794797,147,125,134,112,13
1.4889889889889891,146,123,134,111,12
1.4984984984984986,145,122,133,110,12
1.508008008008008,144,120,133,109,11
1.5175175175175175,143,118,132,107,11
1.5270270270270272,142,117,131,106,11
1.5365365365365367,139,116,128,105,11
1.5460460460460461,138,112,127,101,11
1.5555555555555556,136,111,125,100,11
1.565065065065065,135,110,124,99,11
1.5745745745745747,134,108,123,97,11
1.5840840840840842,131,108,120,97,11
1.5935935935935936,127,108,116,97,11
1.603103103103103,126,107,115,96,11
1.6126126126126128,124,104,113,93,11
1.6221221221221223,124,102,114,92,10
1.6316316316316317,121,102,111,92,10
1.6411411411411412,120,102,110,92,10
1.6506506506506506,118,101,108,91,10
1.6601601601601603,117,101,107,91,10
1.6696696696696698,116,101,106,91,10
1.6791791791791792,115,100,105,90,10
1.6886886886886887,115,100,105,90,10
1.6981981981981984,113,100,103,90,10
1.7077077077077079,112,98,102,88,10
1.7172172172172173,110,96,100,86,10
1.7267267267267268,107,94,97,84,10
1.7362362362362362,105,90,95,80,10
1.745745745745746,104,88,94,78,10
1.7552552552552554,104,87,94,77,10
1.7647647647647648,103,85,93,75,10
1.7742742742742743,101,85,91,75,10
1.783783783783784,100,84,90,74,10
1.7932932932932935,98,84,88,74,10
1.802802802802803,97,84,87,74,10
1.8123123123123124,94,82,84,72,10
1.8218218218218218,94,81,84,71,10
1.8313313313313315,93,80,83,70,10
1.840840840840841,92,79,82,69,10
1.8503503503503504,91,77,82,68,9
1.85985985985986,91,75,82,66,9
1.8693693693693696,90,75,81,66,9
1.878878878878879,88,74,79,65,9
1.8883883883883885,88,71,79,62,9
1.897897897897898,87,70,78,61,9
1.9074074074074074,86,69,77,60,9
1.9169169169169171,85,65,76,56,9
1.9264264264264266,84,63,75,54,9
1.935935935935936,83,62,75,54,8
1.9454454454454455,83,60,75,52,8
1.954954954954955,83,58,75,50,8
1.9644644644644647,83,58,75,50,8
1.9739739739739741,80,58,72,50,8
1.9834834834834836,79,57,71,49,8
1.992992992992993,76,57,68,49,8
2.0025025025025025,76,56,68,48,8
2.012012012012012,75,56,67,48,8
2.021521521521522,74,55,66,47,8
2.031031031031031,74,55,66,47,8
2.0405405405405403,73,54,65,46,8
2.05005005005005,73,54,65,46,8
2.0595595595595597,73,54,65,46,8
2.0690690690690694,71,54,63,46,8
2.0785785785785786,70,53,62,45,8
2.0880880880880883,68,52,60,44,8
2.0975975975975976,67,51,59,43,8
2.1071071071071072,66,50,58,42,8
2.116616616616617,65,50,57,42,8
2.126126126126126,64,50,56,42,8
2.135635635635636,64,49,56,41,8
2.145145145145145,64,48,56,40,8
2.1546546546546548,62,48,54,40,8
2.1641641641641645,60,48,52,40,8
2.1736736736736737,60,48,52,40,8
2.1831831831831834,59,48,51,40,8
2.1926926926926926,58,47,50,39,8
2.2022022022022023,58,47,50,39,8
2.211711711711712,57,47,49,39,8
2.2212212212212217,56,46,48,38,8
2.230730730730731,54,46,46,38,8
2.24024024024024,54,46,46,38,8
2.24974974974975,54,46,46,38,8
2.2592592592592595,54,46,46,38,8
2.268768768768769,54,46,46,38,8
2.2782782782782784,53,46,45,38,8
2.2877877877877877,52,45,44,37,8
2.2972972972972974,51,43,44,36,7
2.306806806806807,50,43,43,36,7
2.3163163163163167,50,43,43,36,7
2.325825825825826,50,43,43,36,7
2.335335335335335,50,43,43,36,7
2.344844844844845,50,42,43,35,7
2.3543543543543546,49,42,42,35,7
2.3638638638638643,49,42,42,35,7
2.3733733733733735,48,41,41,34,7
2.3828828828828827,48,41,41,34,7
2.3923923923923924,48,39,41,32,7
2.401901901901902,48,39,41,32,7
2.411411411411412,48,39,41,32,7
2.420920920920921,48,39,41,32,7
2.4304304304304303,48,39,41,32,7
2.43993993993994,48,38,41,31,7
2.4494494494494496,48,38,41,31,7
2.4589589589589593,47,38,40,31,7
2.4684684684684686,47,38,40,31,7
2.4779779779779783,46,37,39,30,7
2.4874874874874875,46,37,39,30,7
2.496996996996997,44,37,37,30,7
2.506506506506507,44,36,37,29,7
2.516016016016016,44,35,37,28,7
2.525525525525526,44,35,37,28,7
2.535035035035035,44,34,37,27,7
2.5445445445445447,44,33,37,26,7
2.5540540540540544,44,32,37,25,7
2.5635635635635636,42,32,35,25,7
2.5730730730730733,42,32,35,25,7
2.5825825825825826,42,32,35,25,7
2.5920920920920922,41,31,34,24,7
2.601601601601602,41,31,34,24,7
2.611111111111111,41,31,34,24,7
2.620620620620621,41,31,34,24,7
2.63013013013013,40,31,33,24,7
2.6396396396396398,39,31,32,24,7
2.6491491491491495,39,31,32,24,7
2.6586586586586587,39,31,32,24,7
2.6681681681681684,39,31,32,24,7
2.677677677677678,39,31,32,24,7
2.6871871871871873,39,31,32,24,7
2.696696696696697,39,31,32,24,7
2.706206206206206,39,31,32,24,7
2.715715715715716,39,29,32,22,7
2.7252252252252256,39,29,32,22,7
2.734734734734735,39,29,32,22,7
2.7442442442442445,39,27,33,21,6
2.7537537537537538,39,27,33,21,6
2.7632632632632634,39,27,33,21,6
2.772772772772773,38,26,32,20,6
2.7822822822822824,36,26,31,21,5
2.791791791791792,36,26,31,21,5
2.8013013013013013,35,26,30,21,5
2.810810810810811,35,26,30,21,5
2.8203203203203207,35,26,30,21,5
2.82982982982983,35,26,30,21,5
2.8393393393393396,35,26,30,21,5
2.8488488488488493,35,26,30,21,5
2.8583583583583585,34,26,29,21,5
2.867867867867868,33,26,28,21,5
2.8773773773773774,33,26,28,21,5
2.886886886886887,32,26,27,21,5
2.896396396396397,31,26,26,21,5
2.905905905905906,30,26,25,21,5
2.9154154154154157,30,26,25,21,5
2.924924924924925,30,26,25,21,5
2.9344344344344346,30,26,25,21,5
2.9439439439439443,30,26,25,21,5
2.9534534534534536,30,26,25,21,5
2.9629629629629632,30,26,25,21,5
2.9724724724724725,30,26,25,21,5
2.981981981981982,30,26,25,21,5
2.991491491491492,30,26,25,21,5
3.001001001001001,30,26,25,21,5
3.0105105105105108,30,26,25,21,5
3.02002002002002,29,25,25,21,4
3.0295295295295297,29,25,25,21,4
3.0390390390390394,29,24,25,20,4
3.0485485485485486,28,24,24,20,4
3.0580580580580583,28,24,24,20,4
