gene	log_min	log_max
Xkr4	-14.446586	-10.992707
Gm19938	-14.446586	-10.992707
Sox17	-15.034372	-11.580494
Gm37323	-16.64381	-13.189932
Mrpl15	-11.543943	-8.090065
Lypla1	-12.058843	-8.604964
Tcea1	-10.627653	-7.173775
Atp6v1h	-12.100515	-8.646637
Rb1cc1	-11.345492	-7.8916144
4732440D04Rik	-14.245914	-10.792036
Pcmtd1	-10.780179	-7.326301
Rrs1	-12.88261	-9.428732
Adhfe1	-13.599288	-10.14541
2610203C22Rik	-15.950663	-12.496784
Mybl1	-13.699371	-10.245493
Vcpip1	-12.224969	-8.7710905
Sgk3	-13.209823	-9.755944
Mcmdc2	-16.64381	-13.189932
Snhg6	-12.009081	-8.5552025
Tcf24	-16.64381	-13.189932
Cops5	-11.823528	-8.36965
Cspp1	-12.469422	-9.015544
Arfgef1	-12.079462	-8.625584
Prex2	-12.532936	-9.079058
Sulf1	-10.904017	-7.4501395
Ncoa2	-12.583367	-9.129489
Gm29570	-16.64381	-13.189932
Tram1	-11.079289	-7.6254115
Lactb2	-12.751989	-9.298111
Gm9947	-15.950663	-12.496784
Msc	-15.950663	-12.496784
Kcnb2	-16.64381	-13.189932
Terf1	-13.11745	-9.663571
Sbspon	-14.158903	-10.705025
Rpl7	-8.355024	-4.9011464
Rdh10	-13.465756	-10.011878
Stau2	-13.11745	-9.663571
Ube2w	-12.058843	-8.604964
Eloc	-10.506083	-7.0522046
D030040B21Rik	-16.64381	-13.189932
Tmem70	-12.500675	-9.046797
Ly96	-12.815168	-9.36129
Jph1	-14.07886	-10.624982
Pi15	-10.084195	-6.630317
Gm28154	-15.950663	-12.496784
Gm16070	-15.034372	-11.580494
Crispld1	-12.439117	-8.985239
Tfap2b	-14.341225	-10.887346
Mcm3	-13.871222	-10.417343
6720483E21Rik	-16.64381	-13.189932
Paqr8	-14.6979	-11.244021
Efhc1	-15.5451975	-12.091319
Tram2	-12.532936	-9.079058
Tmem14a	-13.178074	-9.7241955
Gsta3	-14.446586	-10.992707
Gm28836	-15.950663	-12.496784
Kcnq5	-14.07886	-10.624982
Rims1	-16.64381	-13.189932
Gm29107	-14.6979	-11.244021
Ogfrl1	-12.815168	-9.36129
Smap1	-10.632543	-7.1786647
Sdhaf4	-11.587564	-8.133686
Fam135a	-12.837148	-9.383269
Col9a1	-15.5451975	-12.091319
Col19a1	-14.852051	-11.398172
Lmbrd1	-11.687983	-8.234104
Phf3	-11.360606	-7.9067283
Ptp4a1	-15.257516	-11.8036375
Ptp4a1-1	-15.950663	-12.496784
Prim2	-13.424934	-9.971056
Rab23	-12.549465	-9.095587
Bag2	-12.793662	-9.339784
Zfp451	-12.249361	-8.795483
Bend6	-16.64381	-13.189932
Dst	-9.735055	-6.281177
Gm26788	-16.64381	-13.189932
Gm37233	-15.5451975	-12.091319
Ccdc115	-12.6364765	-9.182598
Imp4	-12.618459	-9.16458
Ptpn18	-14.245914	-10.792036
Arhgef4	-15.034372	-11.580494
Fam168b	-11.856318	-8.40244
Plekhb2	-12.772609	-9.31873
1110002O04Rik	-15.950663	-12.496784
Hs6st1	-13.465756	-10.011878
Uggt1	-12.04869	-8.594811
Neurl3	-16.64381	-13.189932
Arid5a	-12.261784	-8.807905
4930403P22Rik	-14.158903	-10.705025
Kansl3	-12.439117	-8.985239
Lman2l	-13.276514	-9.822636
Cnnm4	-14.341225	-10.887346
Cnnm3	-12.837148	-9.383269
Ankrd23	-13.465756	-10.011878
Ankrd39	-12.313077	-8.859199
Sema4c	-13.147303	-9.693424
D430040D24Rik	-14.852051	-11.398172
Fam178b	-14.564368	-11.11049
Cox5b	-9.29909	-5.845213
Actr1b	-11.680965	-8.227087
Tmem131	-12.353351	-8.899472
Gm38115	-15.034372	-11.580494
Vwa3b	-14.6979	-11.244021
Cnga3	-16.64381	-13.189932
Inpp4a	-12.353351	-8.899472
Coa5	-12.439117	-8.985239
Unc50	-11.142551	-7.6886735
Mgat4a	-11.761008	-8.30713
2010300C02Rik	-15.257516	-11.8036375
Tsga10	-13.242613	-9.788734
Lipt1	-14.564368	-11.11049
Mitd1	-12.367144	-8.913265
Mrpl30	-10.486831	-7.032953
Txndc9	-11.3208	-7.866922
Eif5b	-10.215705	-6.761827
Rev1	-12.980248	-9.52637
Aff3	-12.654826	-9.200948
Gm16152	-15.950663	-12.496784
Lonrf2	-14.245914	-10.792036
Chst10	-14.6979	-11.244021
Pdcl3	-10.415299	-6.9614215
Npas2	-12.079462	-8.625584
Rpl31	-9.027526	-5.5736485
Tbc1d8	-13.810596	-10.356718
Cnot11	-13.060291	-9.606413
Rnf149	-13.465756	-10.011878
Creg2	-15.950663	-12.496784
Map4k4	-11.273172	-7.8192945
Il1r2	-16.64381	-13.189932
Gm16894	-16.64381	-13.189932
Il1r1	-11.9803705	-8.526492
Il1rl2	-14.852051	-11.398172
Slc9a2	-15.034372	-11.580494
Mfsd9	-15.950663	-12.496784
Mrps9	-12.166473	-8.712595
Gpr45	-15.950663	-12.496784
Tgfbrap1	-12.95493	-9.501052
8430432A02Rik	-16.64381	-13.189932
AI597479	-12.930238	-9.476359
Fhl2	-12.793662	-9.339784
Nck2	-13.552768	-10.098889
Ecrg4	-12.409703	-8.955825
Uxs1	-12.793662	-9.339784
Tpp2	-12.069099	-8.615221
Gm8251	-14.341225	-10.887346
Tex30	-14.446586	-10.992707
Poglut2	-12.692566	-9.2386875
Bivm	-13.753438	-10.29956
Ercc5	-12.6364765	-9.182598
Gulp1	-11.8075285	-8.35365
Col3a1	-7.7423067	-4.2884293
Col5a2	-10.28944	-6.835562
Wdr75	-12.673518	-9.21964
Slc40a1	-14.341225	-10.887346
Slc39a10	-13.11745	-9.663571
4933411E06Rik	-16.64381	-13.189932
Tmeff2	-12.058843	-8.604964
Gm28320	-14.446586	-10.992707
Gm29325	-15.950663	-12.496784
Cavin2	-11.134421	-7.6805434
1700072G22Rik	-16.64381	-13.189932
Nabp1	-12.532936	-9.079058
Myo1b	-14.245914	-10.792036
Gm31812	-15.950663	-12.496784
Stat1	-12.711985	-9.258106
Gls	-10.904017	-7.4501395
Nab1	-11.345492	-7.8916144
Nemp2	-15.257516	-11.8036375
Mfsd6	-12.673518	-9.21964
Inpp1	-12.395315	-8.941437
Hibch	-12.6364765	-9.182598
1700019D03Rik	-13.006224	-9.552345
Pms1	-16.64381	-13.189932
Ormdl1	-13.810596	-10.356718
Osgepl1	-13.347973	-9.894094
Asnsd1	-12.166473	-8.712595
Dnah7a	-14.852051	-11.398172
Stk17b	-11.345492	-7.8916144
Hecw2	-14.6979	-11.244021
Gtf3c3	-12.90614	-9.452262
Pgap1	-13.424934	-9.971056
Ankrd44	-12.566273	-9.112394
Sf3b1	-10.474199	-7.0203214
Coq10b	-11.282517	-7.8286395
Hspd1	-10.820764	-7.3668857
Hspe1	-10.117315	-6.6634374
Mob4	-11.11042	-7.6565423
Rftn2	-11.456424	-8.002545
Gm10561	-13.311605	-9.857727
Mars2	-14.004753	-10.550875
Plcl1	-12.692566	-9.2386875
1700066M21Rik	-14.446586	-10.992707
Tyw5	-13.242613	-9.788734
Maip1	-12.177902	-8.724024
Spats2l	-11.653378	-8.199499
Kctd18	-13.648078	-10.1942
Sgo2a	-14.852051	-11.398172
Aox1	-12.88261	-9.428732
Aox3	-14.004753	-10.550875
Aox2	-16.64381	-13.189932
Bzw1	-11.019793	-7.5659146
Clk1	-10.853849	-7.3999715
Ppil3	-12.313077	-8.859199
Nif3l1	-13.699371	-10.245493
Orc2	-12.88261	-9.428732
Fam126b	-12.069099	-8.615221
Ndufb3	-10.04394	-6.5900617
Flacc1	-16.64381	-13.189932
Cflar	-11.3208	-7.866922
Casp8	-12.95493	-9.501052
Trak2	-12.058843	-8.604964
Stradb	-13.311605	-9.857727
Tmem237	-12.261784	-8.807905
G730003C15Rik	-15.257516	-11.8036375
Als2	-15.034372	-11.580494
Cdk15	-16.64381	-13.189932
Gm29016	-16.64381	-13.189932
Fzd7	-12.122022	-8.668143
Sumo1	-10.749407	-7.295529
Nop58	-11.723829	-8.269951
Bmpr2	-10.987818	-7.53394
Fam117b	-12.95493	-9.501052
Ica1l	-16.64381	-13.189932
Wdr12	-13.088462	-9.634583
Carf	-14.07886	-10.624982
Nbeal1	-10.501773	-7.047895
