gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
GOBP_RESPONSE_TO_REDOX_STATE,4,Arntl;Npas2;Smpd3;Clock,2.046546,-1.340787,-1.781318,-0.871993,0.705759,0.054649,1.204974,0.012742,-0.591896,0.595249,-0.092202,-0.618379,0.538029
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,4,Rspo1;Arntl;Sost;Slc9a3r1,1.771231,-0.603027,-1.115534,0.087229,1.168204,0.529411,1.882788,0.108329,-0.664203,0.82928,0.302051,-0.342108,1.00086
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,4,Ephb2;Myoc;Wnt4;Cldn1,1.748182,-0.461323,-1.075196,0.186017,-0.077539,-0.797021,0.665622,-1.064629,-1.752492,-0.53029,0.683553,0.141464,1.315845
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,3,Egr3;Myoc;Cldn1,1.665726,-0.033087,-0.789797,0.837102,-0.449266,-1.039999,0.328345,-0.933338,-1.640492,-0.325599,0.732389,-0.017817,1.420319
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,3,Pik3ip1;Myoc;Slc9a3r1,1.59839,0.512603,-0.152971,1.213219,0.647119,0.038474,1.302728,-0.775691,-1.318891,-0.171896,0.822699,0.268719,1.322154
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,3,Pik3ip1;Myoc;Slc9a3r1,1.59839,0.512603,-0.152971,1.213219,0.647119,0.038474,1.302728,-0.775691,-1.318891,-0.171896,0.822699,0.268719,1.322154
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING,3,Pla2g2e;Apoc1;Lpl,1.591297,0.190302,-0.529544,0.985975,-0.148241,-0.727183,0.743728,1.443056,0.719367,2.041469,0.247435,-0.5189,1.1492
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,3,Pla2g2e;Apoc1;Lpl,1.591297,0.190302,-0.529544,0.985975,-0.148241,-0.727183,0.743728,1.443056,0.719367,2.041469,0.247435,-0.5189,1.1492
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,5,Foxf1;Myoc;Wnt4;Prex1;Ndnf,1.569322,0.193997,-0.370906,0.828486,0.171324,-0.369425,0.838849,-0.907333,-1.4256,-0.403717,0.661989,-0.040196,1.36013
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,3,Wnt4;Thbs1;Creb3l1,1.566815,-0.306452,-1.070652,0.530299,0.756517,0.261667,1.257854,-0.810298,-1.32196,-0.333345,0.349813,-0.290295,1.012106
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,3,Wnt4;Thbs1;Creb3l1,1.566815,-0.306452,-1.070652,0.530299,0.756517,0.261667,1.257854,-0.810298,-1.32196,-0.333345,0.349813,-0.290295,1.012106
GOBP_REGULATION_OF_PROTEIN_ACETYLATION,3,Klf15;Arntl;Piwil2,1.550818,-1.037464,-1.805866,-0.281017,0.021747,-0.750421,0.928383,0.513354,-0.35187,1.214088,-0.156883,-0.95952,0.581413
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,3,Cpt1a;Apoc1;Pnpla2,1.543104,0.362173,-0.175966,1.066041,0.018237,-0.512736,0.679475,1.316556,0.632299,1.816122,-0.226548,-0.942521,0.931835
GOBP_CELLULAR_SENESCENCE,3,Cdkn1a;Arntl;Ecrg4,1.52849,-0.774594,-1.3991,-0.128196,0.753896,0.089509,1.277454,0.0889,-0.52244,0.716587,-0.052891,-0.629948,0.778549
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,6,Rasd2;Hsp90aa1;Myoc;Myorg;Thbs1;Tspyl5,1.47561,0.144594,-0.431052,0.781105,0.307284,-0.167904,0.788563,-1.050466,-1.572921,-0.506712,0.425145,-0.054463,0.925884
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,4,Pla2g2e;Apoc1;Lpl;Dgat2,1.465853,0.276297,-0.30378,1.052188,-0.301598,-0.793665,0.404779,1.164255,0.515307,1.815635,0.291449,-0.47737,1.059711
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,4,Serpine1;Wnt4;Spp1;Thbs1,1.456754,0.101389,-0.609575,0.859974,0.640189,-0.000429,1.177809,-0.816565,-1.314073,-0.287243,0.605262,-0.053477,1.320282
