gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
Thyroid hormone signaling pathway,9,Atp1b1;Myc;Slc16a10;Rcan1;Pik3r3;Wnt4;Plcb1;Thra;Itgb3,0.421084,-0.40614,-0.660011,-0.108261,-0.041348,-0.266522,0.212303,-0.030682,-0.313777,0.246824,0.014945,-0.267337,0.280947
Longevity regulating pathway,11,Hspa1a;Hspa1b;Foxo3;Adcy7;Creb3l1;Cryab;Atf4;Irs2;Eif4ebp1;Hspa8;Pik3r3,0.38185,-0.419386,-0.618505,-0.255065,-0.238286,-0.388058,-0.057611,-0.160342,-0.382041,0.009977,-0.037536,-0.179865,0.10832
TGF-beta signaling pathway,17,Tgfb3;Tgfb2;Bmp2;Id1;Bambi;Id3;Id2;Id4;Myc;Lefty1;Cdkn2b;Inhbb;Smad7;Smad6;Dcn;Fmod;Thbs1,0.362648,-0.34089,-0.52632,-0.173076,0.021758,-0.132387,0.158861,-0.192771,-0.389959,-0.031158,-0.046177,-0.18382,0.101504
Estrogen signaling pathway,19,Hspa1a;Fkbp5;Fkbp4;Hspa1b;Adcy7;Hsp90b1;Creb3l1;Atf4;Jun;Hsp90aa1;Hspa8;Krt18;Rara;Pik3r3;Fos;Hbegf;Plcb1;Hsp90ab1;Gnai1,0.34696,-0.302502,-0.422019,-0.162102,-0.165732,-0.278961,-0.041377,-0.112108,-0.239779,0.041652,0.044458,-0.060673,0.173757
Non-alcoholic fatty liver disease (NAFLD),9,Fas;Ndufv3;Xbp1;Atf4;Irs2;Jun;Pik3r3;Socs3;Ddit3,0.321092,-0.283409,-0.482248,-0.104769,0.021771,-0.173976,0.182744,-0.012685,-0.20511,0.186424,0.037682,-0.14339,0.230161
Terpenoid backbone biosynthesis,6,Fdps;Idi1;Hmgcs2;Hmgcs1;Hmgcr;Mvd,0.320054,-0.311755,-0.531102,-0.057338,0.008299,-0.326127,0.332957,-0.184135,-0.496579,0.110229,-0.069671,-0.344707,0.17033
Wnt signaling pathway,14,Wnt5a;Bambi;Myc;Serpinf1;Fzd4;Jun;Axin2;Wnt16;Wnt4;Cacybp;Daam1;Plcb1;Camk2b;Rspo3,0.319084,-0.296239,-0.516666,-0.097172,-0.03844,-0.248337,0.150986,-0.075205,-0.266134,0.114255,0.022845,-0.173476,0.219445
cAMP signaling pathway,22,Adcy7;Creb3l1;Ppp1r1b;Hhip;Sox9;Jun;Adrb1;Fos;Ptger3;Gnai1;Npy1r;Atp1b1;Cacna1d;Bdnf;Htr1b;Nfkbia;Pik3r3;Pde4b;Drd1;Tshr;Camk2b;Tnni3,0.306277,0.057204,-0.121906,0.285144,-0.249074,-0.388418,-0.1101,-0.073777,-0.236768,0.097436,-0.007739,-0.187723,0.145638
Notch signaling pathway,3,Maml3;Aph1a;Hes1,0.290154,-0.132124,-0.601909,0.198193,-0.342817,-0.641813,-0.021099,-0.13734,-0.502582,0.167553,-0.052663,-0.534064,0.313556
Oxytocin signaling pathway,14,Adcy7;Cacnb2;Rcan1;Cacna1d;Eef2k;Rgs2;Jun;Fos;Plcb1;Cdkn1a;Camk2b;Gnai1;Mylk4;Ptgs2,0.276862,-0.256713,-0.40154,-0.097843,-0.008417,-0.174999,0.132882,0.00995,-0.173767,0.144922,0.020149,-0.111725,0.205713
Hippo signaling pathway,18,Tgfb3;Tgfb2;Wnt5a;Serpine1;Myc;Ccn2;Fzd4;Smad7;Rassf2;Rassf4;Axin2;Wnt16;Bmp2;Id1;Id2;Limd1;Wnt4;Wtip,0.240674,-0.24407,-0.39094,-0.068377,-0.070231,-0.228508,0.101672,-0.109149,-0.264651,0.083058,-0.003396,-0.16795,0.154202
MAPK signaling pathway,38,Ereg;Mapk12;Hspa1a;Hspa1b;Myc;Kitl;Atf4;Pdgfc;Pdgfb;Cd14;Jun;Dusp1;Vegfd;Dusp8;Mecom;Fos;Kit;Tgfb3;Tgfb2;Cdc25b;Fas;Mapkapk3;Csf1;Map3k6;Cacnb2;Efna1;Fgfr2;Cacna1d;Nr4a1;Angpt4;Angpt2;Bdnf;Hspa8;Dusp16;Hspb1;Dusp10;Mknk2;Ddit3,0.198013,-0.226572,-0.360969,-0.081254,-0.102447,-0.195787,0.020118,-0.108892,-0.209094,0.006331,-0.028559,-0.137765,0.069409
Melanogenesis,11,Wnt5a;Adcy7;Creb3l1;Fzd4;Kitl;Wnt16;Wnt4;Kit;Plcb1;Camk2b;Gnai1,0.171294,-0.203931,-0.380777,-0.033068,-0.032637,-0.260198,0.153786,-0.063704,-0.282527,0.123706,-0.074711,-0.335441,0.139679
PI3K-Akt signaling pathway,38,Ereg;Gng2;Creb3l1;Myc;Kitl;Atf4;Pdgfc;Pdgfb;Gng10;Vegfd;Tlr2;Sgk1;Kit;Cdkn1a;Csf1;Tnc;Foxo3;Hsp90b1;Tnr;Efna1;Il4ra;Col6a6;Fgfr2;Eif4ebp1;Nr4a1;Itga1;Angpt4;Hsp90aa1;Angpt2;Itga4;Bdnf;Cdk6;Pik3r3;Vwf;Hsp90ab1;Lama2;Itgb3;Thbs1,0.145647,-0.10963,-0.239225,-0.004965,-0.003757,-0.094637,0.112395,0.027895,-0.084662,0.138855,-0.117752,-0.247915,-0.029322
