gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
GOBP_FORELIMB_MORPHOGENESIS,3,Msx2;Tfap2b;Zbtb16,2.281174,1.397046,0.76371,1.962241,-0.364761,-0.944943,0.23682,-0.08797,-0.682467,0.375366,-0.884129,-1.453439,-0.242522
GOBP_HINDLIMB_MORPHOGENESIS,3,Msx2;Tfap2b;Zbtb16,2.281174,1.397046,0.76371,1.962241,-0.364761,-0.944943,0.23682,-0.08797,-0.682467,0.375366,-0.884129,-1.453439,-0.242522
GOBP_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,3,Drd1;Rasd2;Ptgs2,1.507429,0.335233,-0.387795,0.958444,-1.172196,-1.7315,-0.466175,-0.263706,-0.687943,0.236662,-0.038786,-0.607394,0.554719
GOBP_REGULATION_OF_ENDOCRINE_PROCESS,3,Cry1;Inhbb;Nkx3-1,1.473144,-0.210228,-0.554243,0.158901,0.585729,0.171042,1.025087,-0.887415,-1.459383,-0.226979,-0.148011,-0.549199,0.280842
GOBP_RESPONSE_TO_REDOX_STATE,4,Vasn;Arntl;Npas2;Clock,1.447774,-0.900535,-1.255318,-0.595802,0.547239,0.158897,0.861567,0.099108,-0.270908,0.456961,-0.343368,-0.720294,0.032261
GOBP_RESPONSE_TO_INTERFERON_ALPHA,3,Ifitm3;Gata3;Ifit3,1.447332,0.604283,0.23149,1.017049,0.019239,-0.453039,0.310959,-0.843049,-1.307821,-0.313093,-0.064341,-0.404489,0.227873
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,3,Arntl;Nkx6-1;Clock,1.399065,-0.757544,-1.139623,-0.406294,0.641521,0.246108,0.941242,0.013319,-0.49711,0.410058,-0.347075,-0.74587,0.031182
GOBP_STEROID_HORMONE_SECRETION,3,Cry1;Nkx3-1;Fzd4,1.323401,-0.092818,-0.473662,0.349283,0.542028,0.057915,0.954333,-0.781373,-1.243404,-0.398581,-0.153535,-0.465424,0.187046
GOBP_LIPID_EXPORT_FROM_CELL,3,Cry1;Nkx3-1;Fzd4,1.323401,-0.092818,-0.473662,0.349283,0.542028,0.057915,0.954333,-0.781373,-1.243404,-0.398581,-0.153535,-0.465424,0.187046
GOBP_ENDOCRINE_HORMONE_SECRETION,5,Cry1;Gata3;Inhbb;Nkx3-1;Fzd4,1.308603,-0.144043,-0.520117,0.261555,0.450914,0.071648,0.756141,-0.857689,-1.300163,-0.358271,-0.046339,-0.356517,0.276502
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE,3,Cdkn1a;Arntl;Wnt16,1.249788,-0.660449,-0.986265,-0.362282,0.589339,0.218326,0.909873,0.188404,-0.153168,0.53923,-0.331882,-0.764519,0.129661
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,3,Gnai1;Hspa1a;Hspa1b,1.236418,-1.158417,-1.494573,-0.777741,-0.582478,-0.875232,-0.290623,-0.456819,-0.926034,0.048628,0.078,-0.253061,0.39562
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,4,Drd1;Htr2a;Ppp1r1b;Homer2,1.217258,0.479459,0.033214,0.962559,-0.737799,-1.145332,-0.269323,-0.2164,-0.620804,0.378132,-0.098817,-0.572674,0.37006
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,3,Fkbp4;Hspa1a;Hspa1b,1.184231,-1.173346,-1.476918,-0.799066,-0.552547,-0.900726,-0.160126,-0.494187,-0.892357,0.02581,0.010885,-0.329015,0.353777
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,3,Hspa1a;Hspa1b;Nfkbia,1.178373,-1.070252,-1.451489,-0.549223,-0.595517,-0.897032,-0.21341,-0.393374,-0.829849,0.051532,0.108121,-0.221509,0.41994
GOBP_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,5,Dnajb2;Hspa1a;Hspa1b;Dnajb1;Dnaja4,1.150711,-1.142375,-1.382475,-0.711013,-0.546287,-0.824147,-0.259546,-0.403143,-0.723539,-0.037237,0.008336,-0.226685,0.234745
GOBP_MATING_BEHAVIOR,3,Drd1;Thra;Ppp1r1b,1.057735,0.273128,-0.431465,0.781664,-0.784607,-1.292087,-0.184825,0.047711,-0.399736,0.498972,-0.207014,-0.892155,0.399918
GOBP_MATING,3,Drd1;Thra;Ppp1r1b,1.057735,0.273128,-0.431465,0.781664,-0.784607,-1.292087,-0.184825,0.047711,-0.399736,0.498972,-0.207014,-0.892155,0.399918
GOBP_HEAT_ACCLIMATION,3,Hspa1a;Hspa1b;Hsbp1l1,1.045234,-1.098413,-1.608877,-0.476591,-0.588859,-1.015618,-0.155224,-0.52981,-0.99756,0.055582,-0.053179,-0.478821,0.345194
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,4,Drd1;Glul;Ptgs2;Tnr,1.017303,0.296911,-0.345376,0.782083,-0.720392,-1.199321,-0.276098,-0.174348,-0.607943,0.224846,-0.215181,-0.583272,0.229982
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,4,Unc5b;Hspa1a;Hspa1b;Pf4,1.011167,-0.985242,-1.376424,-0.499077,-0.474648,-0.809121,0.036379,-0.494665,-0.885432,0.005058,0.025925,-0.325818,0.319961
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,4,Unc5b;Hspa1a;Hspa1b;Pf4,1.011167,-0.985242,-1.376424,-0.499077,-0.474648,-0.809121,0.036379,-0.494665,-0.885432,0.005058,0.025925,-0.325818,0.319961
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR,3,Npas2;Shld2;Spire1,1.002859,-0.630698,-1.000247,-0.238414,0.372161,-0.050023,0.70578,0.073423,-0.213267,0.347121,0.003252,-0.463776,0.424096
GOBP_ANION_HOMEOSTASIS,3,Ckb;Cyb561;Tfap2b,0.997026,0.711707,0.108843,1.221254,-0.156892,-0.510158,0.25387,-0.143794,-0.555141,0.18603,-0.285319,-0.750696,0.404205
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,4,Drd1;Atp1b1;Wnk4;Actn2,0.996313,0.208978,-0.483125,0.698717,-0.787334,-1.228929,-0.321729,-0.071131,-0.498411,0.35189,0.04317,-0.423594,0.430815
GOBP_RESPONSE_TO_GLUCAGON,3,Cdo1;Cry1;Hmgcs2,0.993359,0.130277,-0.261126,0.470718,0.247475,-0.173692,0.648015,-0.745884,-1.024262,-0.406599,-0.105458,-0.338367,0.124456
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,6,Dnajb2;Hspa1a;Hspa1b;Dnajb1;Dnaja4;Sncaip,0.987929,-1.004401,-1.22442,-0.650571,-0.417178,-0.670886,-0.175349,-0.341798,-0.656735,0.041345,-0.016473,-0.252131,0.198994
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,3,Plk2;Gata3;C3,0.961712,-0.017265,-0.543685,0.477549,0.057458,-0.38733,0.365775,-0.617771,-1.08076,-0.146314,0.343941,-0.049662,0.725236
GOBP_INTERLEUKIN_13_PRODUCTION,3,Gata3;Tnfrsf21;Rara,0.949358,0.201292,-0.345483,0.652449,-0.261653,-0.684002,0.382489,-0.748066,-1.134194,-0.271307,-0.015663,-0.548413,0.475248
GOBP_INTERLEUKIN_5_PRODUCTION,3,Gata3;Tnfrsf21;Rara,0.949358,0.201292,-0.345483,0.652449,-0.261653,-0.684002,0.382489,-0.748066,-1.134194,-0.271307,-0.015663,-0.548413,0.475248
GOBP_SKELETAL_MUSCLE_CONTRACTION,5,Nr4a1;Slc8a3;Tnnc1;Tnni3;Tcap,0.94696,0.372605,-0.10933,0.793544,-0.574355,-1.026753,-0.227262,-0.25932,-0.619333,0.142854,0.152989,-0.241078,0.543614
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,3,Gata3;Lag3;Homer2,0.929021,0.211778,-0.442887,0.781319,-0.096654,-0.598015,0.51196,-0.717243,-1.351092,-0.172903,0.024176,-0.483172,0.499891
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY,3,Angptl4;Por;Rgs2,0.922353,0.636089,0.138928,1.034687,0.105232,-0.246541,0.455902,-0.286263,-0.698476,0.147534,-0.150468,-0.539476,0.293119
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,3,Cry1;Dusp1;Rnaseh2b,0.919003,0.055782,-0.301931,0.464356,0.259176,-0.10928,0.621215,-0.659827,-1.00157,-0.263634,0.071904,-0.229807,0.36613
GOBP_INCLUSION_BODY_ASSEMBLY,7,Dnajb2;Hspa1a;Hspa1b;Dnajb1;Dnaja4;Bag3;Sncaip,0.918608,-0.921941,-1.158553,-0.54152,-0.408859,-0.649406,-0.169284,-0.306432,-0.590977,0.004381,-0.003333,-0.208416,0.176203
