gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
REACTOME_HEME_SIGNALING,4,Nr1d1;Arntl;Clock;Npas2,1.245139,-0.892781,-1.346086,-0.540048,0.352358,-0.099432,0.642364,0.286657,-0.095321,0.626915,-0.295572,-0.656284,0.075401
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,3,Pcsk5;Angptl4;Lpl,1.221177,0.833055,0.335218,1.29466,0.310984,-0.271356,0.720053,-0.388122,-0.820382,0.083781,-0.252524,-0.616743,0.113436
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,3,Pcsk5;Angptl4;Lpl,1.221177,0.833055,0.335218,1.29466,0.310984,-0.271356,0.720053,-0.388122,-0.820382,0.083781,-0.252524,-0.616743,0.113436
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,5,Dync1i2;Cenpa;Cdc20;Cdca8;Spc24,1.018732,0.327983,-0.087705,0.922091,-0.256049,-0.692461,0.190651,0.352185,-0.046134,0.65345,-0.666547,-1.050125,-0.248822
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,5,Dync1i2;Cenpa;Cdc20;Cdca8;Spc24,1.018732,0.327983,-0.087705,0.922091,-0.256049,-0.692461,0.190651,0.352185,-0.046134,0.65345,-0.666547,-1.050125,-0.248822
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,3,Ngef;Arhgef26;Net1,0.91868,0.521695,0.107287,1.014196,-0.396985,-0.917295,0.062934,-0.091891,-0.581691,0.362886,0.086435,-0.31634,0.495285
REACTOME_NEUREXINS_AND_NEUROLIGINS,5,Epb41l2;Homer2;Epb41;Syt12;Lrrtm3,0.833679,0.377182,-0.033693,0.867398,-0.375902,-0.846334,-0.014905,-0.456497,-0.815798,-0.153381,0.023545,-0.406535,0.448394
REACTOME_SIGNAL_AMPLIFICATION,4,Gnai1;Gna14;Gng2;Gng10,0.825617,0.51119,0.056461,0.933997,0.143478,-0.236379,0.497159,-0.314428,-0.615509,0.072212,-0.205475,-0.640025,0.235164
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,5,Gata3;Dock10;Kif20b;Dock5;Wee1,0.822217,0.553057,0.212521,1.015029,-0.043201,-0.473078,0.36235,-0.26916,-0.605831,0.115998,0.035145,-0.229088,0.336394
REACTOME_ONCOGENIC_MAPK_SIGNALING,6,Camk2b;Vwf;Dusp16;Dusp10;Dusp8;Itgb3,0.818243,-0.559079,-0.899966,-0.192598,0.004248,-0.249393,0.26295,0.259164,-0.057802,0.586342,-0.160767,-0.527807,0.096824
REACTOME_PROTEIN_FOLDING,4,Gna14;Sphk1;Gng2;Gng10,0.791697,0.509979,0.085473,0.963755,-0.015418,-0.473744,0.415092,-0.228083,-0.589859,0.225799,-0.281718,-0.771274,0.183305
REACTOME_STRIATED_MUSCLE_CONTRACTION,5,Actn2;Tnnc1;Tnnt2;Tnni3;Tcap,0.779263,0.282644,-0.216648,0.673006,-0.496619,-0.872751,-0.07172,-0.264228,-0.661216,0.100395,0.141761,-0.228247,0.486844
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,3,Plaur;Serpine1;Plau,0.769245,-0.481343,-1.030328,-0.109769,-0.178743,-0.585956,0.360848,0.287902,-0.132222,0.729949,0.105527,-0.317978,0.458615
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,6,Egr2;Klf4;Angptl4;Cebpb;Lpl;Cebpd,0.754481,0.37537,-0.086871,0.770457,0.048848,-0.238149,0.371125,-0.379111,-0.6085,-0.111447,-0.004185,-0.275437,0.184797
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,6,Ip6k2;Samhd1;Ifit3;Ifitm3;Socs3;Irf7,0.740525,0.472653,0.209991,0.773101,-0.187425,-0.474917,0.107569,-0.230928,-0.487036,0.06436,-0.267871,-0.561217,0.007321
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,6,Pcsk5;Ldlr;Nceh1;Angptl4;Lpl;Apobr,0.631571,0.369189,0.027457,0.703544,0.142975,-0.201348,0.488988,-0.262382,-0.514743,0.057225,-0.211481,-0.486159,0.045736
REACTOME_HSF1_ACTIVATION,9,Fkbp4;Hsp90aa1;Hsp90ab1;Hspb1;Hsph1;Dnajb1;Tnfrsf21;Hspa1b;Hspa1a,0.631008,-0.571372,-0.760671,-0.308381,-0.475811,-0.67255,-0.267538,-0.315945,-0.539183,-0.094503,0.059636,-0.143471,0.243206
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,6,Smad7;Serpine1;Myc;Cdkn2b;Ubc;Uba52,0.62957,-0.451839,-0.739441,-0.121313,0.076067,-0.18067,0.297599,0.177731,-0.146702,0.492516,0.110786,-0.083217,0.340116
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,6,Smad7;Serpine1;Myc;Cdkn2b;Ubc;Uba52,0.62957,-0.451839,-0.739441,-0.121313,0.076067,-0.18067,0.297599,0.177731,-0.146702,0.492516,0.110786,-0.083217,0.340116
REACTOME_RHO_GTPASE_EFFECTORS,11,Pak3;Dync1i2;Daam1;Pfn1;Wasf1;Cenpa;Cdc20;Cdca8;Rhoc;Spc24;Prc1,0.627102,0.315705,0.052934,0.621517,-0.194383,-0.472272,0.107467,0.29848,0.088556,0.487182,-0.311397,-0.556203,-0.01543
REACTOME_ATTENUATION_PHASE,10,Fkbp4;Hsp90aa1;Hsp90ab1;Hspb1;Hspa8;Hsph1;Dnajb1;Tnfrsf21;Hspa1b;Hspa1a,0.614026,-0.552802,-0.73519,-0.311333,-0.450408,-0.616141,-0.236268,-0.291548,-0.497089,-0.080891,0.061225,-0.102178,0.236067
REACTOME_MITOTIC_PROMETAPHASE,8,Dync1i2;Hsp90aa1;Cenpa;Cdc20;Haus8;Cdca8;Smc2;Spc24,0.608236,0.195763,-0.092566,0.567948,-0.164707,-0.4751,0.176064,0.233659,-0.029155,0.443281,-0.374577,-0.61521,-0.080806
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,6,Nr4a1;Thra;Nr1d1;Rara;Nr4a2;Nr1d2,0.603946,-0.271331,-0.553809,-0.040439,-0.388045,-0.648967,-0.11152,0.080171,-0.173075,0.324273,0.215901,-0.150946,0.633508
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,5,Rgs17;Adcy7;Gnai1;Gng2;Gng10,0.600377,0.410339,0.092696,0.751779,-0.190038,-0.487165,0.095756,-0.020508,-0.268533,0.258097,-0.183959,-0.502945,0.132149
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,12,Fkbp4;Hspa5;St13;Hspb1;Hspa8;Hsph1;Dnajb1;Tnfrsf21;Bag3;Hspa4l;Hspa1b;Hspa1a,0.585904,-0.537571,-0.709961,-0.318267,-0.390173,-0.564148,-0.157871,-0.255215,-0.441568,-0.029156,0.048333,-0.159833,0.217832
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,3,Hsp90aa1;Cav1;Cygb,0.585355,-0.525595,-0.885101,-0.094426,-0.171084,-0.529454,0.157102,-0.196851,-0.543721,0.183685,0.05976,-0.274329,0.363694
REACTOME_ENOS_ACTIVATION,3,Hsp90aa1;Cav1;Cygb,0.585355,-0.525595,-0.885101,-0.094426,-0.171084,-0.529454,0.157102,-0.196851,-0.543721,0.183685,0.05976,-0.274329,0.363694
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,7,Bambi;Smad7;Serpine1;Myc;Cdkn2b;Ubc;Uba52,0.578762,-0.43403,-0.692856,-0.156719,0.043205,-0.201543,0.244,0.144732,-0.153638,0.412296,0.126283,-0.048125,0.323052
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,7,Ngef;Arhgef26;Adra1a;Rhoc;Net1;Gng2;Gng10,0.557248,0.392499,0.142676,0.646221,-0.164749,-0.458933,0.144989,-0.01178,-0.27634,0.267016,-0.081332,-0.421279,0.177177
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,7,Epb41l2;Homer2;Ntrk3;Ptprd;Epb41;Syt12;Lrrtm3,0.547336,0.211134,-0.10373,0.550517,-0.251217,-0.559526,0.058949,-0.336201,-0.635399,-0.090779,0.003623,-0.322658,0.333341
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,12,Fkbp4;Dync1i2;Hsp90aa1;Dnaja1;Fkbp5;Hsp90ab1;Hspa8;Dnajb1;Dnaja4;Stip1;Hspa1b;Hspa1a,0.543193,-0.525848,-0.659419,-0.338453,-0.423573,-0.605138,-0.24874,-0.238808,-0.431982,0.000331,0.017345,-0.169641,0.151614
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,12,Fkbp4;Camk2b;Hsp90aa1;Hsp90ab1;Hspb1;Cryab;Hspa8;Hsph1;Dnajb1;Tnfrsf21;Hspa1b;Hspa1a,0.527452,-0.518215,-0.674276,-0.271174,-0.371253,-0.536356,-0.183735,-0.176851,-0.369748,0.063624,0.009237,-0.194534,0.194241
REACTOME_CELL_CYCLE_CHECKPOINTS,10,Dync1i2;Psmd9;Cenpa;Cdc20;Cdkn1a;Cdca8;Ubc;Spc24;Wee1;Uba52,0.521469,0.22944,-0.017412,0.489732,-0.113561,-0.353618,0.164295,0.205124,0.014064,0.397932,-0.292029,-0.537249,-0.060306
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,3,Dcn;Vcan;Sdc3,0.516426,0.029891,-0.328244,0.460292,-0.054095,-0.387418,0.285312,-0.486535,-0.879505,-0.133445,-0.049969,-0.365068,0.27724
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,4,Dcn;Vcan;Sdc3;Ndst3,0.500688,0.06011,-0.341238,0.480046,-0.02719,-0.340939,0.349096,-0.440578,-0.801689,-0.152304,-0.038538,-0.32362,0.262055
REACTOME_M_PHASE,12,Dync1i2;Hsp90aa1;Psmd9;Cenpa;Cdc20;Haus8;Lpin3;Cdca8;Smc2;Ubc;Spc24;Uba52,0.489418,0.119614,-0.090568,0.42091,-0.064644,-0.271271,0.176594,0.197697,-0.00883,0.362578,-0.291722,-0.466989,-0.048859
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,16,Fkbp4;Hspa5;Camk2b;Hsp90aa1;Hsp90ab1;St13;Hspb1;Cryab;Hspa8;Hsph1;Dnajb1;Tnfrsf21;Bag3;Hspa4l;Hspa1b;Hspa1a,0.483852,-0.470748,-0.594635,-0.282543,-0.307871,-0.463293,-0.127735,-0.147514,-0.316357,0.054719,0.013103,-0.140958,0.17657
REACTOME_SIGNALING_BY_MAPK_MUTANTS,3,Dusp16;Dusp10;Dusp8,0.4774,-0.417905,-0.739997,-0.052983,-0.026053,-0.363245,0.288654,0.007242,-0.391106,0.405177,0.059495,-0.23096,0.374213
REACTOME_ELASTIC_FIBRE_FORMATION,6,Eln;Tgfb2;Lox;Tgfb3;Bmp2;Itgb3,0.438056,-0.346984,-0.583749,-0.130356,0.073848,-0.141836,0.306224,0.091072,-0.260621,0.366973,-0.127605,-0.409702,0.09082
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,3,Hsp90aa1;Hsph1;Hyou1,0.431937,-0.389794,-0.736056,-0.066599,-0.110688,-0.442891,0.245232,-0.043469,-0.454172,0.326584,0.042143,-0.24262,0.341226
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,7,Idi1;Sqle;Hmgcs1;Hmgcr;Fdps;Mvd;Insig1,0.430554,-0.443358,-0.691384,-0.246655,-0.045224,-0.323415,0.27897,-0.189103,-0.491753,0.107776,-0.012804,-0.203834,0.172832
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,3,Hes1;Smad6;Rbm14,0.427111,-0.590168,-0.865737,-0.276199,-0.163058,-0.431662,0.177749,-0.455343,-0.869661,-0.084907,-0.171791,-0.575749,0.24031
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,12,Bambi;Smad7;Serpine1;Bmp2;Myc;Smad6;Acvrl1;Cdkn2b;Ubc;Inhbb;Grem2;Uba52,0.412543,-0.399112,-0.625851,-0.15707,0.01343,-0.148833,0.181716,-0.124726,-0.376716,0.121562,0.000141,-0.141002,0.130562
