gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
NR1I2 (human),63,Rfx2;Psmd9;Pkig;Tmc7;Mrpl27;Prrx2;Rnft1;Fam13a;Hsp90aa1;Prc1;Tspan15;Rsad1;Epb41;Herc3;Aimp2;Cd14;Ide;Socs2;Bbs5;Lax1;Plvap;Nexn;Myocd;Rbm14;Spata24;Hnrnpm;Tef;Parl;Serpinf1;Cyp1b1;Nr1d1;Gipc2;Angptl4;Adamtsl5;Sema4a;Rbbp4;Usp2;Efhb;Dnajb1;Xirp1;Selenbp1;P2rx5;Uba52;Cebpd;Lsp1;Prr5l;Adamts8;Arrdc2;Dpf1;Pdk4;Krt18;Nqo1;Faim2;Gdf15;Cdk2ap1;Hist1h2ae;Manba;Stil;Axin2;Idi1;Cldn7;Palld;Ddit3,0.242968,0.134628,0.043724,0.256103,-0.078178,-0.179907,0.00919,-0.021337,-0.108366,0.073568,-0.10834,-0.197905,-0.016602
KLF4 (human),91,Ngef;Hes1;Hes6;Gbp5;Klf12;Hyou1;Cryab;Pdgfb;Epb41l2;Dusp8;Bhlhe40;Pgm2l1;Lag3;Prrx2;Rasl10b;Zbtb16;Cdc25b;Ly6e;Slc25a34;Hr;Kcnd3;Gmnn;Pim3;Marcksl1;Ntrk3;Cirbp;Mfsd10;Mapk12;Ppp1r1b;Wnk4;Rcor2;Ifi30;Tspan4;Rrad;Tcap;Nxph3;Asb10;Inhbb;Irf7;Rbm24;Prr7;Cck;Asb2;Serpine1;Flrt1;Mthfr;Nr1d1;Nr1d2;Pax1;Cyb561;Rnf152;Timp1;Dhrs3;Gpr146;Adamtsl5;Sema5a;Dgkd;Sbsn;Igfbp6;Mamstr;Fam107a;Abhd11;Ccdc42;Dnajb1;Phactr3;Selenbp1;Cebpb;Lsp1;Haus8;Tnni3;Hsbp1l1;Pfn1;Cbfa2t3;Dpf1;Igsf8;Acvrl1;Adrb1;Mapre2;Tgfbi;Nol3;Ephx1;Nr4a2;Efna1;Espn;Nr4a1;Hspb7;Dbp;Lonrf1;Cldn7;Thra;Camk2b,0.242378,0.026982,-0.057672,0.111607,-0.215396,-0.301319,-0.139718,-0.033325,-0.103772,0.023809,-0.118253,-0.208807,-0.013724
ETV4 (mouse),68,Dpysl2;Sphk1;Mmp14;Trim58;Kcnk3;Itgb3;Cnksr3;Tcap;Iigp1;Htra4;Lasp1;Grk5;Atf7ip;Tef;Fbxl22;Kitl;Usp2;C1qtnf7;Hmgcs2;Angpt2;Lyz2;Phactr3;Adamts8;Apcdd1;Ifit3;Tlr2;Hist1h2ae;Clock;Hlf;Stard4;Upb1;Gbp5;Abtb2;Bdnf;Aph1a;Ppp1r3a;Ctps;Arsg;Anln;Ide;Socs2;Per1;Ndrg1;Capn3;Pak3;Pak6;Parl;St13;Agtr1a;Trim2;Fmo3;Sema4a;Phlda1;Enkur;Grb14;Acss1;Slc15a2;Cyp4f14;Rhobtb1;Txnrd3;Glrx;Tsc22d3;Rpusd4;Sgk1;Npy1r;Espn;Ect2l;Nfkbia,0.237052,0.109603,0.00316,0.209701,-0.127449,-0.221389,-0.025637,-0.053428,-0.161152,0.044178,-0.102191,-0.206229,-0.005051
FOXO3A (mouse),21,Wsb1;Hnrnpm;Flrt1;Trim2;Atad2;Sema4a;Eif4ebp1;Dusp18;Dnajb2;Acp6;Eif4a1;Tmem50b;Csdc2;Socs3;Socs2;Lax1;Capn3;Arid5a;Chchd10;Lox;Irf7,0.23185,0.048488,-0.110368,0.217472,-0.005569,-0.153968,0.17025,-0.068273,-0.220637,0.074508,-0.183362,-0.348022,-0.048113
XBP1 (human),19,Cd9;Micall2;Fos;Fmod;Sap30;Hat1;Rnft1;Rhobtb1;C1qtnf7;Lbh;Dnaja4;Wdr6;Xbp1;Gdpd5;Hsd17b7;Hspa5;Tbc1d1;Thra;Rnd3,0.225675,-0.209632,-0.358252,-0.06668,0.016042,-0.114974,0.170937,-0.036368,-0.225761,0.133751,0.011123,-0.122417,0.133571
USF1 (mouse),46,Upb1;Klf15;Tmc7;Wtip;Bik;Cdc25b;Olfr330;Osgin1;Tnfrsf21;Trim58;Kcnk1;Crybg3;Unc5b;Upp2;Tmem86a;Dpep1;Arhgef26;Tef;Hspa1a;Asb2;Hspa4l;Gramd1c;Col23a1;Sema4a;Ckm;Pf4;Dgkh;Lancl3;Serinc3;Dnajb4;Dnaja4;Lsp1;Hist1h4c;Akap5;Klhdc8b;Maged2;Patz1;Krt18;Aldoa;Sgk1;Tgfb2;Tgfbi;Rasd2;Manba;Lpin3;Il15ra,0.219629,0.033177,-0.102876,0.167025,-0.186451,-0.285178,-0.076363,-0.017757,-0.125458,0.106878,-0.087006,-0.189823,0.029126
NR2F1 (mouse),43,Pcdhga10;Dusp1;Bhlhe40;Jam2;Pfkfb3;Eif4ebp1;Bdnf;Ahsa2;Unc5b;Dclk1;Tspan4;Hivep3;Anln;Id1;Nfil3;Pak3;Narf;Tnfaip6;Cry1;Mvd;Hmgcr;Hnrnpm;Phf19;Gramd1c;Btg1;Cdkn1a;Slc8a3;Snrpn;Sbsn;Ablim1;Ppef1;Rcan1;Spire1;C1qtnf7;Dnajb2;Smpdl3b;Manf;Gpm6b;Ifit3;Pdk4;Dock5;Tiparp;Mlph,0.213614,0.042792,-0.058809,0.169094,-0.005548,-0.108503,0.093363,-0.170822,-0.278234,-0.071357,0.00149,-0.094457,0.093986
RORB (mouse),43,Pcdhga10;Dusp1;Bhlhe40;Jam2;Pfkfb3;Eif4ebp1;Bdnf;Ahsa2;Unc5b;Dclk1;Hivep3;Tspan4;Anln;Id1;Nfil3;Pak3;Narf;Tnfaip6;Cry1;Mvd;Hmgcr;Hnrnpm;Phf19;Gramd1c;Btg1;Cdkn1a;Slc8a3;Snrpn;Sbsn;Ablim1;Ppef1;Rcan1;Spire1;C1qtnf7;Dnajb2;Smpdl3b;Manf;Gpm6b;Ifit3;Pdk4;Dock5;Tiparp;Mlph,0.213614,0.042792,-0.058809,0.169094,-0.005548,-0.108503,0.093363,-0.170822,-0.278234,-0.071357,0.00149,-0.094457,0.093986
AHR (human),80,Optc;Cdca8;Hsph1;Bhlhe41;Dgat2;Mbd2;Fabp3;Cenpa;Sap30;Foxo3;Rnft1;Kcnd3;Bmf;Hsp90aa1;Me3;Cdc40;Itgb3;Ppp1r3b;Egr2;Aimp2;Rcor2;Tspan4;Tfap4;Id1;Nrn1;Ccdc107;Pcsk4;Sec14l1;Nfil3;Herpud1;Mnt;Scara5;Lax1;Capn3;Cytl1;Myocd;Vcan;Pik3r3;Fam71a;Tbc1d1;Gfod1;Cry1;Hmgcr;Cygb;Myc;St3gal5;Tnnc1;Pawr;Cyb561;Rara;Angptl4;Adamtsl5;Phlda1;Mamstr;Pitpnm2;Spire1;Phactr3;Drd1;Wasf1;Irx3;Dnaja4;Slc24a4;Lsp1;Tmem50b;Tnnt2;Ifit3;Adrb1;Npy1r;Tgfbi;S1pr3;Manba;Smad7;Efna1;Fgfr2;Slc4a8;Ddit3;Spry1;Hlf;Camk2b;Chchd6,0.213536,0.074008,-0.022221,0.18029,-0.033302,-0.118134,0.053237,-0.139527,-0.231098,-0.066349,-0.064837,-0.172807,0.01055
PITX1 (human),49,Atf3;Psmd9;Baz1a;Pkig;Zbtb8a;Tmc7;Lars2;Prrx2;Hat1;Rnft1;Gmnn;Eif4ebp1;Aph1a;Rsad1;Cdc20;Mia;Cd14;Ube2g1;Anln;Sec14l1;Spc24;Pnpla2;Herpud1;Fdps;Nav2;Gpcpd1;Trib3;Samhd1;Hnrnpm;Parl;Serpinf1;Bloc1s1;Timp1;Lpcat2;Fkbp5;Slc15a2;Ppef1;Cacnb2;Efhb;Uba52;Smpdl3b;Prr5l;Ifitm3;Aldoa;Gdf15;Nol3;Manba;Usp42;Cldn7,0.209984,0.076634,-0.048696,0.204039,-0.13335,-0.235366,-0.010665,0.016061,-0.074786,0.109242,-0.109778,-0.211573,-0.001471
Stat3 (mouse),58,Oplah;Dusp1;Mecom;Hsp90b1;Map3k6;Ahsa2;Unc5d;Cyp39a1;Hhip;Tnfaip6;Prelid2;Homer2;Cdkn1a;Tle1;Ablim1;Hmgcs2;Angpt2;Pir;Apobr;Ifrd2;Arrdc3;Arrdc4;Cited4;Ptn;Lpin3;Plaur;Rbm3;Upb1;C3;Bdnf;Hsp90ab1;Ank3;Cd14;Ptprd;Id1;Id2;Socs3;Socs2;Zbp1;Mt1;Gpcpd1;Fam98b;Myc;Ier5;Tmem140;Phlda1;Dgkh;Slc15a2;Fam107a;Efhc2;Gpm6a;Fibin;Sgk1;Tgfb3;Npy1r;Smad7;Tshr;Acan,0.20954,0.085426,-0.036122,0.1743,-0.095081,-0.195058,0.018741,-0.124115,-0.207216,-0.046679,-0.04185,-0.136876,0.049236
Pax2 (mouse),59,Stard3;Optc;Ngef;Gbp5;Atf4;Lxn;Kcnb1;Sphk1;Rapgef5;Ly6e;Fbxo31;Bdnf;Kcnk3;Ip6k2;Crispld2;Ctps;Rgl1;Id4;Neu2;Dync1i2;Scara5;Pak3;Gem;Plb1;Rgs1;Plk2;Tet1;Tal2;Fmo2;Fmo4;Rspo3;Ckm;Cyp51;Fam47e;Igfbp2;Dnajb2;Ccdc60;Slc46a3;Apcdd1;Abra;Vasn;Arc;Klhdc8b;Arl6ip5;Nmb;Tsc22d3;Tlr2;Sgk1;Cited2;Stc2;Trp53bp1;Stil;Col6a6;Dock5;Hba-a1;Dbp;Lonrf1;Clock;Acan,0.208754,0.052162,-0.057837,0.148254,-0.156593,-0.267692,-0.060302,-0.07795,-0.174818,0.013668,-0.066492,-0.159164,0.017887
GLI2 (human),86,Slc5a3;Zbtb8a;Kcnb1;Dusp8;Lrrc32;Vwa3a;Kcna2;Ndst3;Zbtb16;Cdc25b;Ly6e;Npas2;Foxo3;Hsp90b1;Jam2;Eif4ebp1;Bdnf;Ntrk3;Cirbp;Cdc40;Mboat1;Actn2;Mfsd10;Mapk12;Chordc1;Ank3;Wnk4;Scn2b;Rassf2;Tspan4;Cd14;Id1;Id2;Per1;Tcap;Plvap;Slc1a4;Proca1;Asb10;Arhgef26;Cacna1d;Eef2k;Rbm24;Ttc22;Pik3r3;Eepd1;Trib2;Cck;Tef;Cd9;Fam120c;Nxnl2;Plk3;Nr1d2;Gja4;Ier3;Dgkg;Erf;Irs2;Insig1;Abhd11;Txnrd3;Serpini1;Dusp10;Selenbp1;Snrnp48;Smpdl3b;Slc24a4;Prr5l;Hsbp1l1;Arrdc2;Arc;Gng10;Dpf1;Hist3h2a;Serp2;Cdk2ap1;Nol3;Dock10;Ephx1;Smad7;Nr4a2;Axin2;Dbp;Wee1;Palld,0.208022,0.05629,-0.027644,0.157182,-0.151732,-0.225266,-0.059384,-0.072135,-0.160338,-0.001717,-0.062679,-0.139611,0.005471
HNF1A (human),75,Dpysl2;Cdkl5;Dgat2;Kcna2;Hsp90b1;Frzb;Bmf;Tnfrsf21;Trim58;Kcnk3;Adamts10;Hnrnpa1;Mfsd10;Bbs5;Pnpla2;Tfap2b;Ets1;Nav2;Grk5;Smoc1;Cdkn1a;Slc8a3;Ckb;Snrpn;Ablim1;Ppef1;C1qtnf7;Lancl3;Phactr3;Ccdc60;Mthfd1l;Twist2;Rab6b;Dock10;Efnb1;Efna1;Stard3;Upb1;Zbtb8a;Vwa3a;F3;Prrx2;Sap30;Has3;Fam13a;Bdnf;Mmab;Prc1;Ntn4;Chordc1;Capsl;Cd14;Ccdc112;Ptprd;Id3;Mnt;Klhl31;Pak4;Fdps;Arhgef26;Mmp3;Samhd1;Maml3;Sema4a;Phlda1;Grb14;Slc15a2;Mri1;Slc24a4;Pfn1;Glrx;Rhou;Tgfb2;Npy1r;Arid5a,0.207753,0.101679,0.015881,0.188602,-0.050959,-0.14884,0.025373,-0.053655,-0.14239,0.028314,-0.106075,-0.176345,-0.039239
PURA (human),33,Myc;Kcnb1;Mecom;G0s2;Cenpa;Rspo3;Clec3b;Ablim1;Cacnb2;Gstt1;Bag3;Angpt4;Txnrd3;Ntrk3;Tub;Tm4sf1;Rin3;Arc;Hivep3;Mlf1;Tppp3;Id2;Aldoa;Socs3;Nav2;Rbm24;Mast4;Lasp1;Fam71a;Rbm38;Lnx1;Spry1;Acan,0.203618,-0.14523,-0.232204,-0.028196,0.058388,-0.050866,0.182675,-0.029837,-0.166323,0.102618,-0.0176,-0.144281,0.107534
HNF4A (mouse),18,Fzd4;Nr1d2;Eln;Cdkn2b;Tmem229b;Il4ra;Htr1b;Lingo1;Adamts12;Irx3;Scn2b;Stip1;Faim2;Scd2;Zfp36l1;Rasd1;Cacna1d;Dcn,0.186807,-0.210969,-0.405588,-0.048446,-0.024162,-0.24123,0.142001,-0.087324,-0.267737,0.097183,-0.040323,-0.207499,0.115166
TFAP2D (human),57,Sdf2l1;Tmc7;Spsb1;Kcna2;Bik;Prrx2;Leo1;Synpo2l;Prc1;Hnrnpa0;Rsad1;Tm4sf1;Ctps;Aimp2;Rassf2;Cd14;Sdc3;Ide;Sec14l1;Spc24;Herpud1;Nexn;Capn3;Pak3;Pak6;Narf;Prodh;Trib3;Samhd1;Spata24;Homer2;Enpep;Nr1d1;Tal2;Pqlc3;Timp1;Adamtsl5;Ldlr;Igfbp2;Mamstr;Cys1;Col14a1;Xirp1;Klf2;Lsp1;Hsbp1l1;Lman2l;Dpf1;Banp;Krt18;Slc35f5;Nol3;Manba;Dock5;Cmtm6;Rwdd3;Pik3ip1,0.184621,0.061112,-0.055844,0.229366,-0.123509,-0.208234,-0.004241,0.014116,-0.082367,0.115915,-0.123248,-0.214798,-0.022413
NFIA (human),68,Haghl;Ngef;Cryab;Pkig;Pdgfb;Hsph1;Sult1a1;F3;Pgm2l1;Fabp3;Slc25a34;Hr;Pipox;Pcyt2;Gstt1;Osgin1;Upp2;Ppp1r3b;Tmem86a;Ppp1r1b;Ifi30;Il16;Socs3;Ano1;Herpud1;Atoh8;Pak6;Chchd10;Rgs2;Cytl1;Prodh;Ttc22;Prelid2;Tef;Gng2;Fbxl22;Sv2a;Ndfip1;Cyb561;Gprasp1;Gramd4;Brd7;Fkbp5;Dgkd;Csf1;Papss2;Rcan1;Ndp;Lancl3;Phactr3;Asph;Lsp1;Ifrd2;Eif5a2;Glrx;Arrdc2;Vasn;Tnnt2;Maged2;Arl6ip5;Banp;Mlf1;Aldoa;Sgk1;Acvrl1;Rab6b;Espn;Hist1h1e,0.183614,0.067884,-0.024207,0.165952,-0.11573,-0.200569,-0.017849,-0.055173,-0.130728,0.026959,-0.094348,-0.166204,-0.015572
RELA (mouse),94,Scx;Ism1;Sphk1;Dusp8;Cdkl5;Pgm2l1;Npas4;Pcyt2;Bmf;Marcksl1;Cdc40;Rin3;Egr2;Hhip;Actr3b;Nrn1;Ypel2;Asb10;Gem;Pkdcc;Ets1;Plb1;Mknk2;Cd9;Adcy7;Plk2;Gnl1;Pqlc3;Rara;Tmem229b;Nampt;Adamtsl5;Csf1;Rab20;Col14a1;Dnajb4;Phactr3;Adamts8;Sik1;Mthfd1l;Klhdc8b;Hist3h2a;Zdhhc23;Cdk2ap1;Nol3;Rasd1;Rbm3;Chsy1;Stard3;Tmc7;Lrrc32;Tmem26;F3;Hr;Mmab;Hsp90ab1;Ide;Ccdc107;Pcsk4;Zfr;Rftn1;Per3;Per1;Pak3;Pak6;Rbm24;Lnx1;Parl;Tmem200b;Ier3;Tesc;Rel;Tm9sf1;Sema4a;Clec3b;Cys1;Cacnb2;Rcan1;Abhd11;Dhcr24;Slc24a4;Pfn1;Gpm6b;Banp;Tsc22d3;Rpusd4;Aldoa;Adrb1;Tgfb2;Rgs17;Smad6;Nr4a2;Nfkbia;Ncald,0.180908,0.060289,-0.023235,0.152795,-0.088916,-0.152957,-0.012996,-0.120619,-0.202976,-0.051366,-0.006776,-0.077319,0.063515
FOXA1 (human),57,Fez1;Psmd9;Prex2;Sult1a1;Nkx3-1;Fos;Lars2;Prrx2;Slc25a33;Rnft1;Fam13c;Fam13a;Synpo2l;Rsad1;Epb41;Ppp1r3b;Ctps;Cd14;Zbed5;Tnfrsf12a;Ube2g1;Csdc2;Pcsk5;Proca1;Rgs1;Wsb1;Homer2;Hspa1a;Enpep;Fam120c;Slc16a11;Gnl1;Rnf145;Trim2;Fmo1;Yipf4;Acss1;Ppef1;Dnajc1;Dnajb1;Selenbp1;Smpdl3b;Rhebl1;Klhdc8b;Gpm6a;Dpf1;Krt18;Aldoa;Slc35f5;Gsta4;Ncald;Hspb1;Hist1h1c;Plaur;Palld;Col8a1;Six4,0.177971,0.044049,-0.075782,0.147722,-0.033459,-0.112294,0.063183,-0.133923,-0.236889,-0.049638,-0.047441,-0.127358,0.039288
TP53 (mouse),39,Tmem82;Psmd9;Micall2;Abcb1b;Baz1a;Lrrc39;Fos;Srsf5;Leo1;Pim3;Kif20b;Grap;Rassf2;Csdc2;Dync1i2;Plvap;Pak4;Fdps;Eef2k;Irf7;Rbm14;Prelid2;Ier3;Tm9sf1;Cdkn1a;Ckb;Pitpnm2;Erf;Fam107a;Serinc3;Klf9;Uba52;Rhebl1;Lman2l;Nqo1;Sipa1l3;Stil;Cmtm6;Hspb1,0.176384,-0.06205,-0.18028,0.042148,-0.043848,-0.164585,0.057074,0.014491,-0.117066,0.120864,-0.161893,-0.286306,-0.034337
MZF1 1-4 (human),114,Pdgfb;Sphk1;Dusp8;Bhlhe40;Hoxc10;Mecom;Cdc25b;Kcnd3;Htr1b;Unc5b;Rin3;Actr3b;Il16;Nrn1;Sdc3;Tcap;Nanp;Ypel2;Asb10;Ccnb1ip1;Higd1a;Myocd;Cyp26b1;Rrm2;Cd9;Adcy7;Plk3;Smc2;Gja4;Gnl1;Gramd1c;G0s2;Tmem229b;Tle1;Fkbp5;Fam47e;Tnc;Tnr;Ldlr;Mamstr;Ccdc42;Col14a1;Dnajb2;P2rx5;Mthfd1l;Arrdc2;Cbfa2t3;Vasn;Slc22a4;Cited2;Sh3pxd2a;Lox;Fgfr2;Ubc;Clock;Hlf;Stard3;Lum;Micall2;Klf11;Klf12;Zbtb8a;Lrrc39;Vwa3a;Vwa3b;Fabp3;Tmem51;Mapkapk3;Foxo3;Fam13a;Bdnf;Synpo2l;Hsp90ab1;Ppm1n;Rsad1;Mapk12;Mia;Ank3;Ctps;Rcor2;Ifi30;Rassf4;Tspan9;Arsg;Plvap;Nxph3;Capn3;Arhgef26;Irf7;Nxnl2;Tnnc1;Fibp;Gprasp1;Gpr146;Hbegf;Gramd4;Igfbp6;Fam107a;Txnrd3;Inmt;Mri1;Limch1;Lsp1;Tnni3;Lman2l;Gng10;Dpf1;Nmb;Tsc22d3;Krt18;Rpusd4;Serp2;Smad7;Palld,0.174178,0.046932,-0.028149,0.114613,-0.127246,-0.194895,-0.051426,-0.055054,-0.127441,0.007325,-0.054138,-0.123205,0.018001
CBEPB (mouse),112,Fez1;Kcnb1;Rasl11b;Bmf;Kcnk1;Ip6k2;Txnip;Xbp1;Sphkap;Net1;Dync1i2;Herpud1;Pclo;Ccnb1ip1;Htra4;Slc41a1;Homer2;Armc2;Adcy7;Sncaip;Hipk2;Usp2;Dnajb4;Col27a1;Ifrd2;Apcdd1;Arrdc3;Sipa1l3;Cstad;Dock10;Hist1h2ae;Col6a6;Prex2;Rnft1;Mylk4;Tagln2;Stk35;Stbd1;Zbp1;Capn3;Mmp3;Mt2;Fam98b;Daam1;Sulf1;Abca8a;Enkur;Txnrd3;Pfn1;Gpm6a;Gpm6b;Nmb;Hist1h1c;Palld;Mettl7a1;Abcb1b;Bhlhe41;Hoxc10;Mecom;Ndst3;Osgin1;Ahsa1;Dlx5;Hnrnpa1;Ccdc80;Nav2;Fam71a;Rnd3;Hnrnpd;Gng2;Kitl;Pqlc3;Gramd1c;Col23a1;Snrpn;Rab20;Frmd4a;Tlr2;Rab6b;Gabrq;Hfe;Wnt16;Idi1;Hlf;Rfx2;Tmc7;Ptgs2;Mapkapk3;Upp2;Kif20b;Ppp1r3a;Cd14;Ptprd;Id3;Id2;Ndufv3;Rgs1;Serpine1;Mthfr;Tet1;Fmo2;Brd7;Sema4a;Igfbp5;Inmt;Serpini1;Tsc22d3;Stc2;Myoz2;Pdia6;Pik3ip1;Spry1,0.170619,0.033991,-0.041212,0.107095,-0.056984,-0.140883,0.025538,-0.136628,-0.204817,-0.052962,-0.06865,-0.127683,0.000901
