gene	log_min	log_max
Xkr4	-15.507	-12.053122
Gm19938	-14.254237	-10.800359
Sox17	-15.507	-12.053122
Mrpl15	-11.396126	-7.942248
Lypla1	-12.157096	-8.7032175
Tcea1	-10.654969	-7.2010913
Atp6v1h	-12.041264	-8.587385
Rb1cc1	-11.00165	-7.547772
4732440D04Rik	-13.492097	-10.0382185
Pcmtd1	-10.762068	-7.30819
Sntg1	-16.200146	-12.746268
Rrs1	-12.734411	-9.280533
Adhfe1	-13.897562	-10.443684
Mybl1	-14.002922	-10.549044
Vcpip1	-12.462478	-9.008599
Sgk3	-13.155624	-9.701746
Snhg6	-11.882659	-8.428781
Tcf24	-16.200146	-12.746268
Cops5	-12.057013	-8.603134
Cspp1	-12.139704	-8.685825
Arfgef1	-12.010492	-8.556614
Prex2	-12.248903	-8.795025
Sulf1	-10.7405615	-7.2866836
Slco5a1	-16.200146	-12.746268
Ncoa2	-12.644799	-9.190921
Tram1	-11.052652	-7.5987744
Lactb2	-12.734411	-9.280533
Eya1	-15.507	-12.053122
Gm9947	-15.101535	-11.647656
Msc	-14.408387	-10.954509
Kcnb2	-15.507	-12.053122
Terf1	-12.942051	-9.488173
Sbspon	-15.507	-12.053122
Rpl7	-8.546178	-5.0923
Rdh10	-13.109104	-9.655226
Stau2	-13.366934	-9.913055
Ube2w	-12.105803	-8.651924
Eloc	-10.587019	-7.133141
Tmem70	-12.248903	-8.795025
Ly96	-13.7152405	-10.261362
Jph1	-13.7152405	-10.261362
Pi15	-10.186432	-6.732554
Gm28154	-15.507	-12.053122
Gm16070	-16.200146	-12.746268
Crispld1	-12.486575	-9.032697
Tfap2b	-14.813852	-11.359974
Mcm3	-13.427558	-9.97368
Paqr8	-14.408387	-10.954509
Efhc1	-15.507	-12.053122
Tram2	-12.673786	-9.219908
Tmem14a	-12.462478	-9.008599
Gsta3	-12.02576	-8.571881
Gm28836	-16.200146	-12.746268
Kcnq5	-14.590709	-11.13683
Rims1	-15.101535	-11.647656
Gm29107	-16.200146	-12.746268
Ogfrl1	-12.511268	-9.057389
B3gat2	-16.200146	-12.746268
Smap1	-10.438096	-6.984218
Sdhaf4	-11.856341	-8.402463
Fam135a	-12.371506	-8.917627
Col19a1	-13.7152405	-10.261362
Lmbrd1	-11.472759	-8.018881
Adgrb3	-16.200146	-12.746268
Phf3	-11.565418	-8.11154
Ptp4a1-1	-15.101535	-11.647656
Prim2	-13.897562	-10.443684
Rab23	-12.616628	-9.162749
Bag2	-12.644799	-9.190921
Zfp451	-11.980639	-8.526761
Bend6	-15.101535	-11.647656
Dst	-9.40668	-5.9528027
Gm37233	-15.101535	-11.647656
Ccdc115	-12.415957	-8.962079
Imp4	-12.616628	-9.162749
Ptpn18	-14.408387	-10.954509
Gm28417	-16.200146	-12.746268
Fam168b	-12.057013	-8.603134
Plekhb2	-12.867943	-9.414064
1110002O04Rik	-15.507	-12.053122
Hs6st1	-13.897562	-10.443684
Uggt1	-12.089273	-8.635395
Arid5a	-11.980639	-8.526761
4930403P22Rik	-14.590709	-11.13683
Kansl3	-12.349999	-8.896121
Lman2l	-12.832851	-9.378973
Cnnm4	-13.897562	-10.443684
Cnnm3	-13.022093	-9.568214
Ankrd23	-14.002922	-10.549044
Ankrd39	-12.139704	-8.685825
Sema4c	-13.064652	-9.610774
D430040D24Rik	-16.200146	-12.746268
Fam178b	-14.590709	-11.13683
Cox5b	-9.415689	-5.961812
Actr1b	-11.594976	-8.141098
4933424G06Rik	-16.200146	-12.746268
Tmem131	-12.010492	-8.556614
Gm38115	-15.507	-12.053122
Vwa3b	-15.101535	-11.647656
Inpp4a	-12.157096	-8.7032175
Coa5	-12.832851	-9.378973
Unc50	-11.387962	-7.9340844
Mgat4a	-11.635798	-8.18192
2010300C02Rik	-13.5610895	-10.107211
Tsga10	-13.255708	-9.801829
Lipt1	-15.101535	-11.647656
Mitd1	-12.308327	-8.854448
Mrpl30	-10.537187	-7.0833087
Txndc9	-11.302307	-7.848429
Eif5b	-10.055962	-6.6020837
Rev1	-12.393484	-8.939606
Aff3	-12.616628	-9.162749
Gm16152	-15.507	-12.053122
Lonrf2	-14.590709	-11.13683
Chst10	-14.813852	-11.359974
Pdcl3	-10.60916	-7.1552825
Npas2	-13.309775	-9.855897
Rpl31	-9.221002	-5.7671237
