gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.14	0.46	0.14	0.58	1.0	-8.902293	-9.631038	-9.151797	-9.409685	0.6576247	0.22035751	-18.595927753230214	0.011325414111486687	0.00014267370523612499	1
Hdlbp	0.3299999999999999	0.38	0.3299999999999999	0.64	1.0	-14673.275	-14530.953	-14657.818	-14551.486	0.0	-52.89232	-8.481316978806973	5.57670775411142	0.8934227421886146	6262
Cox20	0.28	0.35	0.28	0.59	1.0	-11125.264	-11064.486	-11090.0625	-11107.664	0.0	-7.643413	-9.271315712982892	0.6826326840946795	0.7344842345555714	5148
Tmem205	0.38	0.35	0.35	0.51	1.0	-8554.029	-8470.307	-8528.563	-8492.489	0.0	-26.7265	-9.86115507927028	5.290768276737464	0.5565701241261235	3901
Ift122	0.3199999999999999	0.5	0.3199999999999999	0.54	1.0	-2812.4019	-2776.9062	-2796.2285	-2800.1926	0.0	-5.3024006	-11.761589444428903	6.257203314108169	0.12041660721928948	844
Fam13c	0.0699999999999999	0.04	0.04	0.72	0.84	-12655.569	-12647.558	-12679.825	-12601.461	0.0	-23.498978	-9.009763615103717	5.551110189044887	0.7819945783992011	5481
Eid1	0.45	0.17	0.17	0.62	1.0	-14917.0625	-14855.372	-14870.573	-14904.028	0.0	-5.660672	-8.432375590692397	1.618206431149713	0.9058353545441575	6349
Malt1	0.3	0.3299999999999999	0.3	0.66	1.0	-5435.78	-5418.006	-5421.81	-5424.4976	0.0	-4.899809	-10.823037778849695	5.731548670861704	0.22913397060921672	1606
Iqgap1	0.4399999999999999	0.47	0.4399999999999999	0.6	1.0	-15968.053	-15710.057	-15958.984	-15729.942	0.0	-103.41001	-8.292143036541045	0.5596485513200982	0.922385504351548	6465
Gm44946	0.21	0.5	0.21	0.6	1.0	-54.96297	-52.98916	-55.090477	-53.178856	0.0	-0.77483124	-16.852769355434674	3.0529051541972665	0.000998715936652875	7
Pard6b	0.38	0.44	0.38	0.54	1.0	-34.105087	-33.704094	-34.027668	-33.853508	0.0	-0.10925949	-17.38758731878736	6.234412506100397	0.0005706948209444999	4
Hnrnpll	0.28	0.3399999999999999	0.28	0.61	1.0	-5558.2383	-5517.909	-5542.785	-5531.1025	0.0	-11.784903	-10.703714716130346	3.509042274164686	0.3044656869738907	2134
Hk3	0.42	0.23	0.23	0.58	1.0	-33.112297	-33.905266	-32.95686	-34.069435	1.0	0.41567978	-17.39303838393581	1.1797187845909187	0.0005706948209444999	4
Helb	0.4599999999999999	0.41	0.41	0.49	1.0	-2527.0674	-2496.3186	-2526.6074	-2500.2498	0.0	-11.646748	-11.92791923692213	1.4903577900132952	0.10186902553859324	714
Napsa	0.37	0.28	0.28	0.62	1.0	-18.134117	-17.820972	-18.070293	-17.946512	0.0	-0.08147577	-17.984741071034293	4.036063632310805	0.00028534741047224997	2
Ccdc152	0.32	0.47	0.32	0.63	1.0	-1485.4805	-1477.2517	-1483.7787	-1478.6724	0.0	-2.9567225	-12.757091949569325	3.692299908423355	0.05079183906406049	356
Got1	0.2	0.1999999999999999	0.1999999999999999	0.67	0.9899999999999998	-2661.8665	-2654.2964	-2652.1047	-2664.9148	0.0	1.3238771	-11.91914193308138	3.7469151089575856	0.11342559566271936	795
Vmn1r90	0.25	0.33	0.25	0.69	0.93	-63.90507	-63.500427	-62.16671	-64.69098	0.0	0.3413154	-16.7463021775826	2.5741017490902585	0.000998715936652875	7
Phkg1	0.48	0.41	0.41	0.55	1.0	-6292.1416	-6244.0195	-6272.5283	-6257.228	0.0	-15.162772	-10.506133961333257	1.3540655844863032	0.32872021686403197	2304
Ankrd10	0.27	0.38	0.27	0.6	1.0	-8055.8477	-7956.914	-8011.1772	-7998.2188	0.0	-25.027916	-10.01143891093993	2.3034518603224883	0.5014980739049794	3515
Mcmdc2	0.48	0.39	0.39	0.36	1.0	-243.80692	-241.09927	-246.05522	-240.26875	0.0	-1.5366043	-15.012663761668032	4.76789274322293	0.0054216007989727494	38
Serpinb6b	0.2099999999999999	0.15	0.15	0.63	1.0	-12824.666	-12785.299	-12739.489	-12858.564	0.0	14.721904	-9.112667417157397	5.363557112853918	0.6882579540590669	4824
E330020D12Rik	0.34	0.46	0.34	0.56	1.0	-10.362319	-10.138549	-10.693361	-9.831297	0.0	-0.23061995	-18.631613670806857	3.129849838167175	0.00014267370523612499	1
Msmp	0.28	0.4499999999999999	0.28	0.49	1.0	-135.0572	-129.63678	-132.16983	-132.06091	0.0	-1.3012731	-15.834676447394683	3.213256517897001	0.0024254529890141248	17
Rmrp	0.1899999999999999	0.06	0.06	0.74	0.7799999999999999	-1287.0598	-1295.0443	-1288.8765	-1291.6198	0.7724778	1.9803553	-12.951127215024378	0.9689762424942518	0.041946069339420744	294
Xlr4a	0.1899999999999999	0.0899999999999999	0.0899999999999999	0.47	1.0	-219.93843	-227.36263	-227.67593	-224.14297	0.0	1.8260102	-15.182649983838136	5.2032479264844484	0.0047082322727921245	33
Wdr13	0.39	0.5	0.39	0.56	1.0	-5119.167	-5096.8047	-5119.547	-5100.71	0.0	-8.015787	-10.81938195279704	2.634154937487741	0.2752175774004851	1929
Sord	0.13	0.37	0.13	0.69	0.93	-6485.5537	-6512.587	-6474.9844	-6506.2993	1.0	9.009702	-10.451500265664722	3.417691497343316	0.37551719218148094	2632
Gm42699	0.49	0.39	0.39	0.58	1.0	-287.08115	-280.3789	-285.49753	-281.24713	0.0	-2.5336804	-14.89016553860126	4.598531507569236	0.006562990440861749	46
Pawr	0.03	0.28	0.03	0.76	0.72	-12429.714	-12398.709	-12411.078	-12377.331	0.0	-22.749567	-9.051791755492465	0.21864873585220845	0.7574547010985875	5309
Fgf2os	0.24	0.38	0.24	0.68	0.9599999999999996	-696.30096	-689.99084	-691.9284	-693.99445	0.0	-1.0017083	-13.784541243638078	3.537947847206309	0.018975602796404624	133
Dmd	0.38	0.49	0.38	0.55	1.0	-19977.215	-19511.848	-19823.334	-19648.682	0.0	-142.68016	-7.6932180784382	0.18304170519134555	0.9684691111428164	6788
Tsga10	0.1999999999999999	0.48	0.1999999999999999	0.56	1.0	-4517.939	-4486.6055	-4508.3076	-4492.519	0.0	-11.039732	-11.080768801948073	0.0790728459961123	0.21215579968611784	1487
Rerg	0.47	0.2199999999999999	0.2199999999999999	0.67	0.9899999999999998	-32.056686	-33.1786	-32.030926	-33.132725	1.0	0.46731752	-17.466263887401926	4.642569767157356	0.00042802111570837496	3
Nthl1	0.49	0.42	0.42	0.61	1.0	-4389.0874	-4354.26	-4376.9062	-4367.1533	0.0	-9.52585	-11.10521383180937	4.45669180145917	0.22485375945213298	1576
Rarres1	0.46	0.24	0.24	0.62	1.0	-3307.968	-3275.311	-3308.9934	-3280.8977	0.0	-11.756487	-11.609875450271275	4.302343744376353	0.1251248394920816	877
Rbm44	0.2099999999999999	0.16	0.16	0.67	0.9899999999999998	-805.9208	-808.70197	-802.98846	-808.1619	1.0	0.973319	-13.562951869300182	0.7486903816136143	0.020687687259238124	145
Pcnx3	0.43	0.43	0.43	0.53	1.0	-4006.36	-3955.7788	-3987.8477	-3977.8418	0.0	-12.3853445	-11.234302821950031	2.779567729867027	0.20074190326722785	1407
Trappc4	0.41	0.43	0.41	0.56	1.0	-8421.557	-8237.545	-8391.8	-8280.518	0.0	-61.252487	-9.922722239608893	5.57900146521725	0.5511485233271508	3863
Gm34829	0.47	0.28	0.28	0.35	1.0	-111.41156	-110.411606	-111.904884	-110.25346	0.0	-0.50295484	-16.025370279730048	1.9398084078440174	0.00199743187330575	14
Olfr172	0.47	0.16	0.16	0.62	1.0	-56.23078	-56.586708	-56.153046	-56.712135	1.0	0.20904928	-16.889424156208413	1.6949576313937929	0.000998715936652875	7
Mtcp1	0.49	0.46	0.46	0.61	1.0	-1275.085	-1265.1482	-1273.6927	-1267.332	0.0	-3.3670545	-12.918636029612701	2.1255441528617602	0.04180339563418462	293
Rrp9	0.36	0.37	0.36	0.6	1.0	-4211.8633	-4203.38	-4212.5156	-4203.302	0.0	-3.7182224	-11.143697956525408	2.2528495644789235	0.22000285347410473	1542
Tert	0.46	0.2	0.2	0.61	1.0	-133.27094	-133.72641	-133.28262	-133.98343	0.97433835	0.30943215	-15.79296981132228	1.6630164117710722	0.0027108003994863747	19
Kat14	0.39	0.33	0.33	0.56	1.0	-3014.2935	-2993.6914	-3010.491	-2998.9846	0.0	-6.648544	-11.666217770386325	0.6614898371772684	0.13083178770152662	917
Col6a2	0.5	0.32	0.32	0.56	1.0	-14804.072	-14487.75	-14639.769	-14607.997	0.0	-85.15437	-8.533055732680602	1.2746851379470856	0.8774432872021687	6150
4930483P17Rik	0.4	0.3	0.3	0.55	1.0	-40.44548	-39.846985	-39.8951	-40.047638	0.0	-0.17278077	-17.18428054281045	4.455846320081765	0.0007133685261806249	5
Sars	0.44	0.42	0.42	0.6	1.0	-9942.288	-9811.01	-9919.158	-9854.245	0.0	-38.236576	-9.531679488671585	4.2675828466597725	0.6634327293479811	4650
Tsc22d3	0.01	0.12	0.01	0.96	0.1200000000000001	-4152.187	-4399.5957	-4126.75	-4374.053	1.0	96.35527	-11.539508074015242	3.4693864977941984	0.17848480525039234	1251
Chd8	0.2099999999999999	0.49	0.2099999999999999	0.55	1.0	-8356.579	-8303.896	-8339.069	-8317.463	0.0	-16.987955	-9.900959823147016	0.33029839606027167	0.5169068340704808	3623
