gene	log_min	log_max
Gap43	-18.814627	-15.360749
Hdlbp	-10.251634	-6.7977557
Cox20	-10.928861	-7.4749827
Tmem205	-11.528209	-8.07433
Ift122	-13.617053	-10.163175
Serpina3g	-20.606386	-17.15251
Fam13c	-10.801561	-7.3476834
Eid1	-10.240016	-6.786138
Malt1	-12.544585	-9.090707
Iqgap1	-10.098147	-6.6442695
Gm44946	-17.898336	-14.444459
Pard6b	-19.220093	-15.766215
Gm46633	-18.814627	-15.360749
Hnrnpll	-12.523368	-9.0694895
Hk3	-18.996948	-15.543071
Helb	-13.597882	-10.144004
Ccdc152	-14.609936	-11.156057
Got1	-13.67394	-10.220061
Vmn1r90	-18.12148	-14.6676035
Phkg1	-12.2211275	-8.767249
Ankrd10	-11.721086	-8.267207
Mcmdc2	-16.735186	-13.281308
Serpinb6b	-11.545592	-8.091714
E330020D12Rik	-20.606386	-17.15251
Msmp	-17.716015	-14.262137
Rmrp	-14.186393	-10.732514
Xlr4a	-16.99547	-13.541592
Wdr13	-12.553773	-9.099895
Sord	-12.164134	-8.710256
Gm42699	-16.599054	-13.145176
Pawr	-10.683588	-7.22971
Fgf2os	-15.693733	-12.239855
Dmd	-9.39703	-5.943152
Tsga10	-12.688124	-9.234245
Rerg	-18.814627	-15.360749
Nthl1	-12.751231	-9.297353
Rarres1	-13.832164	-10.378285
Rbm44	-15.278512	-11.824634
Pcnx3	-13.067893	-9.614015
Trappc4	-11.547917	-8.094039
Gm34829	-16.343708	-12.88983
Olfr172	-18.409163	-14.955285
Mtcp1	-14.422239	-10.968361
Rrp9	-12.805406	-9.351527
Tert	-17.140652	-13.686773
Kat14	-13.324314	-9.870436
Col6a2	-10.253418	-6.79954
4930483P17Rik	-18.660477	-15.206599
Sars	-11.2920475	-7.8381696
Tsc22d3	-12.653421	-9.199543
Chd8	-11.718183	-8.264304
Gm17399	-18.409163	-14.955285
Map3k19	-16.315928	-12.86205
Cep104	-12.801321	-9.347443
Dbt	-12.168671	-8.714792
Chchd5	-12.912907	-9.459028
4930581F22Rik	-13.842503	-10.388624
Sox5it	-18.814627	-15.360749
Ric8b	-13.089411	-9.635532
Orc2	-12.674385	-9.220507
Zfp385b	-13.563228	-10.109349
Hist1h2bh	-15.738853	-12.284975
Gm42868	-18.996948	-15.543071
Ppp4r1	-13.022632	-9.568753
Dazap1	-11.895439	-8.441561
Gm47767	-14.112634	-10.658755
C1galt1	-11.606399	-8.15252
Gm11808	-12.157688	-8.70381
Racgap1	-15.622782	-12.168903
Ska1	-17.66195	-14.208071
Aktip	-11.525474	-8.071595
Dact1	-13.67199	-10.218112
Gm50336	-17.773174	-14.319297
Pik3r1	-11.287552	-7.833674
CT868723.1	-18.409163	-14.955285
Abhd6	-13.15689	-9.7030115
Zfp993	-15.303083	-11.849205
Tnpo1	-11.78024	-8.326362
Pigo	-14.902605	-11.448727
Csrnp2	-14.757063	-11.3031845
Marc2	-10.935337	-7.481459
Nedd9	-11.382736	-7.9288583
Dhrs9	-15.10922	-11.655341
Art3	-11.293491	-7.8396134
Rab5b	-11.562102	-8.108224
S1pr5	-19.91324	-16.459364
Klhl15	-13.686704	-10.232825
Pros1	-12.011493	-8.557614
Nat2	-14.346807	-10.892928
3010003L21Rik	-15.185853	-11.731975
Gm29237	-17.66195	-14.208071
Gm17191	-18.12148	-14.6676035
Mrpl53	-11.151064	-7.697186
Wdr59	-14.108106	-10.654227
Gm19792	-18.409163	-14.955285
Gm21269	-18.041437	-14.58756
0610025J13Rik	-18.660477	-15.206599
Cldn19	-19.220093	-15.766215
F2rl1	-16.99547	-13.541592
Cdo1	-10.661423	-7.207545
Fam25c	-14.0887165	-10.634838
Gm20743	-17.967329	-14.513452
Mamstr	-14.007879	-10.554001
Exph5	-19.91324	-16.459364
Lrrn2	-17.716015	-14.262137
Slc38a10	-11.985015	-8.5311365
Ankk1	-18.996948	-15.543071
Gm37637	-17.833797	-14.37992
Gm33195	-17.898336	-14.444459
Gm33280	-18.996948	-15.543071
Skil	-11.115541	-7.6616635
Ttc25	-17.10988	-13.656002
Fnbp1l	-12.94439	-9.490512
Cntd1	-16.463253	-13.009375
Zdhhc20	-11.741924	-8.288046
Gm15706	-14.807295	-11.353416
Sdf2l1	-13.391148	-9.937269
Gm49970	-16.011267	-12.557389
Yif1b	-11.386196	-7.932318
Ecsit	-12.541752	-9.087873
Gm11008	-18.409163	-14.955285
Taf6l	-14.170238	-10.716359
Slc35f6	-13.24947	-9.795591
Rp9	-10.914301	-7.460423
Znhit1	-11.360198	-7.90632
Smo	-12.0824175	-8.628539
Haus4	-14.192929	-10.739051
Tyw1	-12.993557	-9.539679
Ogg1	-13.67785	-10.223971
Cep97	-13.428605	-9.974727
Ccnd3	-11.257765	-7.803887
Ddx21	-11.829141	-8.375262
Gm44190	-16.655144	-13.201265
Slc28a2	-20.606386	-17.15251
Usp45	-12.522751	-9.068872
Kif19a	-18.814627	-15.360749
Bcl7b	-11.28818	-7.8343024
Dtl	-16.011267	-12.557389
Scn7a	-17.02287	-13.568991
Polr3b	-14.102099	-10.648221
Rnf187	-10.488999	-7.0351214
Gfra1	-17.080027	-13.626149
Gm5084	-20.606386	-17.15251
Ttll7	-11.0102415	-7.5563636
Zfp114	-14.801253	-11.347375
Zfp7	-14.912656	-11.458777
Impa1	-11.261953	-7.8080754
Zfp740	-12.59007	-9.136191
Tpbg	-15.991267	-12.537389
Rrp8	-12.207078	-8.7532
Trappc5	-11.949085	-8.495207
Rtel1	-14.217827	-10.763948
Plin2	-12.234915	-8.781036
Smagp	-16.329721	-12.875843
Tfdp1	-12.842941	-9.389063
Rdh5	-13.079132	-9.625254
Nacad	-12.689581	-9.2357025
Procr	-17.610655	-14.156777
Zfyve21	-11.494543	-8.040665
Krt79	-16.288898	-12.835021
Irx3os	-19.220093	-15.766215
Gm48242	-18.814627	-15.360749
Mrps14	-10.570688	-7.1168103
Mrps6	-11.845151	-8.391273
Gm20463	-18.208492	-14.754615
Nrxn3	-20.606386	-17.15251
Shkbp1	-13.611538	-10.15766
Mapk12	-14.146483	-10.692605
Calhm4	-19.91324	-16.459364
Ppp4r4	-15.933559	-12.479681
4930479D17Rik	-19.507774	-16.053898
Hivep2	-11.810957	-8.357079
2410022M11Rik	-13.671018	-10.217139
Usp43	-18.409163	-14.955285
Sorbs1	-11.595352	-8.141474
Lrrc7	-15.723586	-12.269708
3110006O06Rik	-18.409163	-14.955285
C9orf72	-13.347272	-9.8933935
Mast2	-12.324917	-8.871038
Hist1h4c	-14.127878	-10.674
Vps35	-11.0810175	-7.6271396
Prdx1	-9.367123	-5.913245
Wasf1	-14.936507	-11.482629
Trmt44	-13.703645	-10.249766
Gm26682	-16.15204	-12.698162
Adap2	-19.220093	-15.766215
Naip2	-20.606386	-17.15251
Paqr6	-12.459969	-9.00609
Plec	-10.907161	-7.453283
Chtop	-11.570163	-8.116284
Hcar1	-17.31055	-13.856672
Lrrc61	-14.602501	-11.1486225
Btbd3	-13.022123	-9.568245
Tyms	-13.416466	-9.962587
Rbpms2	-10.752721	-7.298843
Hoxc10	-14.8443365	-11.390458
Cyp1b1	-12.919308	-9.465429
Pcgf5	-10.885502	-7.431624
Gm10432	-15.249802	-11.795923
A630072M18Rik	-13.913064	-10.459186
Gm31462	-18.041437	-14.58756
Trim32	-13.034914	-9.581036
Zfp607a	-14.416073	-10.962194
Sla2	-18.12148	-14.6676035
Insyn2a	-18.996948	-15.543071
Atg4b	-12.530184	-9.076305
Gm49886	-17.274183	-13.820305
Mkrn2os	-18.996948	-15.543071
Polr3h	-12.969636	-9.515758
Psmc3	-10.329442	-6.875564
Zfp873	-14.366112	-10.912233
Fanca	-18.303802	-14.849925
Alas2	-18.814627	-15.360749
Irf2bp1	-12.30437	-8.850492
Rhbdd1	-13.224263	-9.770385
Ibtk	-12.489374	-9.035496
Clca3a1	-18.303802	-14.849925
5330438D12Rik	-14.370018	-10.91614
Camta1	-11.239129	-7.785251
Tmem259	-11.707476	-8.253597
Ddx51	-13.959997	-10.506119
Entr1	-12.7412	-9.287322
Gm35065	-18.814627	-15.360749
Adgrb1	-17.716015	-14.262137
Gm43387	-16.224361	-12.770483
Ackr2	-19.507774	-16.053898
Ankrd13a	-12.561762	-9.107883
Ppp2r5a	-11.132991	-7.679113
Plcxd3	-16.655144	-13.201265
Lix1	-15.113326	-11.659448
Zfp280c	-13.779842	-10.325964
1190005I06Rik	-10.096701	-6.6428227
Pdcd7	-12.20035	-8.746471
1700088E04Rik	-14.905945	-11.452066
Tceal9	-10.058156	-6.604278
Atg4a	-13.223641	-9.769763
Skint8	-18.660477	-15.206599
Fam78b	-13.78528	-10.331402
Klrg2	-15.458894	-12.005015
Cyb5d1	-14.816428	-11.36255
Tecpr1	-12.563688	-9.10981
Usp13	-12.983724	-9.529845
Hist1h3a	-16.868717	-13.41484
Gm26739	-18.409163	-14.955285
Edaradd	-19.507774	-16.053898
Gm42504	-18.208492	-14.754615
Ivd	-12.037361	-8.583483
Dhx57	-13.051529	-9.597651
Atp1b1	-13.003488	-9.549609
Gm6787	-17.470894	-14.017015
Edem1	-12.334073	-8.880195
Zdbf2	-15.762201	-12.308323
Fhl4	-16.495514	-13.0416355
Pex11a	-14.682132	-11.228253
Snhg5	-13.125959	-9.672081
Swap70	-12.188353	-8.734474
Med31	-11.677085	-8.2232065
Hvcn1	-18.814627	-15.360749
Mtss2	-12.45592	-9.002042
Bfar	-11.6827965	-8.228918
Loxl3	-12.323147	-8.869268
Gm31812	-16.799725	-13.345847
Hist1h1a	-16.224361	-12.770483
Gm30556	-15.794204	-12.340325
Scfd2	-13.999738	-10.545859
Gemin6	-13.443215	-9.989337
Rnf220	-12.149158	-8.695279
Yme1l1	-11.2764	-7.8225217
Cog4	-12.556642	-9.102763
Zfp551	-14.822563	-11.368685
Tsn	-10.627607	-7.1737294
Mto1	-13.347976	-9.894097
Parn	-12.606038	-9.15216
Ccser1	-18.409163	-14.955285
Pla1a	-20.606386	-17.15251
Ski	-10.804656	-7.350778
Itgbl1	-10.490858	-7.03698
Gm42903	-18.996948	-15.543071
Slc33a1	-12.639108	-9.185229
Gnl2	-12.39382	-8.939941
March8	-12.365476	-8.911597
Akna	-14.853815	-11.399937
Stx5a	-11.876344	-8.422465
Ttc39c	-13.965206	-10.511328
Dnph1	-16.822197	-13.3683195
Myoz2	-11.542809	-8.08893
Topors	-11.837813	-8.383935
Creb3	-11.650424	-8.196546
Cebpa	-16.357893	-12.904015
Irgm1	-13.681775	-10.227897
Dock5	-13.103098	-9.6492195
Gm42743	-17.515345	-14.061467
Pla2g4a	-11.410755	-7.956877
Wapl	-11.193678	-7.7398
Gm4221	-15.896857	-12.442979
Gm42681	-19.220093	-15.766215
Aarsd1	-11.517312	-8.063434
Ippk	-13.552802	-10.098924
Btg2	-9.341565	-5.887687
Ammecr1l	-12.779944	-9.326066
Gm37885	-16.288898	-12.835021
Slc2a12	-14.757063	-11.3031845
Cass4	-20.606386	-17.15251
Plpp2	-13.1327505	-9.678872
Fam160a2	-12.87358	-9.419702
Pigz	-15.8527975	-12.398919
Phc1	-13.256515	-9.802636
Zfyve1	-13.40671	-9.952831
Gm9796	-17.833797	-14.37992
Ctrl	-18.814627	-15.360749
Kdm4b	-13.399269	-9.945391
2900026A02Rik	-10.950913	-7.4970355
Kdm4c	-12.595033	-9.141154
Ass1	-15.4944	-12.040522
Kif18a	-15.053429	-11.59955
Mpv17l	-12.463452	-9.009574
Samm50	-11.265546	-7.811668
Ythdf3	-11.914065	-8.460187
Cd276	-13.523	-10.069121
Skp1a	-10.495195	-7.0413175
Ilf3	-12.343313	-8.889435
Aifm2	-13.410451	-9.956573
Sh3bp5	-15.896857	-12.442979
Gm38405	-20.606386	-17.15251
Sbk1	-14.344896	-10.891018
H6pd	-13.178055	-9.724176
Cradd	-13.01251	-9.558632
Mindy4	-14.246814	-10.792935
Ago1	-12.404728	-8.95085
Fam161b	-14.711985	-11.258106
Vps26b	-12.931306	-9.4774275
Homer2	-15.818896	-12.365018
Eif2b2	-12.462871	-9.008992
Mall	-16.674562	-13.220684
Sbno1	-11.290247	-7.836369
Tceanc	-14.690186	-11.236307
Foxq1	-15.961997	-12.508119
Akap8l	-12.16694	-8.713061
Acss3	-17.239092	-13.785213
Zfp729a	-13.380906	-9.927028
Gm27028	-17.428333	-13.974456
Ldhb	-10.385392	-6.9315143
Ppih	-13.246921	-9.793042
Slc37a2	-15.589108	-12.13523
4933427E11Rik	-19.91324	-16.459364
D3Ertd751e	-13.570239	-10.116361
Gm44698	-17.967329	-14.513452
Pias3	-12.726339	-9.272461
Zfp773	-16.187548	-12.733669
Tmem159	-12.124201	-8.670322
Fcgr1	-20.606386	-17.15251
A730020E08Rik	-19.220093	-15.766215
Cd6	-17.898336	-14.444459
Gm43112	-17.898336	-14.444459
Gm44148	-17.274183	-13.820305
Gm16754	-17.20519	-13.751312
Tlr6	-16.822197	-13.3683195
AI854703	-17.348291	-13.894413
Smc2	-12.906999	-9.45312
Cript	-11.070275	-7.6163974
Izumo1	-17.773174	-14.319297
Nop56	-11.769869	-8.31599
Atad3aos	-14.627502	-11.173624
C130046K22Rik	-16.694365	-13.240486
Trip12	-11.523994	-8.070116
Gm5141	-14.510564	-11.056685
Gm29394	-16.063093	-12.609215
Gm20756	-18.208492	-14.754615
Sfmbt2	-14.383812	-10.929934
Lmod1	-8.660026	-5.2061477
4930509G22Rik	-17.140652	-13.686773
Usp37	-13.225509	-9.77163
Tmem214	-12.28521	-8.831331
Cmtm5	-19.91324	-16.459364
Fam126a	-12.691771	-9.237892
Cpa3	-17.610655	-14.156777
Nolc1	-11.9922495	-8.538371
Gm49086	-18.526945	-15.073068
Psmc4	-10.843716	-7.3898377
Sgo1	-16.15204	-12.698162
Vps35l	-12.619883	-9.166004
2610027K06Rik	-14.828735	-11.374857
Pphln1	-12.9211445	-9.467266
Mtmr14	-13.160386	-9.706508
Ttn	-16.315928	-12.86205
Zfp316	-13.756262	-10.302383
Mfsd4b1	-15.318121	-11.864243
Lgals9	-15.609176	-12.155297
Osr2	-17.31055	-13.856672
9230114K14Rik	-12.676541	-9.222663
Ebf4	-14.81949	-11.365612
Foxd2os	-16.262583	-12.808704
Pcna	-11.857607	-8.4037285
Tomm40l	-12.829433	-9.375555
Kcnj12	-16.001217	-12.547339
Mmp23	-10.698908	-7.24503
Tmem150a	-12.619883	-9.166004
Gm43466	-15.199216	-11.7453375
Zfp2	-13.611538	-10.15766
Kif21a	-15.249802	-11.795923
Lrch2	-13.116976	-9.663097
Coq4	-13.101996	-9.648118
R3hdm1	-11.683463	-8.229585
B230369F24Rik	-14.269562	-10.815683
Dnajc3	-10.377164	-6.923286
Zfp523	-13.011503	-9.557625
Desi2	-11.009153	-7.5552754
Gm11266	-14.112634	-10.658755
Cygb	-15.537483	-12.083605
Vmn1r81	-19.91324	-16.459364
Fam219a	-13.67199	-10.218112
Agap3	-12.573379	-9.1195
Cgas	-15.506521	-12.052643
Gm9888	-17.967329	-14.513452
Tle2	-13.591574	-10.137695
Wipi2	-12.257613	-8.803735
Nr2c2	-12.02622	-8.572342
Gpn3	-12.461128	-9.00725
Nt5c3	-12.736986	-9.283108
Qrich1	-12.363894	-8.910016
Nup43	-13.720879	-10.267
Vwa3a	-15.810597	-12.356719
Clptm1l	-11.560097	-8.106218
Serbp1	-9.629333	-6.1754546
Gm17746	-17.610655	-14.156777
Gm20939	-15.264053	-11.810175
Cd164l2	-18.303802	-14.849925
Zfp532	-12.667229	-9.21335
Nusap1	-15.268849	-11.814971
Ttc27	-13.806218	-10.35234
Tox	-17.470894	-14.017015
Gm44170	-18.660477	-15.206599
Mars2	-14.081358	-10.62748
Duox1	-20.606386	-17.15251
Rgn	-18.814627	-15.360749
A730085K08Rik	-19.220093	-15.766215
Depdc7	-16.11775	-12.663873
Zfp689	-14.714744	-11.260865
Poc5	-13.465935	-10.012056
Gm11536	-16.581036	-13.127158
Yod1	-13.023141	-9.5692625
Daam1	-11.591698	-8.137819
Kctd16	-12.922984	-9.469106
Eif6	-11.305202	-7.8513236
