gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Hdlbp	0.46	0.49	0.46	0.61	1.0	-4871.762	-4764.814	-4853.336	-4787.7114	0.0	-36.50279	-8.872679480870477	3.296997617220122	0.7359396433470508	2146
Cox20	0.48	0.31	0.31	0.6	1.0	-4129.0884	-4086.83	-4117.4116	-4103.237	0.0	-11.227191	-9.25326327160191	1.351450666368983	0.6563786008230452	1914
Tmem205	0.33	0.5	0.33	0.61	1.0	-3429.9421	-3374.7727	-3416.396	-3385.2285	0.0	-19.418879	-9.665591458264494	2.9373375594004902	0.5288065843621399	1542
Ift122	0.48	0.42	0.42	0.63	1.0	-754.8173	-743.59045	-754.96985	-744.9295	0.0	-4.2942243	-12.151102254612198	4.82781258162227	0.06618655692729766	193
Fam13c	0.42	0.4499999999999999	0.42	0.64	1.0	-3982.2336	-3934.4746	-3957.4258	-3957.896	0.0	-10.569705	-9.354653202286034	5.496210258589148	0.5949931412894376	1735
Eid1	0.39	0.38	0.38	0.59	1.0	-5527.8354	-5435.9634	-5520.863	-5446.722	0.0	-35.22705	-8.530363581547817	0.8779037370622724	0.8463648834019204	2468
Malt1	0.43	0.48	0.43	0.68	0.9599999999999996	-755.26184	-737.10504	-747.15753	-744.4806	0.0	-4.682237	-12.15281591328655	2.891451131178187	0.06172839506172839	180
Iqgap1	0.3399999999999999	0.28	0.28	0.65	1.0	-5467.2603	-5400.5557	-5462.5273	-5420.1865	0.0	-20.443861	-8.588200964853502	0.7802816585101633	0.8004115226337448	2334
Gm44946	0.3199999999999999	0.2199999999999999	0.2199999999999999	0.65	1.0	-56.091957	-54.98347	-55.070393	-55.696655	0.0	-0.1716774	-15.551408030283795	5.055068940146826	0.0027434842249657062	8
Gm46633	0.29	0.29	0.29	0.71	0.87	-43.388363	-43.994743	-43.32539	-44.110725	1.0	0.31371805	-15.823853167316486	5.480051441099276	0.00205761316872428	6
Hnrnpll	0.31	0.4399999999999999	0.31	0.59	1.0	-2069.0217	-2055.8555	-2065.48	-2059.2417	0.0	-4.2474127	-10.5797546049303	3.2539851067717906	0.2551440329218107	744
Hk3	0.33	0.49	0.33	0.59	1.0	-9.030565	-9.048239	-8.961451	-9.101067	1.0	0.030618338	-17.453299695153344	3.0114093075188246	0.0003429355281207133	1
Helb	0.32	0.44	0.32	0.61	1.0	-890.3082	-885.85614	-892.29846	-884.66956	0.0	-2.448844	-11.843020041910586	2.584866039552765	0.08093278463648834	236
Ccdc152	0.16	0.4	0.16	0.54	1.0	-687.1747	-683.3744	-684.8395	-684.54755	0.0	-1.1409508	-12.313916142091827	2.8132959796692707	0.05727023319615912	167
Got1	0.36	0.28	0.28	0.68	0.9599999999999996	-709.16956	-696.44934	-707.1466	-698.2625	0.0	-4.736869	-12.218773004053752	1.9340911552555484	0.06207133058984911	181
Phkg1	0.35	0.33	0.33	0.54	1.0	-2189.538	-2172.8442	-2184.0076	-2177.1926	0.0	-5.3615646	-10.513029584516255	1.1398193151313283	0.2623456790123457	765
Ankrd10	0.29	0.47	0.29	0.59	1.0	-2922.5947	-2897.054	-2905.6743	-2912.6028	0.0	-4.3394456	-9.984955315940027	6.00564325628767	0.42352537722908096	1235
Mcmdc2	0.47	0.2199999999999999	0.2199999999999999	0.29	1.0	-146.90701	-150.007	-152.3118	-143.73523	0.0	-1.377488	-14.563787925317683	4.918876685625932	0.008573388203017833	25
Serpinb6b	0.46	0.34	0.34	0.49	1.0	-3494.4204	-3455.6375	-3488.435	-3462.3933	0.0	-13.909192	-9.760526105741882	1.5401983111300686	0.42421124828532236	1237
Msmp	0.29	0.17	0.17	0.67	0.9899999999999998	-23.318933	-23.522705	-23.344921	-23.524529	0.87246686	0.08928878	-16.401555091674233	1.9818095975557437	0.00102880658436214	3
Rmrp	0.25	0.16	0.16	0.28	1.0	-808.2411	-816.20905	-819.1191	-807.1062	0.0	-0.49287546	-12.048092259808026	0.955416894946481	0.06618655692729766	193
Xlr4a	0.43	0.48	0.43	0.36	1.0	-22.474138	-22.911346	-23.945576	-21.386929	0.0	-0.47216916	-16.37014916447185	4.2313738970680514	0.00102880658436214	3
