gene	log_min	log_max
Hdlbp	-10.566594	-7.112716
Cox20	-10.965513	-7.5116353
Tmem205	-11.36753	-7.913652
Ift122	-13.781037	-10.327159
Fam13c	-11.041749	-7.587871
Eid1	-10.246368	-6.7924905
Malt1	-13.8103075	-10.356429
Iqgap1	-10.297285	-6.843407
Gm44946	-17.039133	-13.585256
Gm46633	-17.326815	-13.872937
Hnrnpll	-12.282316	-8.828438
Hk3	-19.118574	-15.664697
Helb	-13.531326	-10.077448
Ccdc152	-13.909089	-10.455211
Got1	-13.8821335	-10.428255
Phkg1	-12.198892	-8.745013
Ankrd10	-11.678429	-8.22455
Mcmdc2	-15.860478	-12.4066
Serpinb6b	-11.431495	-7.977617
Msmp	-18.019962	-14.566085
Rmrp	-13.69804	-10.244162
Xlr4a	-18.019962	-14.566085
Wdr13	-12.438976	-8.985098
Sord	-12.311746	-8.857867
Gm42699	-16.553625	-13.099748
Pawr	-10.808898	-7.35502
Fgf2os	-15.535056	-12.081178
Dmd	-9.692962	-6.2390842
Tsga10	-12.590617	-9.136739
Rerg	-16.553625	-13.099748
Nthl1	-12.772939	-9.31906
Rarres1	-14.445746	-10.991868
Rbm44	-14.081622	-10.627744
Pcnx3	-13.068842	-9.614964
Trappc4	-11.602686	-8.148808
Gm34829	-13.914568	-10.46069
Olfr172	-17.172665	-13.718786
Mtcp1	-14.148762	-10.694883
Rrp9	-12.845698	-9.39182
Tert	-17.039133	-13.585256
Kat14	-13.344024	-9.890145
Col6a2	-10.608004	-7.1541257
4930483P17Rik	-16.81599	-13.362112
Sars	-11.4255495	-7.9716716
Tsc22d3	-11.747715	-8.293837
Chd8	-11.713079	-8.259201
Map3k19	-17.73228	-14.278403
Cep104	-12.799607	-9.345729
Dbt	-12.298559	-8.844681
Chchd5	-13.029531	-9.575652
4930581F22Rik	-13.554054	-10.100176
Sox5it	-19.118574	-15.664697
Ric8b	-12.944789	-9.490911
Orc2	-12.647776	-9.193897
Zfp385b	-16.553625	-13.099748
Hist1h2bh	-15.455013	-12.001135
Ppp4r1	-12.980848	-9.52697
1700047M11Rik	-19.118574	-15.664697
Dazap1	-11.804688	-8.35081
Gm47767	-14.191321	-10.737443
C1galt1	-11.930162	-8.476284
Gm11808	-11.687276	-8.2333975
Racgap1	-16.174135	-12.720258
Ska1	-19.118574	-15.664697
Aktip	-11.547617	-8.093739
Dact1	-13.747937	-10.294059
Gm50336	-17.73228	-14.278403
Pik3r1	-10.515388	-7.0615096
Abhd6	-13.254944	-9.801065
Zfp993	-15.684588	-12.23071
Tnpo1	-11.858755	-8.404877
Pigo	-14.87008	-11.416202
Csrnp2	-14.464615	-11.010736
Marc2	-10.83761	-7.3837323
Nedd9	-11.610885	-8.157006
Dhrs9	-15.592215	-12.138336
Art3	-11.68078	-8.226902
Rab5b	-11.410165	-7.956287
S1pr5	-18.019962	-14.566085
Klhl15	-13.462584	-10.008705
Pros1	-11.976539	-8.52266
Nat2	-14.409045	-10.955167
3010003L21Rik	-15.405004	-11.951125
Gm29237	-17.172665	-13.718786
Gm17191	-17.73228	-14.278403
Mrpl53	-11.124955	-7.6710773
Wdr59	-14.235773	-10.781895
Gm19792	-18.425426	-14.971549
Gm21269	-17.509136	-14.055259
0610025J13Rik	-18.019962	-14.566085
Cldn19	-19.118574	-15.664697
F2rl1	-16.633669	-13.1797905
Cdo1	-10.053261	-6.599383
Fam25c	-15.622067	-12.168189
Gm20743	-19.118574	-15.664697
Mamstr	-15.380905	-11.927027
Lrrn2	-18.425426	-14.971549
Slc38a10	-12.072799	-8.61892
Ankk1	-18.019962	-14.566085
Gm37637	-17.73228	-14.278403
Gm33195	-18.425426	-14.971549
Gm33280	-17.73228	-14.278403
Skil	-11.026642	-7.572764
Ttc25	-17.509136	-14.055259
Fnbp1l	-13.238042	-9.784163
Cntd1	-16.553625	-13.099748
Zdhhc20	-11.7947445	-8.340866
Gm15706	-14.87008	-11.416202
Sdf2l1	-13.743297	-10.289418
Gm49970	-15.380905	-11.927027
Yif1b	-11.342879	-7.8890014
Ecsit	-12.602382	-9.148503
Gm11008	-17.172665	-13.718786
Taf6l	-14.3649845	-10.911106
Slc35f6	-13.322517	-9.868639
Rp9	-10.818792	-7.3649144
Znhit1	-11.516173	-8.062295
Smo	-12.16776	-8.7138815
Haus4	-13.304444	-9.850566
Tyw1	-13.165332	-9.711453
Ogg1	-13.942426	-10.488547
Cep97	-13.391727	-9.937849
Ccnd3	-11.044861	-7.590983
Ddx21	-12.085951	-8.632072
Gm44190	-16.81599	-13.362112
Slc28a2	-18.425426	-14.971549
Usp45	-12.623309	-9.169431
Bcl7b	-11.377476	-7.923598
Dtl	-15.899699	-12.445821
Scn7a	-16.81599	-13.362112
Polr3b	-14.121363	-10.667484
Rnf187	-10.620564	-7.1666865
Gfra1	-16.285362	-12.831484
Ttll7	-11.117556	-7.6636777
Zfp114	-14.699735	-11.245856
Zfp7	-15.129591	-11.675713
Impa1	-11.129693	-7.675815
Zfp740	-12.428976	-8.975098
Tpbg	-16.633669	-13.1797905
Rrp8	-12.433964	-8.980085
Trappc5	-11.950766	-8.496887
Rtel1	-14.266545	-10.812667
Plin2	-12.353537	-8.899658
Smagp	-17.73228	-14.278403
Tfdp1	-12.991706	-9.5378275
Rdh5	-13.328615	-9.874737
Nacad	-12.647776	-9.193897
Procr	-16.92135	-13.467472
Zfyve21	-11.436092	-7.9822145
Krt79	-17.326815	-13.872937
Gm48242	-17.172665	-13.718786
Mrps14	-10.492887	-7.0390086
Mrps6	-11.683727	-8.229849
Gm20463	-17.73228	-14.278403
Shkbp1	-13.835371	-10.381493
Mapk12	-15.111242	-11.657364
Calhm4	-19.118574	-15.664697
Ppp4r4	-15.717378	-12.263499
Hivep2	-12.009513	-8.5556345
2410022M11Rik	-13.516457	-10.062578
Usp43	-19.118574	-15.664697
Sorbs1	-11.808694	-8.3548155
Lrrc7	-16.633669	-13.1797905
3110006O06Rik	-17.326815	-13.872937
C9orf72	-13.319483	-9.865604
Mast2	-12.463135	-9.009256
Hist1h4c	-14.043402	-10.589523
Vps35	-11.106225	-7.652347
Prdx1	-9.395231	-5.941354
Wasf1	-15.940521	-12.486643
Trmt44	-13.684854	-10.230975
Gm26682	-16.92135	-13.467472
Adap2	-18.019962	-14.566085
Naip2	-18.425426	-14.971549
Paqr6	-12.629371	-9.175492
Plec	-11.39457	-7.9406924
Chtop	-11.5013075	-8.047429
Hcar1	-17.039133	-13.585256
Lrrc61	-14.400076	-10.9461975
Btbd3	-12.860908	-9.407029
Tyms	-13.316457	-9.862578
Rbpms2	-10.6273155	-7.1734376
Hoxc10	-11.386206	-7.9323277
Cyp1b1	-11.673741	-8.219863
Pcgf5	-11.130033	-7.6761546
Gm10432	-16.122843	-12.668964
A630072M18Rik	-13.982777	-10.528898
Gm31462	-18.019962	-14.566085
Trim32	-12.963717	-9.509839
Zfp607a	-14.314554	-10.860676
Sla2	-17.73228	-14.278403
Insyn2a	-17.73228	-14.278403
Atg4b	-12.542106	-9.088227
Gm49886	-17.326815	-13.872937
Mkrn2os	-19.118574	-15.664697
Polr3h	-13.022751	-9.568872
Psmc3	-10.365204	-6.911326
Zfp873	-14.513405	-11.059526
Fanca	-19.118574	-15.664697
Irf2bp1	-12.391144	-8.937265
Rhbdd1	-13.224173	-9.770294
Ibtk	-12.646229	-9.19235
Clca3a1	-18.019962	-14.566085
5330438D12Rik	-14.049671	-10.595793
Camta1	-11.162799	-7.708921
Tmem259	-11.725927	-8.272049
Ddx51	-14.10794	-10.654061
Entr1	-12.696953	-9.243074
Gm35065	-18.425426	-14.971549
Adgrb1	-18.019962	-14.566085
Gm43387	-15.535056	-12.081178
Ankrd13a	-12.845698	-9.39182
Ppp2r5a	-11.242696	-7.788818
Plcxd3	-13.319483	-9.865604
Lix1	-16.174135	-12.720258
Zfp280c	-13.633779	-10.1799
1190005I06Rik	-10.663258	-7.2093797
Pdcd7	-12.148785	-8.694906
1700088E04Rik	-15.2065525	-11.752674
Tceal9	-10.095046	-6.641168
Atg4a	-12.876352	-9.422474
Skint8	-18.019962	-14.566085
Fam78b	-14.464615	-11.010736
Klrg2	-16.479517	-13.02564
Cyb5d1	-14.629939	-11.176061
Tecpr1	-12.605345	-9.151466
Usp13	-13.350254	-9.896376
Hist1h3a	-16.479517	-13.02564
Gm26739	-19.118574	-15.664697
Gm42504	-18.019962	-14.566085
Ivd	-11.933946	-8.480067
Dhx57	-13.097552	-9.643674
Atp1b1	-14.828115	-11.374237
Gm6787	-18.019962	-14.566085
Edem1	-12.566068	-9.112189
Zdbf2	-15.429696	-11.975818
Fhl4	-17.326815	-13.872937
Pex11a	-14.493603	-11.039724
Snhg5	-12.74355	-9.289672
Swap70	-12.023511	-8.569633
