frac_female_amplitude_larger
0.4432
0.7878
0.785
0.7052
0.2912
0.6028
0.769
0.8088
0.7926
0.3276
0.813
0.2684
0.5394
0.8976
0.2744
0.3778
0.9752
0.5774
0.5882
0.601
0.346
0.875
0.353
0.524
0.869
0.4134
0.6836
0.2244
0.6816
0.3478
0.4172
0.3092
0.3794
0.5372
0.4584
0.7664
0.397
0.6712
0.3692
0.358
0.2808
0.3534
0.3408
0.167
0.4408
0.6032
0.7534
0.7078
0.8276
0.35
0.6616
0.9104
0.4448
0.9364
0.2854
0.3368
0.5216
0.4458
0.367
0.0312
0.4112
0.8784
0.798
0.7628
0.7624
0.7124
0.5392
0.7074
0.6442
0.5822
0.7306
0.5236
0.2922
0.3144
0.4412
0.248
0.8214
0.8018
0.596
0.573
0.338
0.3334
0.3214
0.7432
0.8368
0.436
0.8928
0.2106
0.546
0.4046
0.3212
0.5212
0.7648
0.8112
0.1388
0.898
0.7894
0.6958
0.2792
0.9316
0.8824
0.3604
0.453
0.5346
0.9068
0.9606
0.3928
0.868
0.2734
0.6762
0.519
0.7088
0.9398
0.4358
0.4856
0.326
0.5074
0.237
0.7108
0.4476
0.6194
0.803
