frac_female_amplitude_larger
0.7492
0.8048
0.6788
0.8462
0.7866
0.6818
0.7704
0.6716
0.2348
0.5878
0.6934
0.6992
0.7056
0.5382
0.631
0.8114
0.666
0.3122
0.6492
0.6952
0.5422
0.521
0.8432
0.7462
0.6838
0.6756
0.6392
0.5598
0.6256
0.8294
0.7962
0.7328
0.0792
0.8548
0.5002
0.203
0.7356
0.573
0.5856
0.7278
0.5666
0.4868
0.7254
0.3066
0.6434
0.687
0.629
0.6826
0.6578
0.771
0.5902
0.5836
0.4184
0.7328
0.6696
0.6152
0.5752
0.7126
0.255
0.3546
0.5906
0.7008
0.8806
0.666
0.3846
0.5922
0.7768
0.3094
0.627
0.486
0.702
0.5794
0.6462
0.6816
0.061
0.7848
0.213
0.2634
0.4884
0.8672
0.6772
0.399
0.7104
0.3426
0.5984
0.4748
0.7404
0.0752
0.5944
0.5408
0.7358
0.8524
0.514
0.719
0.2192
0.7378
0.6276
0.6912
0.7054
0.7602
0.6186
0.69
0.8316
0.6572
0.2926
0.1848
0.6242
0.4308
0.5896
0.6638
0.5584
0.344
0.6764
0.236
0.6982
0.6034
0.4562
0.6082
0.6624
0.8242
0.6482
0.6534
0.6356
0.6364
0.8012
0.212
0.6088
0.7882
0.7536
0.5878
0.6376
0.7706
0.2902
0.4572
0.6706
0.6532
0.669
0.5812
0.3276
0.499
0.7474
0.7536
0.6688
0.3018
0.7634
0.3126
0.1612
0.2564
0.5544
0.9258
0.666
0.581
0.6266
0.2926
0.6998
0.5932
0.2396
0.5532
0.4954
0.4218
0.6618
0.3272
0.6944
0.2392
0.2114
0.3466
0.4032
0.2002
0.6002
0.7402
0.382
0.3744
0.0286
0.0406
0.4144
0.6282
0.5896
0.2184
0.1966
0.8008
0.1408
0.5978
0.7268
0.2938
0.192
0.8002
0.7096
0.4884
0.577
0.3366
0.6716
0.7852
0.7894
0.432
0.5074
0.47
0.7488
0.4344
0.7476
0.3894
0.6444
0.6566
0.5426
0.4062
0.4278
0.4966
0.7902
0.7044
0.4726
0.9244
0.6454
0.5736
0.086
0.7418
0.5722
0.637
0.7822
0.1752
0.5786
0.6906
0.7872
0.5518
0.3328
0.4914
0.826
0.2746
0.6792
0.4388
0.4594
0.6816
0.6656
0.559
0.2966
0.3844
0.5212
0.5848
0.4566
0.465
0.3162
0.7566
0.6668
0.6918
0.6706
0.5894
0.4912
0.5388
0.6834
0.3844
0.6388
0.4856
0.287
0.0974
0.7942
0.5958
0.557
0.6514
0.7622
0.8736
0.5118
0.6682
0.4276
0.6944
0.3668
0.5068
0.5792
0.75
0.2708
0.7376
0.7286
0.6808
0.654
0.6512
0.7702
0.6098
0.6378
0.6672
0.323
0.8112
0.4922
0.7012
0.4526
0.5268
0.8372
0.2466
0.6596
0.5908
0.5444
0.6938
0.6362
0.7942
0.8296
0.9022
0.6978
0.7296
0.7318
0.1914
0.1074
0.3578
0.742
0.2838
0.1178
0.0368
0.55
0.3664
0.5628
0.629
0.7806
0.0552
0.7768
0.7956
0.603
0.6666
0.6174
0.4284
0.7206
0.8084
0.5884
0.5784
0.6104
0.776
0.3766
0.1514
0.2988
0.271
0.5108
0.5338
0.6016
0.7752
0.6982
0.708
0.8472
0.3252
0.617
0.6796
0.6934
0.7356
0.676
0.5066
0.6092
0.3984
0.7878
0.9216
0.5226
0.5306
0.4964
0.6912
0.6578
0.637
0.3964
0.2474
0.722
0.6112
0.3976
0.2068
0.32
0.4722
0.3472
0.1196
0.5966
0.8274
0.8786
0.7052
0.6326
0.7556
0.1874
0.7486
0.4642
0.3746
0.5694
0.312
0.5714
0.6062
0.5688
0.7148
0.5802
0.7122
0.7408
0.579
0.8588
0.769
0.6642
0.5608
0.6236
0.638
0.61
0.3684
0.57
0.385
0.2936
0.3572
0.506
0.724
0.686
0.5782
0.3768
0.5958
0.6722
0.5862
0.2684
0.644
0.1468
0.3374
0.3296
0.3702
0.6656
0.7576
0.7872
0.412
0.6954
0.6292
0.6522
0.6196
0.6732
0.7848
0.2356
0.6536
0.635
0.1292
0.601
0.5904
0.557
0.893
0.863
0.843
0.7746
0.547
0.8304
0.5352
0.7462
0.679
0.332
0.7414
0.486
0.4752
0.8698
0.7642
0.2446
0.373
0.8874
0.5978
0.8426
0.097
0.6836
0.5942
0.3936
0.7014
0.5488
0.65
0.6362
0.3966
0.3616
0.4868
0.3772
0.4526
0.7308
0.7228
0.3136
0.8754
0.3166
0.4322
0.3706
0.9036
0.6886
0.4188
0.6618
0.6944
0.4854
0.5594
0.7124
0.5396
0.69
0.752
0.6362
0.3764
0.4114
0.2508
0.863
0.6632
0.6722
0.2534
0.8298
0.8518
0.3594
0.5144
0.6912
0.2632
