frac_female_amplitude_larger
0.7946
0.4788
0.714
0.4828
0.3932
0.684
0.3504
0.2954
0.6776
0.7332
0.0782
0.2736
0.839
0.5632
0.3808
0.5948
0.6988
0.7596
0.4874
0.9248
0.796
0.4134
0.735
0.4536
0.3944
0.7196
0.5966
0.6598
0.8392
0.481
0.7588
0.588
0.8202
0.6402
0.6728
0.2936
0.528
0.72
0.3508
0.6712
0.733
0.7374
0.2402
0.7336
0.552
0.5028
0.4972
0.6608
0.3378
0.794
0.67
0.573
0.389
0.636
0.6086
0.7714
0.7368
0.5252
0.4442
0.4942
0.6914
0.4244
0.497
0.7784
0.3764
0.3408
0.9254
0.5728
0.3358
0.6736
0.539
0.3942
0.4842
0.4014
0.444
0.8724
0.4666
0.4906
0.6182
0.4894
0.6452
0.4438
0.5346
0.6636
0.6886
0.4988
0.7074
0.694
0.5316
0.5688
0.647
0.411
0.7336
0.6596
0.5836
0.5052
0.4796
0.675
0.5216
0.7292
0.6498
0.4638
0.7416
0.4478
0.6444
0.416
0.6152
0.6676
0.562
0.5948
0.6788
0.3558
0.961
0.5144
0.6264
0.619
0.586
0.5952
0.6126
0.6352
0.6986
0.738
0.7936
0.5392
0.449
0.7468
0.844
0.615
0.5006
0.9448
0.6118
0.726
0.3522
0.5162
0.643
0.6766
0.4566
0.492
0.5142
0.4666
0.3778
0.7678
0.473
0.754
0.476
0.4056
0.4314
0.965
0.9414
0.6012
0.543
0.5556
0.4436
0.6894
0.7362
0.5126
0.6582
0.5286
0.6374
0.6374
0.5164
0.5318
0.6434
0.4286
0.727
0.5682
0.8682
0.645
0.39
0.7446
0.4766
0.662
0.8214
0.5716
0.642
0.3344
0.651
0.6484
0.8168
0.8108
0.4976
0.1738
0.3508
0.5972
0.5044
0.5046
0.8696
0.7096
0.5348
0.5038
0.7034
0.5116
0.4358
0.583
0.767
0.2566
0.325
0.6834
0.4552
0.721
0.6924
0.9774
0.6384
0.5764
0.3652
0.7952
0.4972
0.4612
0.897
0.6434
0.5714
0.7122
0.6976
0.5882
0.4788
0.4444
0.694
0.6282
0.7172
0.677
0.531
0.124
0.5222
0.7208
0.583
0.7356
0.749
0.3222
0.8942
0.5998
0.5458
0.34
0.3686
0.666
0.655
0.6974
0.7052
0.622
0.8282
0.8446
0.452
0.665
0.4548
0.5452
0.6372
0.6702
0.638
0.3854
0.4722
0.6584
0.3936
0.3554
0.4298
0.173
0.074
0.5808
0.7198
0.6562
0.4874
0.3658
0.2732
0.5946
0.5798
0.4958
0.4696
0.4482
0.4754
0.5964
0.6836
0.613
0.6764
0.7578
0.5418
0.4834
0.3176
0.5588
0.8388
0.5898
0.716
0.8136
0.6594
0.722
0.1194
0.4728
0.577
0.6484
0.66
0.4882
0.4518
0.6486
0.6104
0.637
0.648
0.6422
0.5016
0.588
0.447
0.6676
0.666
0.3292
0.9074
0.403
0.7758
0.531
0.5608
0.3772
0.5772
0.9034
0.6208
0.4632
0.5136
0.3482
0.4526
0.3048
0.4124
0.7124
0.8062
0.777
0.5518
0.8038
0.1086
0.3716
0.6324
0.4012
0.6496
0.7964
0.6444
0.6498
0.257
0.4754
0.5354
0.556
0.494
0.2908
0.4198
0.407
0.3662
0.7274
0.5708
0.5572
0.8018
0.7204
0.4486
0.41
0.5972
0.6906
0.7354
0.4618
0.5556
0.3326
0.5912
0.5452
0.4818
0.858
0.8244
0.42
0.483
0.6394
0.8238
0.5506
0.3946
0.481
0.5376
0.297
0.8202
0.5692
0.7148
0.1242
0.1358
0.5368
0.5706
0.6874
0.7984
0.8246
0.4804
0.7468
0.529
0.584
0.4824
0.639
0.6996
0.3958
0.481
0.5318
0.3964
0.3368
0.6176
0.4916
0.5258
0.6232
0.3246
0.405
0.5286
0.5646
0.6136
0.6724
0.6522
0.5946
0.723
0.506
0.4248
0.3906
0.7956
0.6736
0.5382
0.8788
0.6948
0.4084
0.8784
0.5876
0.5056
0.6142
0.6118
0.6486
0.2948
0.4544
0.5368
0.261
0.5402
0.6912
0.5896
0.5982
0.7124
0.3938
0.816
0.4708
0.5028
0.5596
0.5986
0.452
0.634
0.7384
0.6342
0.52
0.7036
0.8188
0.644
0.8134
0.4208
0.4636
0.3958
0.7982
0.465
0.592
0.4696
0.4636
0.7874
0.5852
0.6718
0.444
0.5634
0.6848
0.3684
0.4056
0.33
0.4982
0.437
0.6822
0.7444
0.465
0.984
0.5986
0.5106
0.5354
0.412
0.6856
0.538
0.5794
0.677
0.8864
0.5758
0.234
0.6906
0.3922
0.4324
0.3136
0.4976
0.7218
0.426
0.4552
0.3114
0.261
0.4606
0.7304
0.658
0.2852
0.3636
0.6454
0.4978
0.6718
0.5814
0.3338
0.6908
0.4402
0.481
0.6132
0.087
0.6922
0.4016
0.5284
0.7202
0.498
0.9656
0.3584
0.597
0.2694
0.5062
0.5696
0.4672
0.8586
0.5958
0.6946
0.82
0.7256
0.4752
0.464
0.8426
0.9696
0.4688
0.71
0.7372
0.33
0.6876
0.6032
0.6806
0.4974
0.6118
0.3578
0.3892
0.2876
0.3662
0.329
0.6266
0.535
0.9388
0.4338
0.2092
0.5622
0.5946
0.3046
0.7018
0.4932
0.7022
0.5056
0.7282
0.661
0.6176
0.4208
0.7634
0.7688
0.4628
0.594
0.5536
0.5786
0.6502
0.4624
0.6056
0.5824
0.4506
0.4456
0.4062
0.562
0.3134
0.6686
0.0764
0.481
0.393
0.5188
0.7006
0.344
0.6406
0.5028
0.1576
0.528
0.5964
0.551
0.8544
0.3206
0.5956
0.5866
0.5182
0.379
0.3818
0.6566
0.3588
0.7362
0.644
0.7656
0.4678
0.3062
0.4744
0.3108
0.4402
0.5764
0.2074
0.3538
0.3392
0.5074
0.6568
0.6662
0.4682
0.6172
0.5174
0.4496
0.479
0.4374
0.3964
0.0042
0.3014
0.7938
0.6048
0.5864
0.5406
0.4684
0.671
0.615
0.4522
0.5376
0.7496
0.7682
0.8708
0.5656
0.7814
0.3686
0.3518
0.346
0.4932
0.9184
0.5024
0.735
0.5298
0.6874
0.6746
0.8698
0.8718
0.4472
0.655
0.6152
0.589
0.6522
0.6764
0.4304
0.619
0.604
0.4736
0.5756
0.4152
0.6274
0.5122
0.7574
0.1794
0.5922
0.3642
0.7018
0.7586
0.489
0.5718
0.5308
0.644
0.715
