frac_female_amplitude_larger
0.5608
0.7984
0.695
0.8094
0.5252
0.2978
0.5846
0.535
0.7726
0.4132
0.6886
0.236
0.8942
0.2582
0.3166
0.8436
0.674
0.7406
0.9354
0.6834
0.5162
0.239
0.4856
0.518
0.4064
0.6838
0.5766
0.4482
0.5316
0.2516
0.438
0.9874
0.5392
0.5028
0.6952
0.6376
0.5298
0.682
0.655
0.1914
0.46
0.5602
0.3476
0.5774
0.4338
0.7396
0.5918
0.4564
0.44
0.3906
0.8456
0.5814
0.5066
0.2832
0.5178
0.456
0.591
0.4154
0.425
0.6908
0.2332
0.3976
0.8506
0.7538
0.3894
0.2762
0.501
0.6694
0.424
0.2946
0.216
0.4052
0.45
0.51
0.4132
0.4274
0.5932
0.1534
0.8518
0.1422
0.73
0.6954
0.4032
0.8398
0.7372
0.6954
0.3102
0.2934
0.7264
0.422
0.7742
0.4146
0.3868
0.6464
0.7438
0.3414
0.5342
0.857
0.7232
0.4278
0.1936
0.665
0.6426
0.3594
0.1164
0.359
0.48
0.3426
0.3926
0.3166
0.325
0.448
0.7098
0.5122
0.5068
0.2964
0.4406
0.8422
0.9104
0.4716
0.1398
0.3722
0.8158
0.3382
0.4844
0.703
0.615
0.4934
0.5688
0.745
0.7316
0.6788
0.1442
0.5494
0.783
0.6614
0.5136
0.3474
0.8614
0.781
0.4448
0.4476
0.7486
0.7332
0.551
0.2958
0.4888
0.4094
0.7412
0.7752
0.1586
0.3644
0.4212
0.5872
0.0566
0.4934
0.7688
0.7868
0.4528
0.3744
0.4142
0.3892
0.5608
0.612
0.6828
0.7906
0.3606
0.7016
0.8488
0.5552
0.7634
0.2342
0.2934
0.3704
0.314
0.6024
0.9126
0.4958
0.1488
0.2904
0.3956
0.243
0.5694
0.3066
0.3414
0.852
0.8022
0.741
