ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.8701366651920415,-4.093060143401633,-3.378294026629228
ZT6,-3.4627333513451295,-3.6421802356004247,-3.2793773541235725
ZT12,-3.615468434027522,-3.868251815671588,-3.3206190741138957
ZT18,-3.06799155374953,-3.337443666600213,-2.83963734527263
