ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.05220708387412,-4.503245559308425,-3.516054085643633
ZT6,-3.8329182953482386,-4.278438883407865,-3.410904273040287
ZT12,-3.986178355605862,-4.426171065421661,-3.504408658093386
ZT18,-4.501468673400387,-4.651835328449949,-3.8718204739447475
