ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.2181301098529924,-3.3680200101071835,-3.0658240003998904
ZT6,-3.130524387943416,-3.275089138099695,-2.9861451109148005
ZT12,-3.3223046691900517,-3.507848399684073,-3.1289089595178186
ZT18,-3.1209763583406422,-3.2639731351844294,-2.9807464293365213
