ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.085907927931591,-4.3706964184293655,-3.761114421818114
ZT6,-3.9153442456895413,-4.117805605318272,-3.705988328696627
ZT12,-3.9943362229723753,-4.222187095908844,-3.736938730670321
ZT18,-3.5784053827555407,-3.7810326756797976,-3.398448383537937
