ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.0914897739903076,-3.2315261407884632,-2.9486748224248296
ZT6,-3.038747256834237,-3.1887052080731166,-2.89529467321069
ZT12,-3.068583884246011,-3.2123945465029324,-2.922733752528174
ZT18,-3.1348978308046833,-3.282243555782402,-2.985051888125273
