ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.079027496902381,-3.28944148738182,-2.8909184402842096
ZT6,-3.37487734408245,-3.5325627986118087,-3.2182210874398236
ZT12,-3.319827709480971,-3.4579137587656863,-3.1734933715514146
ZT18,-3.3153019166986453,-3.4575192773382586,-3.1719211321249143
