ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.8496041032126254,-4.109985244226121,-3.5486815106499026
ZT6,-3.456191997263705,-3.607767591869809,-3.3056418705746755
ZT12,-3.725450005780567,-3.9284281594682695,-3.506251820628524
ZT18,-3.536767300514333,-3.687676839547427,-3.394100864898106
