ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.3432464470035237,-3.4933428631901324,-3.199867221740355
ZT6,-3.3645558437806913,-3.511378020827084,-3.2265987318372913
ZT12,-3.6584866211419214,-3.874581326911974,-3.425753354291803
ZT18,-3.5753494717135252,-3.7616554776229645,-3.38155580992069
