ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.7374450784658264,-3.8800010889469645,-3.588205358073936
ZT6,-3.7814811347468553,-3.9401519692589644,-3.6231181297243866
ZT12,-3.9690370382065128,-4.218778948240394,-3.6945483583801217
ZT18,-3.6145534410002065,-3.7612469150298473,-3.4765472962994126
