ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.056439552167742,-4.508561781208712,-3.5175063498587957
ZT6,-3.829647074850503,-4.275933162025874,-3.4072032291014223
ZT12,-3.9902118758205654,-4.4206495972518,-3.5083077697604255
ZT18,-4.502811539711542,-4.651838337569168,-3.8755236122418544
