ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.37992085031547,-4.539402072429969,-4.221669066635496
ZT6,-4.494401338826713,-4.696998380661456,-4.293385588253322
ZT12,-4.834873973226401,-5.130836479524583,-4.370116521716273
ZT18,-4.322708092555153,-4.471777061110361,-4.178249570698554
