ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.852189678857834,-4.112954556645105,-3.5525235184197266
ZT6,-3.4591292870317814,-3.6137189069105036,-3.312009164984561
ZT12,-3.7262439339695717,-3.9240226631114976,-3.5118521149388013
ZT18,-3.5374769258683125,-3.6807580493789023,-3.393953189159854
