frac_misaligned_amplitude_larger
0.4252
0.5392
0.5258
0.4348
0.3558
0.3452
0.8744
0.4468
0.2364
0.7212
0.2404
0.4828
0.6074
0.3698
0.9074
0.5992
0.4238
0.4244
0.3816
0.6396
0.5338
0.3868
0.3874
0.506
0.3322
0.6152
0.2732
0.5044
0.4028
0.4444
0.341
0.5922
0.2826
0.4388
0.399
0.4342
0.4738
0.3768
0.597
0.4286
0.4854
0.646
0.4238
0.3842
0.3006
0.5188
0.311
0.3602
0.5948
0.5138
0.5222
0.506
0.4298
0.415
0.3704
0.497
0.4998
0.6028
0.4184
0.6318
0.3814
0.4378
0.4758
0.459
0.4232
0.6626
0.373
0.246
0.4534
0.1678
0.2146
0.3504
0.381
0.4022
0.8336
0.524
0.6234
0.824
0.3214
0.4618
0.0996
0.1378
0.2724
0.539
0.5006
0.4788
0.415
0.5516
0.1508
0.3426
0.6428
0.5562
0.641
0.374
0.5094
0.5014
0.4398
0.381
0.6552
0.4824
0.9346
0.5154
0.3956
0.4924
0.4732
0.59
0.6238
0.8226
0.989
0.364
0.463
0.4782
0.478
0.627
0.4284
0.5544
0.4956
0.5462
0.1896
0.5682
0.3614
0.5014
0.9038
0.5386
0.2968
0.4786
0.4294
0.4408
0.5228
0.3644
0.51
0.5386
0.637
0.7522
0.4232
0.1934
0.4834
0.9504
0.4818
0.3904
0.0634
0.5908
0.34
0.33
0.2638
0.3788
0.4174
0.5636
0.3774
0.5472
0.3946
0.47
0.4996
0.4198
0.3904
0.447
0.4994
0.1204
0.3798
0.4376
0.121
0.5848
0.4256
0.2944
0.7034
0.3894
0.4234
0.4902
0.5788
0.4886
0.456
0.394
0.4196
0.5236
0.6682
0.6074
0.2796
0.3188
0.6012
0.5106
0.4112
0.5144
0.4774
0.5252
0.4994
0.4554
0.507
0.5736
0.3854
0.626
0.691
0.5906
0.5468
0.3086
0.4858
0.3746
0.4328
0.7514
0.0512
0.6068
0.653
0.8338
0.4268
0.5482
0.525
0.5914
0.4874
0.2308
0.5348
0.77
0.429
0.251
0.4224
0.5274
0.3872
0.6552
0.3678
0.4636
0.436
0.5654
0.5116
0.4462
0.6944
0.5348
0.3198
0.5646
0.5278
0.5692
0.5556
0.448
0.2934
0.4758
0.4128
0.5614
0.4344
0.5836
0.4688
0.5686
0.339
0.4802
0.533
0.7726
0.4294
0.4468
0.4994
0.3536
0.4128
0.4864
0.45
0.4876
0.7514
0.5984
0.4746
0.5792
0.509
0.3868
0.3858
0.3816
0.4534
0.4946
0.5368
0.2606
