ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.563529309036622,-3.789786032813444,-3.317376650748831
ZT6,-3.4138170896149624,-3.57011825747939,-3.2504327786430967
ZT12,-3.427197459467873,-3.5869762861382415,-3.264799296526706
ZT18,-3.2101544979227534,-3.389168583464258,-3.040182164719631
