ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.0893954601978733,-3.2376340968519774,-2.944089319649518
ZT6,-3.0396428416898047,-3.184077091697633,-2.8980321024894042
ZT12,-3.06675290417421,-3.2101003221353386,-2.922393737796563
ZT18,-3.135014614045398,-3.280619978733435,-2.986219127495859
