ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.551368116379463,-4.105111680846666,-3.2142775042580847
ZT6,-3.900549220286066,-4.213983436067216,-3.5980604848029483
ZT12,-4.507754455560862,-4.674116334370475,-3.8815443914013117
ZT18,-4.361471516666188,-4.668975344165582,-3.6674175494122245
