ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.162946249113801,-4.356365941719566,-3.9679011026080913
ZT6,-4.13311476364756,-4.301608538668045,-3.9555415972448214
ZT12,-4.184599476496062,-4.38855628378594,-3.9737906302109463
ZT18,-4.003431819667674,-4.157553983231622,-3.855088625516654
