ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.8130853940457428,-4.302088787007625,-3.4589179510931567
ZT6,-4.357952459116231,-4.782345365589754,-3.7690739734413636
ZT12,-4.762918924559731,-4.858466644172604,-4.256206363839321
ZT18,-4.044051914215851,-4.449099546342857,-3.6598365653223084
