ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.868901086010247,-4.094175076819467,-3.349316971022114
ZT6,-3.46130316598891,-3.6350449478844324,-3.2758792018239733
ZT12,-3.6149864758562353,-3.8647656371988894,-3.31970187271484
ZT18,-3.0677221205071086,-3.327164293786004,-2.842572908757002
