ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.028098654554834,-4.184696964697142,-3.867802819147043
ZT6,-3.9765899308399617,-4.124364220330028,-3.834138953837679
ZT12,-4.144257923021543,-4.356412116358751,-3.925908111951828
ZT18,-3.9734915577487118,-4.113291464054653,-3.8301424491558502
