frac_misaligned_amplitude_larger
0.256
0.394
0.5018
0.3926
0.5852
0.2268
0.4044
0.5548
0.2888
0.6772
0.4394
0.4406
0.303
0.3082
0.2592
0.4798
0.2538
0.38
0.9322
0.4448
0.5036
0.738
0.4036
0.5138
0.0254
0.6304
0.2946
0.2108
0.2432
0.3458
0.402
0.7306
0.5942
0.3848
0.4644
0.5298
0.603
0.88
0.4716
0.404
0.533
0.5
0.4548
0.1544
0.3336
0.5238
0.4328
0.2226
0.5984
0.4224
0.248
0.5448
0.4716
0.5026
0.7098
0.0526
0.106
0.4152
0.2532
0.238
0.5556
0.1464
0.511
0.3752
0.883
0.8176
0.9176
0.6174
0.3414
0.6196
0.4584
0.542
0.722
0.273
0.2894
0.4582
0.5862
0.5788
0.4014
0.4606
0.1676
0.5044
0.2864
0.4946
0.5988
0.2332
0.4516
0.462
0.4116
0.4636
0.4812
0.2936
0.6492
0.4774
0.4522
0.5812
0.4078
0.223
0.372
0.3138
0.2982
0.504
0.4648
0.5048
0.2984
0.5758
0.3782
0.3046
0.419
0.454
0.2516
0.5564
0.4014
0.1678
0.4248
0.6636
0.5242
0.4632
0.1838
0.327
0.2998
0.566
0.5648
0.3698
0.5074
0.5904
0.5686
0.522
0.3376
0.3028
0.3404
0.1742
0.445
0.2726
0.0854
0.3468
0.421
0.7292
0.3852
0.338
0.3934
0.2328
0.4112
0.6092
0.4846
0.2502
0.2858
0.3048
0.249
0.1224
0.3088
0.3088
0.5024
0.816
0.5516
0.228
0.6656
0.4636
0.0728
0.4036
0.5372
0.488
0.5866
0.4554
0.0954
0.4936
0.3606
0.3706
0.5142
0.1438
0.6548
0.325
0.6662
0.3304
0.3836
0.3766
