ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.5565890604083163,-4.097854257704566,-3.2161340802506406
ZT6,-3.9027923460584852,-4.2126180955026955,-3.5920305344404215
ZT12,-4.505095674688241,-4.6741213658102,-3.9065637320360684
ZT18,-4.368290677965763,-4.668853804512127,-3.6651376202346073
