ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.991640475878412,-4.141165985088226,-3.8455605339503545
ZT6,-4.117846337969969,-4.308204207017777,-3.9359553651866035
ZT12,-4.159071680644141,-4.364277029284158,-3.9511147087273453
ZT18,-3.981534140576165,-4.129241496972849,-3.837407153191592
