ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.757939559464851,-5.027584964175363,-4.455620046363413
ZT6,-4.727372562862464,-4.984567380653812,-4.445227915083813
ZT12,-4.77953188425053,-5.047524432821316,-4.459373920057839
ZT18,-4.3519969308559885,-4.521680014928437,-4.191580627072999
