frac_misaligned_amplitude_larger
0.455
0.5114
0.4042
0.4504
0.2614
0.5508
0.432
0.222
0.4198
0.891
0.4274
0.6036
0.6684
0.569
0.2246
0.3218
0.5194
0.0418
0.6542
0.4312
0.348
0.6134
0.5756
0.2756
0.5072
0.6252
0.4158
0.3304
0.1646
0.5936
0.7154
0.4956
0.3094
0.3364
0.5402
0.6002
0.5458
0.2352
0.3976
0.6902
0.6072
0.478
0.6688
0.4088
0.4244
0.3134
0.5896
0.6924
0.5272
0.3528
0.3588
0.3062
0.5192
0.7794
0.4056
0.3052
0.4234
0.301
0.4124
0.2546
0.3604
0.2956
0.6152
0.3632
0.3116
0.5166
0.5536
0.4282
0.4734
0.4154
0.379
0.3258
