ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.4616451249485674,-3.6141471952716353,-3.301684286292789
ZT6,-3.402218348994408,-3.5473741480818566,-3.261274107645438
ZT12,-3.602948807748018,-3.8187143551021094,-3.370631305466776
ZT18,-3.3142083893550596,-3.454558196449193,-3.1728494299547614
