ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.078841537533166,-3.2929794395986764,-2.8862100033251865
ZT6,-3.375434475570396,-3.5350854497621227,-3.210121761551633
ZT12,-3.319056272242702,-3.4643633506196436,-3.1755934518399
ZT18,-3.31563702589962,-3.459383722207896,-3.1717388313156754
