ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.377758682090464,-4.536287153701171,-4.223137259254749
ZT6,-4.494252443221259,-4.698020175293694,-4.295372343721561
ZT12,-4.833908051716193,-5.131589497848374,-4.389748973980368
ZT18,-4.322620241431315,-4.471786045396513,-4.182110719384788
