ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.6106539205871995,-4.757480088431537,-3.93097733122767
ZT6,-3.688908919873485,-4.247560958579344,-3.3195122588473156
ZT12,-4.012516522555751,-4.403761690037675,-3.61984741880107
ZT18,-4.655059629441051,-4.757480497114549,-4.11519470101336
