ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.755434660819638,-5.020653350480709,-4.461614727758518
ZT6,-4.719618487948067,-4.984435838925177,-4.44235729763626
ZT12,-4.779025674288748,-5.054880357061839,-4.4632501070018735
ZT18,-4.355164334543948,-4.523846974680326,-4.197558879931418
