ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.220447614438279,-3.373662274287401,-3.0721725260502355
ZT6,-3.1338056501770373,-3.2757129350450507,-2.9885214500023696
ZT12,-3.322038625543952,-3.503420804157886,-3.133138508532785
ZT18,-3.11955916806118,-3.2648190794091083,-2.9775936755947194
