gene,acrophase_hour,acrophase_rad,bf_log10,expected_mesor
Mfap2,6.02,1.5752,13.56,-11.2517
Mfsd10,8.11,2.1238,14.76,-10.1903
Mgp,13.81,3.6144,62.4,-4.6254
Milr1,14.25,3.7315,6.18,-12.051
Mirg,17.01,4.4531,3.59,-13.4994
Mknk2,13.86,3.6284,146.53,-10.0164
Mlf1,10.66,2.7902,20.43,-11.4045
Mmgt1,17.47,4.5746,6.54,-10.8767
Mmp14,2.95,0.773,38.58,-10.7539
Mob2,0.3,0.079,79.37,-9.2713
Morc4,16.04,4.1993,23.54,-11.649
Mospd2,22.16,5.8006,7.38,-10.763
Mpg,8.44,2.2101,15.78,-11.189
Mpp2,15.54,4.0685,27.01,-11.8721
Mpv17l2,9.01,2.3594,13.31,-10.1349
Mri1,8.2,2.1457,3.32,-11.0533
Mrnip,9.12,2.3863,2.46,-13.2159
Msmo1,18.96,4.9643,24.35,-10.1526
Msrb2,6.43,1.683,2.51,-11.2196
Mt1,10.78,2.8228,2608.96,-7.3337
Mt2,10.1,2.6451,504.41,-9.489
Mterf2,6.62,1.7323,4.32,-12.1541
Mthfd1,2.59,0.6788,7.95,-10.8975
Mthfd1l,13.99,3.6632,153.93,-12.8486
Mthfr,20.21,5.2897,42.39,-11.7251
Mturn,18.08,4.7332,4.19,-11.5562
Mustn1,9.11,2.3852,586.51,-7.3999
Mvd,18.11,4.7402,3.26,-12.5157
Mybpc2,19.08,4.9942,14.93,-12.6202
Myh10,22.36,5.8532,16.93,-7.9896
Myl12a,22.89,5.9926,163.62,-7.8233
Mylk4,17.82,4.6665,394.6,-7.8645
Myo10,1.73,0.4533,11.33,-11.3959
Myo9b,20.51,5.37,55.38,-10.1326
Myocd,19.27,5.0446,222.47,-9.0538
Myom1,22.28,5.8333,8.45,-7.999
Myoz2,15.88,4.1571,187.91,-10.1958
N6amt1,17.59,4.6062,8.64,-9.4484
Nacad,20.1,5.263,2.83,-11.0008
Nagk,5.78,1.5123,14.77,-10.1672
Nanos1,12.3,3.2192,5.99,-13.0042
Nap1l5,3.58,0.9373,7.06,-12.3545
Nav2,2.52,0.6596,140.88,-9.472
Nceh1,8.81,2.307,3.05,-12.1623
Ncoa5,19.56,5.1202,6.0,-11.4312
Ndp,9.72,2.5434,5.83,-12.6169
Ndrg2,2.73,0.7136,312.32,-8.371
Ndst3,18.0,4.7134,63.44,-12.5375
Ndufs3,8.66,2.2673,7.04,-9.1615
Net1,14.62,3.8275,378.03,-8.5579
Neurl4,19.8,5.1846,2.68,-11.4944
Nexn,21.36,5.5915,215.74,-7.7901
Nfat5,23.87,6.2485,6.86,-9.2764
Nfe2l2,12.32,3.2255,64.88,-9.329
Nfil3,21.35,5.589,1490.08,-10.6391
Ngef,11.27,2.9503,56.82,-11.0515
Nkx6-1,21.84,5.7171,33.07,-11.5283
Nln,6.93,1.8136,2.26,-12.0292
Nme3,20.14,5.2724,10.16,-12.8578
Nmt1,15.0,3.9266,107.67,-9.5127
Nmt2,17.84,4.6702,18.08,-9.9033
Noct,21.07,5.5157,11.05,-12.6805
Nox4,16.87,4.417,77.11,-8.1338
Npas2,0.9,0.2347,362.18,-12.0155
Npas4,17.82,4.6662,27.2,-12.511
Npr3,19.28,5.0488,79.37,-11.6245
Nr1d1,8.75,2.2918,3800.5,-10.1153
Nr1d2,10.71,2.8036,1669.51,-10.2269
Nr3c2,14.66,3.8368,7.24,-11.341
Nr4a1,15.43,4.0407,77.05,-8.8408
Nr4a2,14.48,3.7898,172.97,-9.9077
Nr4a3,14.29,3.74,73.16,-11.5774
Nrgn,11.46,2.9997,10.84,-10.6646
Nrk,19.83,5.1916,5.53,-12.6119
Nrtn,12.59,3.2948,18.55,-9.5884
Ntf3,0.05,0.0134,159.22,-9.4532
Ntn4,20.51,5.3694,52.94,-10.8376
Nuak1,21.85,5.7207,105.44,-10.4875
Nxnl2,2.38,0.6227,65.45,-13.8086
Nxph3,4.66,1.2188,2.41,-13.6916
Odc1,11.48,3.0062,17.2,-9.4592
Ogn,22.56,5.9069,594.89,-6.6652
Olfr1033,17.35,4.5427,147.11,-9.1735
Olfr1034,14.64,3.8318,24.53,-10.9443
Opa3,19.05,4.9865,21.08,-10.897
Oplah,16.84,4.4088,30.25,-11.9239
Optc,7.07,1.8514,128.42,-8.901
Orai1,13.02,3.4089,2.4,-10.9556
Osgin1,14.7,3.8475,4.95,-13.7839
Osr1,18.8,4.9207,431.86,-8.6313
Otud1,19.36,5.0687,74.11,-9.436
P2rx5,17.59,4.6054,19.23,-11.0149
P4ha1,19.24,5.0382,302.34,-9.7027
Pak6,2.51,0.656,7.32,-12.6676
Palld,17.83,4.6677,72.94,-8.816
Parp8,21.96,5.7483,14.61,-10.6781
Pawr,23.76,6.2206,98.97,-8.9894
Pcgf5,19.43,5.086,86.13,-9.2357
Pck2,11.91,3.1188,5.84,-10.4049
Pcsk5,23.9,6.2566,50.99,-9.6623
Pcsk6,17.33,4.5364,5.34,-12.3234
Pcyt2,18.7,4.8946,3.3,-11.0006
Pdcd4,7.93,2.0773,236.92,-9.7767
Pde7a,16.76,4.3873,9.72,-10.9655
Pdgfb,6.88,1.8009,88.01,-12.7178
Pdia6,23.55,6.1663,5.81,-8.9767
Pdlim4,4.06,1.0638,106.07,-9.2841
Pdlim5,20.33,5.3218,181.21,-8.5883
Pdxk,14.86,3.889,63.9,-11.2447
Pdzd2,0.07,0.017,64.12,-10.4299
Pdzrn4,1.5,0.392,4.71,-11.3443
Pecam1,10.9,2.8541,4.24,-10.669
Peli1,11.47,3.0032,178.46,-9.9585
Per1,11.69,3.0611,252.88,-10.7929
Per2,14.44,3.7803,688.9,-10.6222
Per3,12.3,3.2202,1151.4,-10.4818
Pfn1,6.85,1.7941,739.37,-7.0523
Pgf,10.01,2.6194,25.98,-12.3671
Pgm5,17.93,4.6943,176.98,-9.2173
Phactr3,9.04,2.3678,52.87,-12.2583
Phactr4,14.91,3.9023,11.61,-10.4491
Phf19,14.75,3.8624,12.71,-13.2371
Phf2,20.21,5.291,46.93,-10.2767
Phgdh,12.97,3.3965,21.6,-10.9885
Pi15,2.57,0.6721,125.61,-7.9672
Pik3ip1,9.51,2.4889,136.44,-10.4005
Pim1,22.2,5.8115,10.52,-11.5178
Pim3,7.34,1.9206,257.25,-10.5709
Pinx1,20.95,5.4855,3.48,-11.0329
Pip4k2a,19.32,5.0573,20.85,-10.6916
Pipox,5.84,1.5286,16.57,-12.2935
Pitpnm2,14.95,3.9139,101.1,-10.4444
Pkd1,16.67,4.3652,237.75,-8.7294
Pkdcc,21.87,5.7267,440.74,-9.0536
Pkia,21.76,5.6975,38.92,-10.2353
Pkig,10.06,2.6338,50.07,-8.9304
Pla2g4a,16.28,4.2627,66.69,-9.8162
Plaat1,6.77,1.7725,4.93,-11.8853
Plac9b,5.17,1.3524,4.59,-11.4834
Plaur,4.23,1.107,40.32,-11.7918
Plb1,1.22,0.3201,3.18,-11.5826
Plcl1,16.7,4.3717,46.41,-10.8128
Plekhg3,22.58,5.9121,21.62,-9.6521
Plin4,14.88,3.895,13.07,-9.1663
Pln,10.09,2.6413,6.09,-11.5296
Plpp3,4.26,1.1165,41.0,-8.8541
Plvap,3.73,0.9767,394.21,-11.6309
Plxna2,11.48,3.0043,7.35,-11.1701
Pmf1,12.52,3.2788,5.0,-11.1174
Pmvk,18.07,4.7297,20.06,-10.2065
Pnp,7.71,2.0173,20.48,-10.3057
Podn,15.02,3.9311,4.65,-12.9117
Polg,17.56,4.5971,3.28,-10.8321
Polr2h,8.35,2.1871,2.19,-10.5018
Pomt2,20.28,5.31,8.19,-11.8005
Por,11.32,2.9636,247.48,-9.6021
Ppargc1b,3.29,0.8602,4.14,-12.2185
Ppef1,18.35,4.8037,58.13,-10.7276
Ppfia4,5.87,1.5362,2.14,-12.7361
Ppfibp2,9.12,2.387,13.33,-11.4055
Ppm1n,16.46,4.3096,30.58,-13.0041
Ppp1r13l,19.51,5.1075,13.12,-12.3802
Ppp1r14c,20.38,5.3356,22.77,-10.5972
Ppp1r1b,8.85,2.3182,27.71,-12.2669
Ppp1r3b,20.6,5.3928,119.66,-11.5091
Pprc1,21.86,5.7226,7.41,-11.6088
Prelid2,1.19,0.3103,18.88,-11.8412
Prex1,7.96,2.0848,4.36,-13.2718
Prkcd,23.43,6.1334,4.05,-10.2424
Prodh,10.78,2.8225,5.28,-12.4371
Prr13,2.92,0.7633,46.65,-10.462
Prr5l,23.49,6.1488,34.66,-12.0096
Prrx2,3.44,0.901,8.41,-11.7971
Prxl2a,0.94,0.2469,2.32,-12.2902
Prxl2b,9.5,2.4871,4.52,-11.3239
Psat1,12.87,3.3682,2.26,-13.2635
Ptges3l,5.76,1.5087,19.05,-10.1072
Ptgr1,12.0,3.1416,8.59,-11.206
Ptgs2,14.99,3.9254,71.58,-11.1003
Ptp4a3,5.51,1.4436,6.22,-9.373
Ptpn13,18.8,4.9228,6.48,-13.1244
Ptpn21,20.27,5.3079,34.57,-10.3804
Ptprd,17.55,4.5933,124.54,-9.2219
Ptprz1,22.21,5.8152,262.39,-8.6643
Pxdc1,18.42,4.8223,117.63,-9.3572
Pycr1,7.67,2.0089,11.0,-11.9053
Rab3a,8.09,2.1178,106.38,-10.1223
Rab6b,17.97,4.7036,129.22,-11.1193
Rabl6,17.03,4.4589,32.36,-10.1301
Rai14,17.43,4.5642,3.34,-13.0863
Ralgapa2,19.98,5.2319,21.18,-10.456
Rangap1,17.32,4.5332,15.13,-10.8639
Rapgef5,12.47,3.2655,159.76,-10.4523
Rasd2,11.34,2.9691,99.59,-13.0772
Rasl10b,14.27,3.7357,86.73,-12.4067
Rasl11a,0.03,0.0066,901.87,-9.8536
Rbm24,9.96,2.6065,72.82,-10.1127
Rbm28,18.79,4.9191,7.76,-10.1416
Rbm3,8.51,2.2292,660.84,-8.4954
Rcan1,20.01,5.2381,24.54,-10.3889
Rcan2,20.08,5.2567,343.56,-8.0823
Rcl1,8.15,2.1348,3.67,-11.716
Resf1,11.76,3.0789,176.08,-9.0479
Rev1,14.73,3.8573,31.56,-10.8586
Rfx2,10.22,2.6768,9.48,-11.8029
Rgcc,11.56,3.0261,150.97,-11.6884
Rgl1,17.63,4.6142,13.96,-12.3869
Rgs17,13.3,3.4832,67.35,-11.2808
Rgs7bp,14.41,3.7734,102.11,-8.9213
Rhebl1,8.81,2.3062,41.52,-12.3641
Rhobtb1,14.12,3.6975,119.95,-9.3459
Rhoc,5.26,1.376,422.29,-8.1115
Rhou,19.76,5.1726,5.02,-11.7084
Rin3,17.49,4.579,28.62,-11.6425
Rnaseh2b,12.2,3.1928,28.67,-11.2098
Rnd3,22.05,5.7729,459.57,-8.8611
Rnf24,19.24,5.0375,2.52,-10.6183
Rnf7,3.18,0.8336,18.44,-8.8507
Rnft1,0.48,0.1266,36.83,-10.495
Rock1,20.16,5.2777,200.68,-6.8479
Rpa1,13.68,3.5805,28.96,-11.0019
Rrad,22.73,5.9502,80.15,-8.5044
Rreb1,1.28,0.335,32.14,-11.2018
Rsad1,9.78,2.5615,9.48,-12.7198
Rspo3,11.24,2.9435,6.22,-10.7451
Rwdd3,7.96,2.0831,4.52,-13.4802
S100b,5.59,1.4625,4.85,-12.3795
S1pr3,4.93,1.2908,23.55,-13.2241
Samd1,19.39,5.0754,2.51,-11.5019
Samhd1,15.91,4.1657,7.13,-10.9048
Sbspon,8.4,2.1987,3.87,-12.3619
Scarb2,14.76,3.8633,32.89,-9.3018
Scd2,20.03,5.2427,55.45,-9.8566
Scube3,22.83,5.977,77.6,-9.1497
Sdhd,4.73,1.2391,54.97,-9.6984
Sec14l1,21.98,5.7553,3.71,-10.8746
Sel1l3,17.83,4.6679,40.38,-11.0158
Sept8,18.78,4.9164,7.78,-10.3977
Serpinb1a,10.95,2.8666,8.22,-12.3808
Serpinb8,8.21,2.1492,3.85,-11.7432
Serpini1,15.79,4.1345,85.61,-9.2566
Sertad4,20.62,5.3984,12.32,-12.7688
Sfpq,19.04,4.9842,76.41,-9.201
Sgcd,15.12,3.9594,9.24,-8.8767
Sh3kbp1,18.19,4.7625,14.52,-11.8869
Shisa4,6.49,1.6996,40.74,-9.2755
Sik1,13.49,3.5309,13.5,-11.9716
Sinhcaf,6.24,1.6328,2.28,-12.4621
Sipa1l3,22.64,5.9261,5.44,-12.1304
Six4,17.93,4.6952,9.78,-11.4474
Slc12a2,17.27,4.5224,5.21,-11.2413
Slc16a1,14.44,3.7812,4.06,-13.4612
Slc22a4,4.22,1.1056,10.55,-13.5814
Slc24a4,15.46,4.0461,10.75,-13.3652
Slc25a11,7.27,1.9039,8.83,-10.0191
Slc25a33,10.25,2.6835,172.22,-11.4515
Slc25a34,1.82,0.4752,148.42,-12.4076
Slc35e1,16.48,4.3138,5.45,-11.3692
Slc43a3,13.11,3.4331,12.84,-11.4697
Slc46a3,14.37,3.7631,35.55,-13.4603
Slc4a8,12.84,3.3604,3.99,-12.352
Slc50a1,9.23,2.417,18.54,-9.6172
Slc5a3,20.72,5.4258,41.42,-10.9398
Slc6a6,10.9,2.8529,36.61,-9.4607
Slco2a1,8.72,2.2832,4.17,-13.4363
Slit2,18.1,4.7394,3.6,-12.2024
Slmap,18.95,4.9598,28.94,-7.7694
Smc2,16.31,4.2701,7.96,-11.2435
Smim3,8.93,2.3389,75.97,-12.0591
Smim5,8.65,2.2639,720.11,-9.6893
Smim6,6.37,1.6678,6.8,-13.6897
Smpd1,14.29,3.7399,2.19,-9.8008
Sncaip,22.9,5.9952,33.51,-11.2712
Snhg3,7.21,1.8878,10.45,-9.9359
Snorc,7.61,1.9934,16.99,-11.9558
Sost,23.97,6.2762,227.67,-7.4093
Sp3os,5.79,1.5147,29.68,-11.1006
Spata24,7.15,1.8726,8.4,-11.9355
Spats2l,16.66,4.3605,55.29,-9.2576
Spcs1,6.7,1.7533,19.69,-8.7182
Spcs3,21.81,5.7091,31.07,-10.1505
Sphk1,7.57,1.982,40.7,-12.9464
Sphk2,22.54,5.8997,9.71,-11.151
Spint2,5.22,1.3661,48.89,-8.7376
Spry1,23.13,6.0549,59.36,-11.9586
Spsb1,11.31,2.9608,40.7,-10.1135
Sqle,17.41,4.559,107.96,-10.8584
Srebf2,17.04,4.461,3.48,-9.771
Ssbp4,8.3,2.1738,32.68,-9.8628
St13,18.84,4.933,91.2,-8.5363
St3gal5,1.09,0.2866,69.55,-10.3998
St6galnac4,9.2,2.4078,4.52,-11.0471
Stac,23.45,6.1387,4.34,-12.0012
Stard3,8.53,2.2321,76.55,-11.0067
Stbd1,12.67,3.3181,640.25,-9.0294
Stc1,2.29,0.6008,43.42,-12.067
Stc2,9.4,2.4605,3.91,-13.174
Steap3,12.86,3.3655,39.07,-10.9677
Stil,22.22,5.8159,14.25,-13.7304
Stip1,18.38,4.8111,285.93,-9.5147
Stk17b,9.3,2.4356,26.93,-9.4497
Stk24,2.04,0.5345,15.21,-10.0638
Stk26,16.98,4.4465,70.82,-11.5575
Stk32b,13.0,3.4027,8.61,-13.3929
Stox2,21.09,5.5212,28.24,-10.7285
Stum,4.51,1.1799,21.31,-10.052
Stxbp2,7.67,2.0089,2.04,-13.2624
Sugp2,19.85,5.1969,2.32,-11.759
Sulf1,17.57,4.6002,208.31,-8.8516
Sun2,16.39,4.2914,2.86,-9.0947
Supt5,15.07,3.9452,3.95,-9.6993
Sv2a,9.3,2.436,2.11,-11.9662
Svbp,7.03,1.8394,15.18,-9.5267
Sync,19.8,5.1826,12.84,-10.2428
Sytl5,0.76,0.1997,107.81,-11.5825
Tagln2,3.67,0.96,93.79,-7.6147
Tap2,5.44,1.4241,3.0,-11.0903
Tardbp,20.48,5.3628,16.11,-9.9947
Tcap,9.14,2.3931,15475.74,-8.0565
Tceal1,2.26,0.5906,11.28,-10.9455
Tcp11l2,5.8,1.5188,58.98,-10.8008
Tead1,20.56,5.3827,77.41,-9.7844
Tef,11.91,3.1182,1519.71,-10.0095
Tent5a,17.48,4.576,555.34,-8.5349
Tent5b,12.63,3.3058,6.87,-11.7362
Tesc,12.33,3.2269,103.17,-11.2892
Tesk1,22.16,5.8017,4.77,-10.1456
Tfap4,5.1,1.3362,6.34,-13.1148
Tgfb2,18.63,4.8769,672.41,-9.011
Tgfb3,19.96,5.2246,49.79,-9.8755
Thbs1,1.4,0.3677,88.49,-11.4285
Thra,3.24,0.8474,697.27,-8.5689
Tiam2,15.31,4.0076,13.43,-11.745
Tifa,8.31,2.1752,17.8,-13.136
Timp4,5.92,1.551,137.73,-10.6982
Tle6,15.74,4.1208,12.7,-12.8279
Tlr2,10.27,2.6881,4.7,-12.8265
Tm4sf1,2.71,0.7092,917.73,-6.5842
Tmed4,3.55,0.9303,2.97,-9.7256
Tmem108,22.12,5.79,25.97,-12.4362
Tmem136,0.22,0.0568,4.65,-10.8588
Tmem192,8.54,2.2358,4.99,-11.7672
Tmem200b,15.95,4.1749,35.48,-13.4945
Tmem204,10.17,2.6616,4.61,-12.5844
Tmem220,5.97,1.5641,9.6,-12.2113
Tmem229b,16.02,4.1952,57.28,-11.6519
Tmem230,3.27,0.856,2.85,-10.8432
Tmem26,1.77,0.4625,7.61,-12.4173
Tmem35a,13.21,3.4596,3.11,-12.1725
Tmem51,4.51,1.1816,14.74,-11.6114
Tmem82,1.99,0.5217,81.21,-12.4458
Tmem86a,8.01,2.0971,367.02,-11.5194
Tmem98,3.91,1.0234,18.24,-10.4514
Tmsb15b1,15.96,4.1773,5.7,-11.6216
Tnfaip6,17.52,4.5862,29.39,-12.0841
Tnfaip8,5.0,1.3084,25.42,-9.8449
Tnfrsf1a,8.32,2.179,5.93,-10.0389
Tnfrsf21,11.73,3.0717,62.26,-13.1362
Tnfrsf25,23.32,6.1059,3.53,-13.5205
Tnni3,9.01,2.3589,42.03,-12.714
Tob2,11.95,3.1283,94.88,-8.8355
Tor1aip2,9.44,2.4717,6.79,-10.3493
Tppp,9.35,2.4472,2.84,-13.0602
Tppp3,11.16,2.9213,9.57,-9.1677
Tpx2,15.94,4.1726,7.57,-12.8352
Trib1,14.49,3.7945,19.34,-11.2763
Trib2,16.76,4.3867,35.59,-11.6171
Tril,12.51,3.2739,2.26,-12.6938
Trim2,11.07,2.8985,6.16,-12.0422
Trim24,12.6,3.2974,32.33,-10.6134
Trim34a,8.41,2.201,2.91,-12.6272
Trim58,12.49,3.2711,2.72,-12.8214
Trim62,15.11,3.9567,2.9,-13.3621
Trmt9b,6.04,1.5804,10.4,-12.775
Trp53,5.64,1.4762,36.8,-10.2366
Trp53bp1,23.01,6.0251,35.98,-11.015
Trp53inp1,10.52,2.7546,281.28,-9.8936
Trpm3,6.22,1.6297,9.76,-12.7493
Tsc22d1,8.86,2.3205,208.86,-8.0996
Tsc22d3,11.68,3.0585,206.26,-11.057
Tsix,12.54,3.282,11.69,-11.1446
Tspan15,9.57,2.5056,8.55,-12.9045
Tspan4,12.91,3.38,1092.69,-9.6726
Tspan5,16.64,4.356,217.22,-9.6557
Tspan9,1.46,0.3833,91.25,-10.8982
Tspo,5.9,1.5449,207.23,-7.5897
Ttpal,16.16,4.2297,7.19,-11.5448
Tub,2.32,0.6074,6.28,-10.7438
Tuba1b,12.88,3.3732,5.34,-8.9147
Tubb4a,14.87,3.8923,20.27,-11.2964
Tubd1,15.56,4.0724,4.19,-12.654
Tulp1,8.15,2.1324,14.68,-11.9759
Tvp23b,3.56,0.9308,14.77,-10.314
Twist2,1.6,0.4187,16.77,-12.9258
Uba2,19.96,5.2253,94.94,-9.1411
Ubald2,5.44,1.4241,22.13,-9.8917
Ubc,22.6,5.9168,310.63,-6.5951
Ufc1,7.06,1.8481,15.45,-9.1025
Unc119,3.25,0.8518,48.65,-10.2927
Unc5b,10.36,2.7113,20.08,-11.8907
Unc5d,2.96,0.7752,3.5,-12.9376
Upb1,4.72,1.2344,53.48,-11.5237
Upp2,19.72,5.1625,14.98,-10.8867
Usf1,3.68,0.9622,10.03,-11.0002
Usp10,20.39,5.3374,4.68,-10.6623
Usp2,12.35,3.2334,131.91,-11.6775
Usp42,14.31,3.747,39.88,-10.9415
Usp53,12.32,3.2261,50.62,-9.8492
Usp54,15.03,3.9337,10.3,-11.2259
Uspl1,18.72,4.9002,3.21,-10.974
Ust,17.2,4.5027,25.42,-10.923
Vav3,19.87,5.2018,11.76,-11.9141
Vcam1,6.22,1.6276,87.71,-10.6093
Vcan,13.23,3.4647,137.62,-8.8935
Vegfd,15.62,4.0888,34.93,-10.5878
Vgll3,23.0,6.0206,97.13,-9.9367
Vldlr,1.8,0.4716,277.72,-8.8235
Vps13a,16.66,4.3627,166.63,-10.1752
Vps26c,1.15,0.3022,2.57,-10.8757
Vps37b,22.32,5.8432,4.86,-10.5719
Vstm2b,0.38,0.0999,55.02,-10.8329
Vtcn1,2.39,0.626,9.24,-12.7795
Vwa3b,8.23,2.1547,7.0,-13.5423
Vwc2,13.39,3.5056,410.41,-9.85
Wasf1,15.06,3.9429,7.14,-13.2901
Wdfy3,19.52,5.1096,12.02,-10.248
Wdr95,23.55,6.1651,73.2,-11.9513
Wee1,12.94,3.3882,344.01,-11.1249
Wnt16,1.64,0.4285,176.79,-9.5412
Wnt5a,12.24,3.2055,19.72,-12.0148
Wnt5b,12.23,3.201,11.57,-12.7953
Wsb1,23.57,6.1715,37.72,-10.1644
Wtip,19.03,4.9823,2257.76,-8.7151
Xirp1,19.17,5.02,168.08,-9.9927
Xk,23.03,6.0295,36.89,-10.2361
Xpa,8.06,2.1093,6.3,-10.311
Ydjc,10.98,2.8742,2.3,-13.3914
Ypel2,0.25,0.0663,215.61,-10.4746
Zbtb16,12.81,3.3536,925.46,-10.4217
Zbtb38,16.78,4.3924,25.85,-8.612
Zc2hc1a,21.05,5.5101,3.51,-9.0781
Zdhhc12,8.14,2.1302,2.79,-11.368
Zdhhc20,1.59,0.4153,10.09,-10.0441
Zfhx4,15.85,4.1504,12.68,-12.1468
Zfp365,15.97,4.1802,72.79,-11.2471
Zfp36l1,23.24,6.0835,376.92,-8.1493
Zfp36l2,10.77,2.8208,55.99,-9.0441
Zfp395,2.29,0.6007,14.65,-10.7237
Zfp580,6.49,1.6999,5.95,-10.9784
Zfp809,17.75,4.6462,6.42,-10.1815
Zfp872,0.34,0.0895,6.43,-12.974
Zfr,20.26,5.3046,100.4,-9.1131
Zyx,19.79,5.1807,62.92,-7.685
