gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
SPI1 (mouse),44,Dhdh;Fxyd3;Wtip;Smpd3;Atp10a;Frzb;Spp1;Tcap;Cox19;Nav3;Cd1d1;Btg2;Cdkn1a;Frmd4b;Fgf1;C1qtnf6;Pecam1;Adamts5;Mthfd1l;Cldn15;Rasd1;Hgf;Aldh1a2;Upb1;Vamp5;Tmem37;Tmco6;Creld2;Gngt2;Stbd1;Vim;Creb3l1;Agtr1a;Eln;Tcf21;Acss3;Tnmd;Cmbl;Stc2;Car11;Ephx2;Arhgap22;Pde3a;Mlana,0.585128,0.032603,-0.147906,0.240661,-0.401809,-0.511926,-0.23475,0.183319,-0.017439,0.368975,0.00911,-0.132522,0.170734
RELA (mouse),49,Dhdh;Abcb1a;Scx;Cenpm;Pgm2l1;Chaf1b;Crispld1;Flywch2;E2f1;Cox8b;Hhip;Enpp5;Hhipl1;Nrtn;Mknk2;Gjb5;Nfatc2;Tubb2a;Dio2;Fgf1;Mcm6;Mthfd1l;Lmo2;Rasd1;Rbm3;Lrrc27;Iqgap2;Cdc42ep3;Pla1a;Foxd2;Rftn1;Per3;Per1;Tmem151a;Vim;Mrap;Gm13889;Cdh4;Igfbp3;Cys1;Hist1h4i;Nuak1;Tsc22d3;Adrb2;Stab1;Car11;Pde3a;Ncald;Cxcl2,0.574253,0.2936,0.103959,0.47073,-0.280653,-0.449254,-0.126785,0.062915,-0.108433,0.234555,-0.087711,-0.227249,0.083645
MYC (human),46,Upb1;Atf3;Abca1;Klf15;Prkar2b;Bhlhe40;Bhlhe41;Cenpm;Myoc;Dgat2;Gstp1;Cthrc1;Crispld2;C4b;E2f1;Il34;Per3;Per1;Tcap;Tmem151a;Herpud1;Stbd1;Bckdha;Rtp4;Fam178b;Tef;Bach2;Nr1d1;Nr1d2;Bloc1s1;Gas6;G0s2;Fmo4;Fkbp5;Ankrd37;Ankrd12;Slco2b1;Cpt1a;Vnn1;Stab1;Arid3a;Atf6b;Hgf;Aldh3b1;Abcc4;Wee1,0.566446,0.152817,-0.024624,0.335885,-0.413629,-0.570106,-0.220279,0.008782,-0.153009,0.187214,0.110483,-0.025785,0.241386
KLF11 (human),41,Gbp5;Lrrc27;Crlf1;Bhlhe40;Fxyd3;Hspb11;Zbtb16;Cdc25b;Slc25a34;Mbp;Syt15;Cirbp;Nrgn;Islr2;Itih5;Spon2;Ifi30;Tspan4;Tcap;Col5a3;Hhipl1;Prdm8;Wnt2;Rnf112;Nr1d1;Nr1d2;Tubb2b;Gas6;Dhrs3;Slco2a1;Igfbp3;Fam107a;Cldn15;Svil;Thoc6;Gdpd3;Ephx1;Aldh3b1;Hebp2;Dbp;Fam83e,0.561853,-0.09666,-0.279463,0.100206,-0.496043,-0.689314,-0.346369,0.059054,-0.126067,0.238742,0.06581,-0.109127,0.239393
KLF4 (human),43,Gbp5;Lrrc27;Crlf1;Bhlhe40;Fxyd3;Hspb11;Pgm2l1;Zbtb16;Cdc25b;Slc25a34;Mbp;Syt15;Cirbp;Nrgn;Islr2;Itih5;Spon2;Ifi30;Tspan4;Tcap;Col5a3;Hhipl1;Prdm8;Wnt2;Rnf112;Nr1d1;Nr1d2;Tubb2b;Gas6;Dhrs3;Slco2a1;Igfbp3;Fam107a;Cldn15;Svil;Thoc6;Gdpd3;Ephx1;Aldh3b1;Hebp2;Dbp;Fam83e;Lonrf1,0.556559,-0.066808,-0.235525,0.143305,-0.473932,-0.645518,-0.315183,0.060785,-0.139485,0.223261,0.082627,-0.079754,0.241797
POU2F2 (mouse),47,Abcb1a;Accs;Slc39a11;Pgm2l1;Spp1;Crispld1;Rnf144a;Dapk1;Tef;Tek;Pi15;Dna2;Mthfd1l;Atp6v0a4;Cldn10;Vwc2;Hist1h2ae;Lpl;Aldh1a2;Rbm3;Cadm1;Abca1;Klf15;Abtb2;Mrpl27;Myoc;Lefty1;Peg3;Itih5;Dynlt1b;Mid1;Rgs4;Trdn;Bckdha;Pik3r6;Rtp4;Sytl2;Agtr1a;Ankrd37;Olfr1034;Sp110;Ebf2;Cmbl;Tsc22d3;Arid3a;Hist2h2bb;Scin,0.551351,0.119768,-0.046683,0.253496,-0.295497,-0.458176,-0.127013,0.255855,0.097205,0.412176,-0.0074,-0.163509,0.166902
Sox2 (mouse),39,Abcb1a;Cdc25b;Spp1;Ech1;Crispld1;Akr1c14;Enpp6;Dio2;Papss2;Tfdp2;Angpt1;Lyz2;Dync2h1;Dna2;Pdk4;Lmo2;Rbm3;Prex2;Fabp4;Ptgs2;Kpna2;Gkn3;Dynlt1b;Gpam;Trdn;Fam178b;Sytl2;Agtr1a;Dgkb;Olfr1034;Tnmd;Gng11;Adrb2;Fam180a;Cc2d2a;Ephx1;Nr4a3;Nfkbiz;Palld,0.549899,-0.007379,-0.233198,0.199395,-0.367167,-0.567177,-0.180885,0.182732,0.015136,0.397552,-0.01767,-0.216492,0.187078
NFIA (human),35,Accs;Mrvi1;Hsph1;Pgm2l1;Slc25a34;Slc25a47;Tmem86a;Ifi30;Ano1;Herpud1;Chchd10;Daam2;Fam178b;Sytl2;Tef;Cntfr;Nfatc2;Ahsg;Angptl7;Angptl1;Fkbp5;Papss2;Tfdp2;Sp110;Ppl;Edn1;Adrb2;Cc2d2a;Cst6;Gabre;Ephx2;Aldh3b1;Scin;Gmppb;Fam83e,0.549685,0.144457,-0.14713,0.379864,-0.360398,-0.540085,-0.178875,0.189287,0.003569,0.364008,0.129685,-0.070018,0.325748
GLI2 (human),39,Cdca7;Col13a1;Lrrc27;Tmco6;Hspb11;Mbd1;Kcna2;Zbtb16;Cdc25b;Npas2;Peg3;Cirbp;Trim24;Ttc39b;Tspan4;Gngt2;Per1;Tcap;Hhipl1;Nrtn;Acaa2;Wnt2;Ptx3;Fam178b;Tef;Nr1d2;Hoxb5;Plac8;Adra2c;Insig1;Pi15;Smpdl3b;Tnfaip8l3;Gdpd3;Ephx1;Isyna1;Dbp;Wee1;Palld,0.548565,-0.027372,-0.23145,0.183641,-0.393231,-0.56304,-0.201375,-0.029938,-0.190407,0.15965,0.155335,-0.04791,0.335562
SND1 (human),47,Grin3a;Neurl1b;Fxyd4;Bhlhe40;Fabp4;Gstp1;Spp1;Slc25a47;Dmxl2;Syt15;Ccl7;Foxd2;Lmcd1;Per2;Prdm8;Klhl31;Ccnb1ip1;Plau;Mknk2;Cpxm1;Ptx3;Tef;Vim;Hells;Fmo3;Alms1;Fkbp5;Ldlr;Tfdp2;Insig1;Fgf1;C1qtnf6;Clec2d;Sp100;Aqp1;Cmbl;Vnn1;Dixdc1;Elmo1;Scg3;Myh11;Hist2h2be;Arhgap22;Nfkbiz;Cxcl5;Mlana;Aldh1a2,0.535595,0.194798,-0.006814,0.374578,-0.340797,-0.478015,-0.176343,0.103151,-0.077468,0.254595,-0.228814,-0.405856,-0.018817
RUNX2 (human),40,Gbp5;Mrvi1;Epb41l5;Lrrc27;Lrrc3;Dgat2;Mbd1;Fabp4;Fabp5;Tmem52;Adam22;Spp1;Fam13a;Peg3;Spon2;Slc10a6;Taf4b;Mknk2;Fmo1;Fosb;Angptl4;Angptl6;Ccl11;Prss23;Anxa8;Tfdp2;Bcl6;Uba52;Sp110;Mthfd1l;Glul;Nmb;Tsc22d3;Cldn10;Stc2;Svil;Lmo2;Hspb1;Dbp;Tiam2,0.533652,0.149594,-0.006554,0.315633,-0.384058,-0.551177,-0.229064,-0.088672,-0.251294,0.081613,0.131534,-0.03169,0.313325
HIF1A (mouse),23,Foxs1;Myoc;Ky;Mndal;Sfrp1;Lmcd1;Fkbp1b;Gclc;Pld1;Cyp26b1;Crym;Btg2;Rspo3;Rspo2;Slco2a1;Ifi27l2a;Lbh;Vnn1;Gng11;Stc1;Efnb2;Arhgap18;Aox3,0.527858,-0.101907,-0.366611,0.172428,-0.07805,-0.268488,0.187031,0.425951,0.156458,0.663778,0.094587,-0.154968,0.333844
IKZF1 (mouse),52,Lypd1;Crlf1;Mmp14;Fxyd3;Cdc25b;Ces1d;Kcnk2;Islr2;Lpar4;Apod;Slc10a6;Prdm8;Car8;Cox19;Nrtn;Cyp26b1;Mknk2;Nr1d1;Nfatc2;Dhrs3;Fosb;Cdkn1a;Slco2b1;C1qtnf6;Ifi27l2a;Gdpd3;Lmo2;Rasd1;Rasd2;Thbs1;Hspb11;Lefty1;Ptgs2;Lrrc55;Mbp;Tspan4;Tnfrsf12a;Ano1;Tmem151a;Trdn;Pik3r6;Rtp4;Fam178b;Sytl2;Rpl10;Fmo6;Ccl19;Zfp28;Cys1;Inmt;S1pr3;Ncald,0.527108,0.044082,-0.159855,0.223059,-0.408863,-0.546124,-0.298251,0.118245,-0.039704,0.290477,-0.12493,-0.303965,0.020476
RUNX2 (mouse),46,Col13a1;Fxyd4;E2f1;Akr1c14;Lgals3;Apod;Spink2;Ifi205;Ifi204;Plac8;Dhrs9;Cdkn1a;Deptor;Wipf3;Aqp1;Ppl;Cldn10;Shisa2;Rbm3;Prkar2b;Sirt5;Iqgap2;Leo1;Lrrc55;Lepr;Tmem86a;Gngt2;Dynlt1b;Cd74;Trdn;Fam177a;Pik3r6;Fam178b;Cntfr;Anxa3;Alms1;Acss3;Rhobtb1;Daglb;Cacng7;Sp110;Hist1h4i;Elmo1;Hebp2;Scin;Pik3ip1,0.526296,-0.070435,-0.23587,0.11154,-0.341439,-0.50328,-0.180671,0.184857,0.027996,0.350031,-0.045575,-0.253678,0.173535
STAT5B (mouse),51,Col13a1;Lypd1;Cenpk;Bhlhe41;Mbd1;Adam22;Cdc25b;Pdcd4;Rasl11a;Spp1;Bok;Sphkap;Lpar4;Ikzf4;Il34;Grem2;Crym;Tubb2b;Hmgcs2;Bcl6;Mcm6;Aqp1;Tpx2;Atp6v0a4;Vwc2;Gsta4;Hgf;Wee1;Rbm3;Mtmr4;Gbp5;Hsph1;Rnasel;Lrrc55;Ccl2;Itih5;Ifi30;Socs2;Taf4b;Hist4h4;Bach2;Creb3l1;Ccl11;Anxa8;Fam107a;Efhd1;Tnfaip8l3;Scd2;Ephx2;Hebp2;Palld,0.523803,0.229749,0.034596,0.416371,-0.294054,-0.468012,-0.146602,-0.093762,-0.276366,0.121319,0.005302,-0.132881,0.185869
USF1 (human),47,Upb1;Atf3;Abca1;Klf15;Hsph1;Crlf1;Bhlhe40;Bhlhe41;Cenpm;Lrrc3;Myoc;Mbd1;Fam13a;Cthrc1;Crispld2;E2f1;Ikzf4;Il34;Per3;Per1;Tmem151a;Herpud1;Taf4b;Bckdha;Hist4h4;Rtp4;Fam178b;Tef;Bach2;Nr1d2;Hoxb5;Gas6;G0s2;Fkbp5;Ankrd37;Igfbp3;Ankrd12;Rhobtb1;Slco2b1;Cpt1a;Stab1;Arid3a;Aldh3b1;Abcc4;Cxcl2;Wee1;Rbm3,0.521078,0.218639,0.04976,0.385264,-0.302439,-0.483094,-0.130302,-0.090746,-0.276583,0.094895,0.12518,-0.068834,0.27142
CREB1 (human),66,Atf3;Mrvi1;Dgat2;Mbd1;Slc39a11;Gstp1;Adam22;Cdc25b;Kcnk2;Hhip;Slc10a6;Plat;Pld1;Tef;Nr1d2;Dhrs9;Fosb;Angptl4;Aifm3;Pgf;Pi15;Frat2;Vnn1;Edn1;Cldn15;Gsta4;Hist1h2ae;Hgf;Lonrf1;Rbm3;Prkar2b;Fabp4;Fabp5;Tmem52;Ptgs2;Fam13a;Peg3;Ephb3;Sfrp1;Spon2;Tspan4;Penk;Klhl31;Acaa2;Il6;Tac1;Sytl2;Junb;Fmo4;Fmod;Ccl11;Ankrd37;Fam107a;Inmt;Sp110;Glul;Tsc22d3;Stc1;Fam180a;Cc2d2a;Elmo1;Nr4a3;Arhgap22;Aldh3b1;Nfkbiz;Chchd2,0.515142,-0.091143,-0.278223,0.048255,-0.3828,-0.519403,-0.254144,0.034949,-0.100205,0.181854,0.132342,0.00759,0.26086
FOXO3A (human),20,Ttll5;Fam13a;Arl4d;Rsad1;Crispld1;Tnfrsf12a;Il34;Enpep;Angptl6;Frmd4b;Slco2b1;Daglb;Frat2;Pdk4;Tsc22d3;Wif1;Nfkbiz;Ncald;Hspb1;Hebp2,0.513222,0.162476,-0.161689,0.381751,-0.350746,-0.63715,-0.073459,0.109952,-0.249364,0.407359,-0.031414,-0.347788,0.258299
MYOD1 (mouse),46,Scx;Neurl1b;Bhlhe40;Slc39a11;Npas2;Slc36a2;C4b;Rnf144a;Fbn1;Nrtn;Hook2;Crym;Tef;Angptl6;Aifm3;Slco2a1;C1qtnf6;Gal3st2;Col27a1;Aqp1;Ppl;Gdpd3;Lmo2;Rasd1;Rasd2;Wif1;Hspb11;Lix1;Slc25a47;Cdc42ep3;Mbp;Peg3;Dbf4;Tnfrsf12a;Dynlt1b;Ano1;Col5a3;Eln;Tmem158;Stc1;Stc2;Stab1;Arid3a;Fam185a;S1pr3;Hebp2,0.508899,0.006913,-0.147764,0.198918,-0.239816,-0.420772,-0.080519,0.269083,0.091362,0.446057,0.046822,-0.118025,0.214199
ARNT (human),43,Atf3;Cdca7;Lrrc27;Sirt5;Bhlhe40;Tcp11l2;Gstp1;Zbtb16;Pdcd4;Prc1;Syt15;Cirbp;Nrgn;Islr2;Tspan4;Nfil3;Fkbp1b;Sertad4;Hhipl1;Prdm8;Mknk2;Wnt2;Slc6a6;Tubb2b;Eln;Tmem158;Angptl6;Ankrd37;Angpt1;Dixdc1;Tsc22d3;Stc2;Cc2d2a;Lmo2;Rasd2;Pdpn;Hist1h2ae;Myh11;Nr4a3;Pde3a;Cxcl2;Lonrf1;Fam167a,0.50093,0.241217,0.064218,0.445926,-0.259713,-0.438148,-0.112549,-0.038972,-0.21081,0.137505,-0.048903,-0.22275,0.115839
ZFHX3 (human),38,Accs;Lypd1;Fabp4;Fam13a;Dbf4;Flywch2;Hhip;Slc10a6;Gpam;Col5a3;Prdm8;Rgs4;Nrtn;Hook2;Fam178b;Crym;Enpep;Plac8;Rad51ap2;Fmo4;Dhrs9;Fosb;Pgf;Ankrd12;Slco2b1;Efhd1;Angpt1;Limch1;Sp110;Dixdc1;Ppl;Cldn10;Cst6;Comp;Arhgap22;Clspn;Pcsk1n;Hspa5,0.500693,0.024545,-0.218523,0.273547,-0.336204,-0.540084,-0.12611,0.16449,-0.060575,0.360458,0.105017,-0.107787,0.322189
NRF1 (mouse),33,Dhdh;Hpgd;Cenpm;Dmxl2;Cirbp;Enpp6;Tef;Nfatc2;Dhrs9;Frmd4b;Tfdp2;Dna2;P4ha1;Cst6;Gabre;Lrrc27;Mrpl27;Prc1;Ccl2;Ifi30;Tnfrsf12a;Creld2;Sfi1;Dynlt1b;Fkbp1b;Gclc;Taf4b;Bckdha;Mthfs;Mrap;Uba52;Cacng7;Car11,0.499527,0.21626,-0.051674,0.391113,-0.283267,-0.483467,-0.095386,-0.022132,-0.246111,0.229892,-0.027672,-0.191559,0.160974
HNF1A (human),39,Accs;Cdca7;Cenpm;Dgat2;Kcna2;Frzb;Cd200;Prdm8;Plac8;Tubb2b;Ahsg;Angptl7;Cdkn1a;Tfdp2;Mthfd1l;Svil;Shisa2;Wif1;Upb1;Kpna2;Fam13a;Prc1;Arsi;Ano4;Mid1;Klhl31;Fdps;Il6;Hist4h4;Alms1;Ankrd37;Gpx3;Sp110;Fam180a;Sash1;Hist2h2be;Aldh3b1;Cxcl2;Scin,0.499172,-0.002028,-0.181469,0.271106,-0.348128,-0.552878,-0.184383,0.151044,-0.082998,0.361297,-0.053267,-0.23752,0.127225
CBEPA (human),48,Atf3;Hpgd;Aif1l;Bhlhe40;Bhlhe41;Mbd1;Rnasel;F13a1;Npas2;Lepr;Lingo1;Kcnk2;Nova1;Ccl2;Sub1;C4b;Spon2;Slc10a6;Ano4;Per2;Sertad4;Ccnb1ip1;Trdn;Ptx3;Fzd4;Nr1d2;Junb;Ier5;Gas6;Fmo1;Fmo3;Fmo4;Dhrs9;Rspo3;C1qtnf6;Angpt1;Gal3st2;Aqp1;Gdf6;Dixdc1;Ppl;Atp6v0a4;Stc2;Ptn;Lmo2;Comp;Pdpn;Dbp,0.49502,-0.002584,-0.184588,0.169305,-0.308746,-0.454793,-0.161133,0.186274,0.021686,0.352506,0.13524,-0.054173,0.30494
GATA6 (human),38,Prex2;C7;Ptch2;Ttll5;Chaf1b;Mbp;Kcnk2;Slc36a2;Dbf4;Ttc39b;Net1;Pla1a;Lpar4;Ikzf4;Lgals3;Apod;Lmcd1;Ano4;Mid1;Klhl31;Klhl13;Rgs4;Hist4h4;Sytl2;Emb;Fmo1;Dhrs9;Fmod;Alms1;Hmgcs2;Limch1;Arrdc4;Cldn10;P4ha1;Nr4a3;Ncald;Aldh1a2;Clock,0.485266,-0.098532,-0.321711,0.145601,-0.245583,-0.410906,-0.043066,0.239683,0.056985,0.420952,-0.042618,-0.244353,0.118584
NR5A1 (mouse),32,Abcb1a;Prex2;Col13a1;Tmem37;Fxyd6;Lefty1;Slc39a11;Pdcd4;S100a8;Ky;Cox8b;Foxd1;Stbd1;Cd74;Spink2;Hook2;Pik3r6;Fam178b;Vim;Gas6;Ahsg;Cdkn1a;Hmgcs2;Trf;Lbh;Arrdc4;Nuak1;Vnn1;Ppl;Arhgap18;Cxcl5;Tiam2,0.483923,0.060342,-0.229189,0.285391,-0.221982,-0.445731,-0.000297,0.261941,0.062013,0.505215,0.022282,-0.20361,0.225661
RARA (human),34,Dhdh;Cadm1;Aif1l;Sdf2l1;Fam13a;Prc1;Ech1;Sub1;Itih5;Sfrp1;Tspan4;Il34;Ccnb1ip1;Klhl13;Cpxm1;Ptx3;Fam178b;Crym;Sytl2;Tef;Cntfr;Nr1d2;Hspa4l;Dhrs9;Angptl6;Mcm6;Uba52;Cmbl;Por;Ppl;Fam180a;Acyp2;Wif1;Pik3ip1,0.482195,0.037092,-0.159811,0.264949,-0.362813,-0.542339,-0.17187,0.119383,-0.110654,0.377184,0.002983,-0.182584,0.197952
POU2F2 (human),93,Atf3;Mrvi1;Cdca7;Mmp15;Fxyd3;Cdc25b;Frzb;Spp1;Dmxl2;Kcnk2;Net1;Enpp5;Plau;Nrtn;Lasp1;Grem2;Plac8;Btg2;Dhrs9;Cdkn1a;Dio2;Fkbp5;Frmd4b;Tfdp2;Fgf1;Slco2b1;C1qtnf6;Cpt1a;Ifit1;Atp6v0a4;Cldn10;P4ha1;Acyp2;Rasd1;Wif1;Hist1h2ae;Isyna1;Lpl;Tiam2;Clock;Cadm1;Upb1;Grin3a;Abtb2;Hsph1;Tmco6;Fabp4;S100a8;Fam13a;Lepr;Peg3;Nova1;Ccl7;Pla1a;Spon2;Spon1;Arsi;Sfi1;Mid1;Klhl13;Rgs4;Bckdha;Tac1;Hist4h4;Lama4;Fam178b;Wsb1;Sytl2;Vim;Enpep;Anxa3;Rad51ap2;Fmo2;Ccl19;Efhd1;Clec2d;Sp110;Ebf2;Dixdc1;Tsc22d3;Stc1;Arid3a;Elmo1;Hist2h2be;Arhgap18;Arhgap22;Nfkbiz;Ncald;Dtx4;Scin;Nrip1;Palld;Col8a1,0.481365,0.03209,-0.111757,0.177441,-0.191775,-0.323799,-0.075022,0.289591,0.161075,0.410421,-0.087839,-0.199306,0.031319
CBEPA (mouse),29,Gstm4;Spp1;Slc36a2;Ech1;Herpud1;Nav3;Dhrs9;Papss2;Cebpd;Dync2h1;Svil;Gabre;Lmo2;Acyp2;Cadm1;Fabp4;Lix1;Kpna2;Ccl2;Pla2g4a;Tspan4;Trdn;Fam178b;Sytl2;Rpl10;Fmo3;Uba52;Hist2h2bb;Hspb1,0.476512,-0.054438,-0.29304,0.199245,-0.422921,-0.647861,-0.134835,0.053591,-0.201713,0.279665,-0.162343,-0.350538,0.047855
Gata1 (mouse),37,Pdcd4;Atp10a;Slc9a3r1;Slc10a6;Enpp5;Enpp6;Chchd10;Nrtn;Nav3;Cyp26b1;Phf19;Fkbp4;C1qtnf6;Trf;Mthfd1l;Ifit1;P4ha1;Apba1;Lox;Lpl;Aldh1a2;Hlf;Sirt5;Pla2g4a;Spon1;Sfi1;Gngt2;Sertad4;Wsb1;Gm13889;Cyp51;Tnmd;Gdf6;Ephx2;Cxcl2;Cxcl5;Mlana,0.475869,0.256711,0.07008,0.477045,-0.219159,-0.404128,-0.060715,0.155735,-0.055334,0.406613,-0.070498,-0.200709,0.075279
