gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
KLF4 (human),109,Ngef;Hes6;Zbtb7a;Cryab;Pdgfb;Zbtb7c;Mybpc2;Dusp8;Crlf1;Fxyd5;Bhlhe40;Pgm2l1;Pparg;Lag3;Prrx2;Rasl10b;Zbtb16;Uckl1;Cdc25b;Ly6e;Slc25a34;Hr;Adora1;Pim3;Cirbp;Fhl1;Nrgn;Ppp1r1b;Rcor2;Slc45a4;Cend1;Rassf7;Tspan4;Rrad;Tmem176b;Kcnq5;Tcap;Crip1;Mpg;Ndrg2;Asb10;Ccnd1;Inhbb;Midn;Mmrn2;Rbm24;Plec;Ldb3;Pold4;Cck;Asb2;Serpine1;Mrgprf;Zmiz1;Flrt1;Mthfr;Nr1d1;Nr1d2;Cyb561;Dhrs3;Nfic;Ndufa4l2;Gpr146;Rarg;Tmem141;Gli1;Slco2a1;Dgkd;Sbsn;Igfbp6;Mamstr;Fam107a;Ccdc42;Dnajb1;Phactr3;Plekhg5;Selenbp1;Haus8;Tnni3;Hsbp1l1;Pfn1;Gadd45g;Cbfa2t3;Tnnt3;Dpf1;Izumo4;Nme3;Cgref1;Susd2;B3gnt8;Mapre2;Sipa1;Gdpd3;Tgfbi;Nol3;Ephx1;Nr4a2;Efna1;Nap1l5;Hspb7;Hspb2;Hebp2;Dbp;Pde4a;Lonrf1;Fgr;Thra;Camk2b;Ccdc28b,0.26182,0.089182,0.009858,0.15335,-0.132191,-0.217786,-0.064884,-0.004386,-0.081262,0.065953,0.129629,0.053733,0.211624
POU1F1 (human),62,Lum;Baz1a;As3mt;Mecom;Tnni3k;Dmd;Fam13c;Fam13a;Ogn;Mdga2;Fhl1;Bend4;Ppp1r3a;Chordc1;Igf1;Btc;Rgl1;Phgdh;Ano4;Filip1l;Mid1;Vcam1;Ccnb1ip1;Pcdh11x;Asb5;Asb4;Gja1;Trim2;Fmo2;Slc8a1;Glt8d2;Tceal1;Stox2;Rcan1;Rcan2;Pgr;Fgf7;C1qtnf7;Ptpn13;Dnajb4;Phactr4;Asph;Syne1;Pln;Cdo1;Arrdc3;Gpm6a;Mlf1;Fibin;Sgk1;Mapre2;Arid5b;Diaph3;Sh3kbp1;Lpl;Nfkbiz;Plaur;Dcn;Palld;Spry1;Colec11;Arhgdib,0.26137,0.032401,-0.076408,0.152589,-0.085084,-0.183751,0.022684,0.176286,0.087955,0.255788,0.016592,-0.07993,0.099089
MAPK14 (human),77,Nebl;Ar;Cdca8;C2;Rapgef5;Tcp11l2;Lrg1;Apex1;Pparg;Frzb;Adora1;Acly;Stk24;Pim3;Hsp90aa1;Osgin1;Synpo2l;Pmvk;Mboat1;Fhl1;Mgp;Tmem86a;Igf1;Ppp1r1b;Slc45a4;Hhip;Cend1;Decr1;Arhgef3;Phgdh;Gch1;Per2;Stk17b;Nrp2;Ccnb1ip1;Slc41a3;Higd1a;Eef2k;Aff3;Ect2;Grem2;Gfod1;Lnx1;Sytl5;Enpep;Mthfr;Bace2;Hspa4l;Cyb561;Gprasp1;Cdkn2b;Lpcat2;Nfix;Vtcn1;C1qtnf7;Dnajb1;Limch1;Slc46a3;Siah2;Vgll3;Tmtc1;Tnrc18;Banp;Lyve1;Stc1;Pdp2;Npy1r;Cgrrf1;Aig1;Rai14;Ephx1;Lpp;Tiparp;Hspb7;Tcf7l2;Camk2b;Rbm3,0.238685,-0.009838,-0.103527,0.083056,-0.088521,-0.175607,0.002543,0.150164,0.052675,0.25737,0.060854,-0.043548,0.159711
MTF1 (human),98,Hspe1;Atf3;Prkaa2;Dpysl2;Prex1;Lats2;Pdgfb;Oplah;Wnt9a;Tmc7;Dusp8;Pxdn;Bhlhe41;Mecom;Cdkl5;Nanos1;Fabp3;Zbtb16;Slc25a33;Rnft1;Pfkfb3;Thada;Baiap2;Lingo1;Ip6k2;Mboat1;Kdelr3;Fhl1;Fam76a;Plekha7;Cdc20;Foxf1;Ppp1r1b;Grap;Rgl1;Tspan4;Ptprd;Pcsk5;Zfr;Per3;Stk17b;Crip1;Ccnd1;Pak6;Pkdcc;Sun2;Abhd14b;Gsk3b;Mknk2;Trib1;Rev1;Chst12;Cyp1b1;Prr13;Angptl4;Plcl1;Nfix;Dgkd;Usp2;Mamstr;Pgf;Cacnb2;C1qtnf2;Angpt1;Vwf;Slc24a4;Tub;Pfn1;Abra;Tnnt3;Slc22a4;Banp;Rab33a;Hist3h2a;Avpi1;Cgref1;Cmpk2;Mapre2;Wnt5b;Arid3a;Gdf10;Efnb2;Rasd2;Arid5b;Smad7;Smad6;Nr4a3;Efna1;Usp42;Usp50;Irf2bp2;Axin2;Dbp;Tcf7l2;Tiam1;Thra;Camk2b;Hspd1,0.226224,0.097381,0.010311,0.192579,-0.104191,-0.190563,-0.009023,0.047151,-0.029809,0.130001,0.122033,0.053153,0.203527
ZNF281 (human),78,Samd5;Zbtb7a;Cryab;Mybpc2;Wnt9a;Dusp8;Kcnc4;Spsb1;Bik;Prrx2;Olfm2;Ror1;Odc1;Flnc;Acly;Pim1;Ppp1r14b;Mboat1;Cxxc5;Epb41;Ppp1r1b;Tspan9;Rassf4;Ccdc112;Ndrg2;Auts2;Inhbb;Pkdcc;Cacna1d;Bcl9l;Plec;Pold4;Cck;Hspa1a;Zmiz1;Tmem200b;Gja4;Nfatc1;Trim2;Nfic;Cdkn1c;Rarg;Gli1;Sncaip;Ckb;Dgkd;Itpripl2;Nkx6-1;Irs2;Bag3;Ccdc42;Echdc3;Dusp16;Rreb1;Cebpd;Ddit4l;Slc22a4;Glul;Cited4;Stc1;Susd2;Spcs3;Faim2;Arid3a;Fbln5;Scube3;Efna1;Cdh16;Sh3kbp1;Lpp;Arhgap23;Usp53;Cbx4;Lpin1;Abcc1;Hspb7;Hspb2;Ccdc28b,0.224879,-0.036369,-0.101077,0.051432,0.188511,0.115542,0.254046,0.065882,0.001195,0.144821,0.095861,0.022359,0.192151
Pax2 (mouse),67,Stard3;Optc;Ngef;Ppargc1a;Kcnb1;Sphk1;Rapgef4;Rapgef5;Csnk2a2;Zswim6;Map3k1;Ly6e;Fbxo31;Sat1;Kcnk3;Fbxo40;Ip6k2;Dsp;Crispld2;Tifa;Rgl1;Kcnq3;Crtc3;Pak3;Tbc1d16;Gem;Plb1;Lamc2;Gm6710;Actc1;Armc3;Bace2;Prr13;Tet1;Fmo2;Fmo4;Dhrs9;Plp2;Rspo3;Ckm;Cyp51;Slco2a1;Fam47e;Cdh3;Igfbp2;Gal3st3;Ccdc60;Il1r1;Slc46a3;Apcdd1;Abra;Ccdc88c;Trpm3;Tsc22d3;Tlr2;Sgk1;Cited2;Scube3;Trp53bp1;Stil;Dock5;Dock8;Lpp;Dbp;Lonrf1;Clock;Acan,0.220581,0.082941,-0.019287,0.171269,-0.042688,-0.125925,0.059726,0.04019,-0.040302,0.122946,0.177892,0.070764,0.275084
RORB (human),51,Ngef;Pdxk;Samd5;Bik;Cdc25b;Npas2;Jam2;Dpt;Fam13a;Efemp1;Bmf;Bend4;Slc25a25;Hhip;Arhgef3;Tmem176b;Ano4;Filip1l;Sdhd;Higd1a;Mmp3;Abhd14b;Tnfaip6;Hnrnpl;Hspa1a;Pip4k2a;Trim2;Timp3;Tmem229b;Cdkn1a;Prss23;Ckb;Plcl1;Phldb2;Frmd4b;Rcan1;Pgr;Pi15;Prr5l;Cth;Cdo1;Trpm3;Ankrd1;Cgref1;Sorbs1;Elmo1;Usp42;Clspn;Agap1;Dbp;Dcn,0.21999,-0.066162,-0.172385,0.028382,0.03051,-0.078924,0.130425,0.153828,0.04295,0.254054,0.078477,-0.005014,0.164114
NR2F1 (human),51,Ngef;Pdxk;Samd5;Bik;Cdc25b;Npas2;Jam2;Dpt;Fam13a;Efemp1;Bmf;Bend4;Slc25a25;Hhip;Arhgef3;Tmem176b;Ano4;Filip1l;Sdhd;Higd1a;Mmp3;Abhd14b;Tnfaip6;Hnrnpl;Hspa1a;Pip4k2a;Trim2;Timp3;Tmem229b;Cdkn1a;Prss23;Ckb;Plcl1;Phldb2;Frmd4b;Rcan1;Pgr;Pi15;Prr5l;Cth;Cdo1;Trpm3;Ankrd1;Cgref1;Sorbs1;Elmo1;Usp42;Clspn;Agap1;Dbp;Dcn,0.21999,-0.066162,-0.172385,0.028382,0.03051,-0.078924,0.130425,0.153828,0.04295,0.254054,0.078477,-0.005014,0.164114
RUNX2 (human),82,Ar;Nmt1;Epb41l5;Zbtb7c;As3mt;Tmc7;Mmp11;Cdkl5;Dgat2;Mbd1;Lars2;Ndst3;Psmb8;Uckl1;Stk24;Mob2;Dpt;Fam13a;Htr2a;Ip6k2;Itgbl1;Ppp1r3b;Herc2;Capsl;Rassf4;Lgals9;Slc10a6;Rrad;Kalrn;Pcsk5;Cd34;Tmem176b;Ano2;Selplg;Filip1l;Pcp4;Ndufb11;Nav2;Gpcpd1;Pdlim4;Mknk2;Churc1;Ldb2;Stard10;Brd1;Fmo1;Fosb;Angptl4;Gpr146;Prss23;Phldb2;Ablim1;Usp2;Mamstr;Cacnb2;C1qtnf7;Mustn1;Phactr3;Prkg2;Ralgapa2;Uba52;Syne1;Acsl1;Hsbp1l1;Ifitm3;Mthfd1l;Slc11a1;Gpm6a;Ifit3;Glul;Tsc22d3;Prmt2;Cldn22;Efna5;Diaph3;Pdzd2;Tiparp;Abcb6;Hspb1;Dbp;Spen;Fgr,0.219465,0.168696,0.072878,0.256821,-0.05077,-0.142061,0.041403,0.016358,-0.082524,0.103525,0.08578,-0.010911,0.159082
LOC135440 (human),21,Dclk1;Cyp1b1;Stac;Ppfibp2;Net1;Lgals4;Fmo4;Dmd;Ly6e;Steap3;Ablim1;Usp2;Nr4a3;Xaf1;Narf;Fam13a;Xirp1;Pdlim5;Unc5b;Ralgapa2;Ldb3,0.212707,0.236126,0.051324,0.412809,0.023418,-0.153208,0.203324,0.036684,-0.137454,0.198421,0.174163,0.039631,0.33251
ETV4 (mouse),90,Dpysl2;Sphk1;Mmp14;Kcne4;Itga5;Trim58;Naf1;Kcnk3;Itgb3;Igf2bp3;Rin2;Lgals9;Il33;Pcdhb18;Kcnq5;Tcap;Iigp1;Lhfp;Uba2;Htra4;Alpl;Lasp1;Tmem204;Grk5;Armc3;Tef;Fbxl22;Kitl;Gne;Nfatc1;Gas7;Timp3;Adamtsl1;Fam129a;Usp2;Stox2;C1qtnf7;Hmgcs2;Angpt2;Angpt1;Lyz2;Phactr3;Gal3st3;Adamts6;Il1r1;Apcdd1;Ifit3;Tlr2;Lpp;Clock;Hlf;Ccdc28b;Arhgdib;Upb1;Ppargc1a;Abtb2;C2;Tuba1a;Olfm2;Sat1;Pim1;Baiap2;Cxxc4;Alpk1;Ppp1r3a;Anln;Acaca;Socs2;Cd34;Per1;Pak3;Pak6;Pdlim5;St13;Agtr1a;Trim2;Fmo3;Tmem141;Enkur;Slc15a2;Rhobtb1;Tsc22d3;Sgk1;Npy1r;Rai14;Sel1l3;Ect2l;Nfkbia;Abcc1;Fgr,0.211459,0.139516,0.039936,0.229077,-0.054974,-0.134276,0.028909,0.033402,-0.041484,0.124045,0.156485,0.072686,0.23062
MYC (human),98,Hspe1;Upb1;Ngef;Atf3;Ppargc1a;Klf15;Pdgfb;Gprc5b;Bhlhe40;Bhlhe41;Pth1r;Egln3;Dgat2;Fabp3;Apex1;Gstp1;Slc16a1;Bik;Uckl1;Olfm2;Foxo3;Has3;Kcne4;Osbp;Arl4a;Khdrbs1;Me3;Unc5b;Fhl1;Igf2bp3;Actn2;Crispld2;Epas1;Epb41;Ppp1r3b;Herc2;Ppp1r1b;Slc45a4;Ccdc107;Per3;Per1;Tcap;Herpud1;Stbd1;Gprin2;Otud1;Cd81;Klhl30;Auts2;Slc41a3;Alpl;Plec;Aff3;Afap1;Tef;Asb2;Serpine1;Mrgpre;Fam120c;Mthfr;Nr1d1;Nr1d2;Bloc1s1;Cyb561;Fmo4;Tmem229b;Angptl2;Ankrd23;Enkur;Tle6;Fkbp5;Sbsn;Ankrd12;Gal3st3;Cpt1a;Selenbp1;Dnaja1;Asph;Rab17;Slc24a4;Eif5a2;Ccdc88c;Tnnt2;Tnnt3;Slc22a2;Cgref1;Cmpk2;Gdf15;Arid3a;Fam184b;Efna1;Cdh16;Cbx4;Axin2;Abcb6;Pde4a;Fgr;Wee1,0.210184,0.058351,-0.026644,0.133424,-0.039069,-0.118432,0.054735,0.043938,-0.027293,0.117986,0.171115,0.088073,0.259388
NKX2-8 (human),23,Ech1;Rsad1;Rfx2;Slc35f5;Ap2a1;Xk;Dgkd;Cd81;Diaph3;Lpp;Cacna1d;Ect2l;Hmgcs2;Nfkbiz;Lancl3;Mcm6;Abcc1;Pdlim4;Phactr3;Unc5b;Uba52;Prr5l;Arhgdib,0.210124,0.155598,0.008096,0.326396,0.196015,0.056943,0.319064,-0.014109,-0.175344,0.091667,0.15085,-0.02053,0.300896
RARA (human),69,Lats2;Sdf2l1;Tmc7;Iqgap1;Pth1r;Cdkl5;Spsb1;Tspo;Prrx2;Mob2;Fam13a;Pmvk;Prc1;Ech1;Actn2;Mgp;Epb41;Herc2;Lgals4;Tspan4;Tfap4;Ctsk;Gch1;Cachd1;Ccdc152;Plvap;Zfand1;Cox6a1;Ccnb1ip1;Rpp38;Cpxm1;Afap1;Tef;Cntfr;Ahnak;St3gal5;Serpinf1;Nr1d2;Hspa4l;Tet1;Dhrs9;Plp2;Sema4c;Usp2;Mamstr;Ccdc42;Echdc3;Mcm6;Phactr4;Xirp1;Selenbp1;Pi16;Uba52;Tulp1;Plekhh2;Cmbl;Nceh1;Por;Smtn;Izumo4;Avpi1;Gdf15;Cmtm6;Pycr1;Idi1;Rwdd3;Plaur;Pik3ip1;Camk2b,0.205288,0.092581,-0.000638,0.169231,-0.112708,-0.200504,-0.030229,0.087257,-0.00276,0.181136,-0.000288,-0.085101,0.098785
PCBP1 (human),130,Atf3;Slc5a3;Dpysl2;Ppp4r1;Hes6;Samd5;Zbtb7a;Klf13;Kcnma1;Jun;Kcnb1;Sphk1;Dusp8;Crlf1;Bhlhe40;Bhlhe41;Kcnc4;Iqgap1;Csnk2a2;Spsb1;Pparg;Kcna2;Prrx2;Olfm2;Odc1;Foxo3;Npas4;Flnc;Pfkfb3;Pim1;Baiap2;Lingo1;Nfe2l2;Celf4;Fam76a;Gstz1;Epas1;Lrp3;Foxf1;Rcor2;Rassf4;Tspan9;Rassf7;Tspan5;Hivep2;Tspan4;Ccdc112;Enah;Kcns3;Pcsk4;Acaca;Per3;Ccne2;Mnt;Gprin2;Cd82;Ihh;Ndrg2;Tbc1d16;Auts2;Inhbb;Pkdcc;Cacna1d;Sun2;Plec;Rbm24;Setbp1;Gfod1;Trib1;Cygb;Dip2c;Tef;Chst12;Cyp1b1;Nxnl2;Fzd4;Fzd8;Nr1d2;Fosl2;Tmem200b;Nfatc1;Gas7;Cdkn1c;Rarg;Ankrd50;Sema4c;Dgkd;Rcan1;Spire1;Irs2;Ankrd12;Dnajb1;Rreb1;Irx3;Dnaja4;Pfn1;Sik1;Cbfa2t3;Ezr;Slc22a4;Twist2;Glul;Izumo4;Tsc22d1;Nme3;Cited2;Limd1;Susd2;Hip1;Arid3a;Atp1b1;Aig1;Efna5;Zfp36l2;Purb;S1pr3;Nr4a3;Efna1;Dock5;Sh3kbp1;Cbx4;Irf2bp2;Myh9;Dbp;Pde4a;Camk1d;Wee1;Pde10a;Pkd1;Acan,0.203799,0.045973,-0.023362,0.113197,0.084024,0.009035,0.146188,0.024902,-0.036619,0.085799,0.228702,0.16767,0.285089
GATA6 (human),77,As3mt;Gsto1;Tnni3k;Lars2;Tuba1a;Dmd;Adora1;Osbp;Osgin1;Ogn;Naf1;Kcnk3;Nfe2l2;Itgb3;Cdc20;Mgp;Ppp1r3a;Herc2;Ext1;Net1;Capsl;Decr1;Pdzrn4;Acaca;Lmcd1;Cacybp;Ano4;Crip1;Morc4;Mid1;Klhl31;Asb10;Pak3;Htra4;Pcdh11x;Mmp3;Nav2;Tnfaip6;Aff3;Churc1;Vit;Maml3;Emb;Fmo1;Dhrs9;Fmod;Lpcat2;Slc8a1;Plcl1;Csf1;Pgr;C1qtnf7;Hmgcs2;Pir;Dnajb4;Prkg2;Limch1;Asph;Pln;Trpm3;Inpp5b;Dpf1;Tsc22d1;P4ha1;Pde6h;Arhgap29;Arid5b;Nr4a3;Diaph3;Cdh16;Plcxd3;Wnt16;Idi1;Rwdd3;Plaur;Dcn;Clock,0.203265,0.024283,-0.064955,0.122011,-0.050357,-0.128196,0.030298,0.152909,0.0544,0.237785,0.010125,-0.076186,0.08939
ELK4 (human),65,Prkaa2;Nox4;Nmt1;Cdca8;Upf1;Mecom;Cdkl5;Nanos1;Mbd1;Adam19;Lag3;Pdcd4;Has3;Hsp90aa1;Itga9;Pmvk;Kdelr3;Gapdh;Fhl1;Igf2bp3;Hnrnpa0;Sfrp2;Egr1;Hivep2;Ccdc112;Enah;Ptprd;Arhgef3;Cd34;Sdhd;Plvap;Narf;Cpxm2;Cck;Cd9;Nxnl2;Nr1d1;Ehd4;Hspa4l;Rbm8a;Dhrs9;Plcl1;Fra10ac1;Tceal1;Sbsn;Nkx6-1;Slc37a2;Uba52;Prr5l;Wdr89;Haus8;Eif5a2;Slc22a2;Edn1;Sorbs1;Mapre2;Arhgap29;Steap3;Arid5b;Tiparp;Lpin3;Idi1;Abcb6;Plaur;Clock,0.20321,-0.067875,-0.162674,0.023571,0.060789,-0.025409,0.144559,0.135335,0.058508,0.220658,0.01657,-0.065613,0.107852
TEAD4 (human),124,Prkaa2;Pdxk;Dpysl2;Hes6;Zbtb7a;Klf15;Jun;Kcnb1;Crlf1;Gprc5b;Pxdn;Bhlhe40;Bhlhe41;Kcnc4;Tcp11l2;Fos;Spsb1;Pparg;Tspo;Gk;Prrx2;Zbtb16;Uckl1;Olfm2;Odc1;Foxo3;Npas4;Frzb;Flnc;Pfkfb3;Pim1;Baiap2;Itga7;Dsp;Myo10;Fhl3;Slc25a25;Trim24;Plekha7;Epb41;Lrp3;Ppp1r1b;Rcor2;Rassf4;Tspan9;Tspan4;Ccdc112;Enah;Id2;Pcsk4;Kif1a;Stk17b;Mnt;Klhl29;Ypel2;Crtc3;Ihh;Ndrg2;Auts2;Midn;Pkdcc;Cacna1d;Sun2;Rbm24;Plec;Cygb;Dip2c;Homer2;Tef;Hspa1a;Zmiz1;Fam120c;Nxnl2;Fzd4;Nr1d2;Tmem200b;Nfatc1;Cyb561;Ada;Nfic;Angptl4;Cdkn1c;Rarg;Tmem141;Ankrd50;Dgkd;Spire1;Irs2;Ankrd12;Rreb1;Gal3st3;Plekhg5;Irx3;Dnaja1;Dnaja4;Tub;Acsl1;Sik1;Pfn1;Arntl;Gadd45g;Cbfa2t3;Ezr;Sox9;Nme3;Cited2;Stc1;Stip1;Prmt2;Susd2;Sipa1;Arid3a;Atp1b1;Aig1;Gdf10;Smad7;Nr4a3;Irf2bp2;Meis2;Agap1;Dbp;Pde4a;Tcf7l2;Camk2b,0.197239,-0.006925,-0.077064,0.053682,0.067931,-0.008634,0.13708,0.060018,0.004291,0.119112,0.190314,0.126679,0.243115
SP3 (human),119,Ngef;Slc5a3;Dpysl2;Ppp4r1;Hes6;Klf13;Zbtb7a;Kcnb1;Sphk1;Wnt9a;Dusp8;Crlf1;Bhlhe40;Bhlhe41;Kcnc4;Iqgap1;Csnk2a2;Spsb1;Pparg;Prrx2;Olfm2;Odc1;Hr;Foxo3;Npas4;Flnc;Pim1;Baiap2;Lingo1;Nfe2l2;Celf4;Myo10;Fhl1;Trim24;Gstz1;Lrp3;Foxf1;Rcor2;Cend1;Tspan9;Rassf7;Tspan4;Ccdc112;Kcns3;Pcsk4;Acaca;Per3;Ccne2;Mnt;Gprin2;Cd82;Ihh;Ndrg2;Tbc1d16;Auts2;Inhbb;Midn;Pkdcc;Cacna1d;Sun2;Rbm24;Plec;Setbp1;Cygb;Pold4;Dip2c;Hnrnpl;Tef;Chst12;Cyp1b1;Nxnl2;Fzd4;Prkcd;Nr1d2;Slc6a6;Tmem200b;Nfatc1;Gas7;Nfic;Cdkn1c;Rarg;Tmem141;Gramd4;Dgkd;Spire1;Irs2;Ankrd12;Dnajb1;Rreb1;Irx3;Acsl1;Sik1;Pfn1;Cbfa2t3;Ezr;Glul;Izumo4;Sgk1;Cited4;Limd1;Susd2;Hip1;Arid3a;Atp1b1;Aig1;Zfp36l2;Rasd2;Smad6;Nr4a3;Sh3kbp1;Cbx4;Irf2bp2;Myh9;Pde4a;Wee1;Pde10a;Ddit3;Pkd1;Acan,0.195609,0.078634,0.008566,0.170653,0.082285,0.001345,0.148799,0.006562,-0.057199,0.069987,0.202171,0.135443,0.269566
En1 (mouse),48,Atf3;Ppp4r1;Klf13;As3mt;Ly6a;Npas4;Osbp;Foxk2;Ptprz1;Tagap;Bend7;Lrp3;Fam78b;Cend1;Rassf3;Per3;Morc4;Ccnb1ip1;Cytl1;Bcl9l;Myocd;Hmgb3;Lama4;Cck;Cntfr;Trp53inp1;Gas7;Tead1;Rybp;Sncaip;Clec3b;Itpripl2;Ldlr;Mamstr;Rcan1;Serpini1;Rreb1;Plekhg3;Adamts6;Hsbp1l1;Tsc22d1;Uchl1;Cgrrf1;Meis2;Pkd1;Camk2b;Thbs1;Ccdc28b,0.192675,0.016247,-0.106771,0.143821,0.044491,-0.059762,0.165984,0.208921,0.111464,0.303544,0.073068,-0.049989,0.180014
