gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.25	0.33	0.25	0.64	1.0	-29.267368	-28.6833	-28.793507	-29.175589	0.0	-0.03985942	-17.633442604101035	2.527399893230022	0.00027240533914464724	2
Hdlbp	0.47	0.48	0.47	0.57	1.0	-15268.065	-15101.359	-15176.084	-15195.406	0.0	-31.555481	-8.376149759276872	2.7605534865695183	0.9144647235085808	6714
Cox20	0.48	0.24	0.24	0.59	1.0	-10557.977	-10365.134	-10451.174	-10461.19	0.0	-42.033684	-9.422910438964447	1.5154906682714095	0.6697085262871152	4917
Tmem205	0.5	0.1999999999999999	0.1999999999999999	0.57	1.0	-8572.68	-8437.227	-8565.3125	-8453.514	0.0	-51.753143	-9.9163655242571	4.774678353890744	0.5152546989921002	3783
Ift122	0.46	0.45	0.45	0.61	1.0	-2753.2654	-2727.795	-2746.234	-2733.909	0.0	-8.406397	-11.807600494355732	3.9361910479411786	0.10868973031871425	798
Fam13c	0.03	0.49	0.03	0.8	0.5999999999999999	-12998.567	-13117.544	-12952.102	-13165.936	1.0	72.68707	-8.872380221892808	6.250186864689474	0.8033233451375646	5898
Eid1	0.39	0.41	0.39	0.54	1.0	-14684.9795	-14510.021	-14626.984	-14548.047	0.0	-59.469078	-8.499083973265154	0.04746158202812012	0.9045219286298012	6641
Malt1	0.4	0.3199999999999999	0.3199999999999999	0.66	1.0	-5927.125	-5869.801	-5902.532	-5903.4194	0.0	-10.295197	-10.659876735745982	4.091263615094482	0.25864886951784255	1899
Iqgap1	0.4	0.43	0.4	0.57	1.0	-16915.754	-16723.281	-16902.928	-16758.906	0.0	-68.11807	-8.146112426449807	3.063918875349967	0.9346227186052847	6862
Gm44946	0.4	0.16	0.16	0.63	1.0	-134.56477	-132.55313	-134.20706	-133.63281	0.0	-0.40474555	-15.714856768323312	1.4465845710264293	0.0025878507218741486	19
Pard6b	0.35	0.14	0.14	0.52	1.0	-16.128178	-17.398643	-16.663006	-16.915829	0.57902986	0.34207252	-17.971171820236126	1.4388276944970082	0.00027240533914464724	2
Gm46633	0.49	0.29	0.29	0.54	1.0	-9.267378	-9.134359	-9.260427	-9.144896	0.0	-0.053193387	-18.609198853974988	4.896597717016535	0.00013620266957232362	1
Hnrnpll	0.49	0.25	0.25	0.63	1.0	-5821.2603	-5773.9844	-5818.3765	-5778.827	0.0	-18.428463	-10.61980382902832	5.035487492832449	0.30359575047670934	2229
Hk3	0.45	0.42	0.42	0.42	1.0	-25.679138	-25.603832	-26.043589	-25.192846	0.0	-0.21119387	-17.544199870055145	2.4349149298321526	0.00040860800871697086	3
Helb	0.3	0.48	0.3	0.56	1.0	-3049.1658	-3020.3567	-3043.8235	-3029.9985	0.0	-8.324224	-11.680539816624538	3.363651323356318	0.12203759193680196	896
